species,common_name,family,order,migratory.strategy,breeding.biome,bird.group,abundance.category,ts_source,firstyear,lastyear,year_est1,year_est2,popest,popse,Loss_mean,Loss_sd,Loss_lci95,Loss_med,Loss_uci95,total_proportional_change,annual rate of change
Anthus trivialis,Tree Pipit,Motacillidae,PASSERIFORMES,Long-distance migrant,Boreal and temperate forests,landbirds,Abundant,PECBMS,1980,2017,2014,2017,18304379,700947.6667,19001952.79,1808365.015,15635662.13,18959701.47,22627173.25,0.48747052,0.980767739
Sylvia melanocephala,Sardinian Warbler,Sylviidae,PASSERIFORMES,Partial migrant within Europe,"mediterranean forest, shrubland and rocky habitats",landbirds,Abundant,PECBMS,1998,2017,2014,2017,19431328,2234442.667,-798505.6863,3854132.159,-8915220.068,-613189.842,6232227.923,0.985014196,0.99920562
Luscinia megarhynchos,Common Nightingale,Muscicapidae,PASSERIFORMES,Long-distance migrant,Boreal and temperate forests,landbirds,Abundant,PECBMS,1989,2017,2014,2017,20478528,1143783,-515172.5406,2600227.887,-5817766.796,-466452.6898,4392831.551,1.050663407,1.001766622
Streptopelia decaocto,Eurasian Collared-dove,Columbidae,COLUMBIFORMES,Resident,Unclassified,landbirds,Abundant,PECBMS,1980,2017,2014,2017,22281126,3339215,-9202426.558,2907011.403,-15751201.65,-8913667.604,-4304873.451,1.64406529,1.013527765
Prunella modularis,Hedge Accentor,Prunellidae,PASSERIFORMES,Partial migrant within Europe,Boreal and temperate forests,landbirds,Abundant,PECBMS,1980,2017,2014,2017,23479279,1052370.667,9384307.46,2266622.475,4995980.688,9352038.143,13881201.64,0.714312892,0.990948399
Sylvia communis,Common Whitethroat,Sylviidae,PASSERIFORMES,Long-distance migrant,agricultural and grassland,landbirds,Abundant,PECBMS,1980,2017,2014,2017,24070188,1110311.333,-5643538.314,2143474.976,-10015513.44,-5567059.957,-1579916.302,1.300201672,1.007120348
Delichon urbicum,Northern House-martin,Hirundinidae,PASSERIFORMES,Long-distance migrant,Unclassified,landbirds,Abundant,PECBMS,1982,2017,2014,2017,25325109,3066338.667,15189567.11,5073540.624,5483527.923,15038806.13,25649360.55,0.620180721,0.986442898
Regulus regulus,Goldcrest,Regulidae,PASSERIFORMES,Partial migrant within Europe,Boreal and temperate forests,landbirds,Abundant,PECBMS,1980,2017,2014,2017,25957219,1087523.667,16498147.57,5220883.219,6101857.211,16514033.53,26904576.3,0.610676528,0.986759041
Passer montanus,Eurasian Tree Sparrow,Passeridae,PASSERIFORMES,Partial migrant within Europe,agricultural and grassland,landbirds,Abundant,PECBMS,1980,2017,2014,2017,29221560,1766640,29831444.3,7192080.057,16226957.39,29701324.81,44393374.41,0.504177116,0.981661381
Periparus ater,Coal Tit,Paridae,PASSERIFORMES,Resident,Boreal and temperate forests,landbirds,Abundant,PECBMS,1980,2017,2014,2017,31128518,2030945,2660339.76,2374171.075,-2023615.354,2662787.378,7341508.663,0.919369301,0.997730488
Apus apus,Common Swift,Apodidae,CAPRIMULGIFORMES,Long-distance migrant,Unclassified,landbirds,Abundant,PECBMS,1989,2017,2014,2017,31353164,2323361.333,-780046.4105,4474479.056,-10092321.6,-627468.029,7570688.475,1.010752979,1.000382058
Emberiza citrinella,Yellowhammer,Emberizidae,PASSERIFORMES,Partial migrant within Europe,agricultural and grassland,landbirds,Abundant,PECBMS,1980,2017,2014,2017,32118102,1496224.333,22656394.97,3046312.013,16700152.12,22613006.8,28709397.15,0.583341299,0.985538483
Linaria cannabina,Eurasian Linnet,Fringillidae,PASSERIFORMES,Partial migrant within Europe,Unclassified,landbirds,Abundant,PECBMS,1980,2017,2014,2017,33548676,1684733.333,33778760.41,7617904.416,19118478.65,33694617.06,48978790.6,0.510341978,0.981983882
Galerida cristata,Crested Lark,Alaudidae,PASSERIFORMES,Resident,agricultural and grassland,landbirds,Abundant,Article12,1980,2017,2014,2017,33741415,1288968.422,3478844.746,2111050.596,-723812.0921,3458251.452,7596945.425,0.904943376,0.997304102
Turdus philomelos,Song Thrush,Turdidae,PASSERIFORMES,Partial migrant within Europe,Unclassified,landbirds,Abundant,PECBMS,1980,2017,2014,2017,34419517,1693983.333,-2615610.05,2997190.719,-8731078.112,-2504566.385,2965951.794,1.071835067,1.001876683
Chloris chloris,European Greenfinch,Fringillidae,PASSERIFORMES,Partial migrant within Europe,Unclassified,landbirds,Abundant,PECBMS,1980,2017,2014,2017,39271639,1508398.333,-732028.7854,3427143.773,-7502817.195,-682642.6693,5832441.168,1.016799836,1.000450379
Emberiza calandra,Corn Bunting,Emberizidae,PASSERIFORMES,Partial migrant within Europe,agricultural and grassland,landbirds,Abundant,PECBMS,1998,2017,2014,2017,40204238,1785344,-719572.369,9830432.123,-21524759.74,-225013.8732,17013782.07,1.00994042,1.000520732
Serinus serinus,European Serin,Fringillidae,PASSERIFORMES,Partial migrant within Europe,Unclassified,landbirds,Abundant,PECBMS,1989,2017,2014,2017,41494567,2867837,35135420.82,6751174.371,22318238.75,34946693.8,48859832.81,0.533866828,0.977834739
Columba palumbus,Common Woodpigeon,Columbidae,COLUMBIFORMES,Partial migrant within Europe,agricultural and grassland,landbirds,Abundant,PECBMS,1980,2017,2014,2017,44935325,1087923,-21407360.61,4159407.622,-30070454.36,-21252359.69,-13824886.18,1.855736445,1.016850712
Hirundo rustica,Barn Swallow,Hirundinidae,PASSERIFORMES,Long-distance migrant,agricultural and grassland,landbirds,Abundant,PECBMS,1980,2017,2014,2017,47719829,3022777.667,3028089.55,4591126.911,-6176182.962,3078556.68,11916396.27,0.937250356,0.998250051
Sturnus vulgaris,Common Starling,Sturnidae,PASSERIFORMES,Partial migrant within Europe,agricultural and grassland,landbirds,Abundant,PECBMS,1980,2017,2014,2017,50419667,3489722,75119415.15,12846697.8,51373097.57,74633994.2,101937111.7,0.401970447,0.975669084
Phylloscopus collybita,Common Chiffchaff,Phylloscopidae,PASSERIFORMES,Partial migrant within Europe,Boreal and temperate forests,landbirds,Abundant,PECBMS,1980,2017,2014,2017,51203800,2760189,-29673149.93,5281655.83,-40821131.97,-29404647.36,-20184639.38,2.312794832,1.022919702
Sturnus unicolor,Spotless Starling,Sturnidae,PASSERIFORMES,Resident,agricultural and grassland,landbirds,Abundant,PECBMS,1998,2017,2014,2017,54108317,2256666.667,-7187397.152,4398935.338,-15934301.21,-7141834.994,1224583.966,1.153830263,1.007559327
Carduelis carduelis,European Goldfinch,Fringillidae,PASSERIFORMES,Partial migrant within Europe,agricultural and grassland,landbirds,Abundant,PECBMS,1980,2017,2014,2017,57158811,3050271,-23634150.15,11318601.22,-48132687.71,-22736649.44,-3816074.634,1.602192444,1.012821307
Alauda arvensis,Eurasian Skylark,Alaudidae,PASSERIFORMES,Partial migrant within Europe,agricultural and grassland,landbirds,Abundant,PECBMS,1980,2017,2014,2017,63378501,2151456,68093057.44,8006685.892,52508806.29,68010685.8,84139270.35,0.477369189,0.980212844
Cyanistes caeruleus,Blue Tit,Paridae,PASSERIFORMES,Resident,Boreal and temperate forests,landbirds,Abundant,PECBMS,1980,2017,2014,2017,63851686,4115543.333,-19141749.06,3437739.275,-26219062.31,-19023795.55,-12691534.34,1.419897078,1.009520286
Phylloscopus trochilus,Willow Warbler,Phylloscopidae,PASSERIFORMES,Long-distance migrant,Unclassified,landbirds,Abundant,PECBMS,1980,2017,2014,2017,64158506,634741.6667,36940654.19,4714140.463,27743650.05,36933470.76,46168693.37,0.63268278,0.987703628
Troglodytes troglodytes,Winter Wren,Troglodytidae,PASSERIFORMES,Partial migrant within Europe,Unclassified,landbirds,Abundant,PECBMS,1980,2017,2014,2017,71822811,3378622.333,-28786872.64,8965794.272,-47649137.6,-28213676.64,-12580002.76,1.625181728,1.013211364
Sylvia atricapilla,Blackcap,Sylviidae,PASSERIFORMES,Partial migrant within Europe,Unclassified,landbirds,Abundant,PECBMS,1980,2017,2014,2017,86007217,5484113.333,-55232833.35,7166782.513,-70474683.57,-54908485.54,-42133240.97,2.752175432,1.027739712
Erithacus rubecula,European Robin,Muscicapidae,PASSERIFORMES,Partial migrant within Europe,Unclassified,landbirds,Abundant,PECBMS,1980,2017,2014,2017,94427980,4314109.667,-22183197.64,8748676.939,-40179745.47,-21860584.6,-5756449.896,1.280535517,1.006705581
Parus major,Great Tit,Paridae,PASSERIFORMES,Resident,Unclassified,landbirds,Abundant,PECBMS,1980,2017,2014,2017,113452423,6576715,-14997988.27,5624790.47,-26197688.86,-14883417.36,-4176251.692,1.148209437,1.00374222
Turdus merula,Eurasian Blackbird,Turdidae,PASSERIFORMES,Partial migrant within Europe,Unclassified,landbirds,Abundant,PECBMS,1980,2017,2014,2017,121733979,6284661.333,-29513500.8,8410972.837,-46855111.44,-29215310.85,-13595794.49,1.30526001,1.007226044
Fringilla coelebs,Eurasian Chaffinch,Fringillidae,PASSERIFORMES,Partial migrant within Europe,Unclassified,landbirds,Abundant,PECBMS,1980,2017,2014,2017,203393093,8515904.667,1892965.536,8192355.644,-14433502.73,1957618.981,17576892.72,0.990684674,0.999747086
Passer domesticus,House Sparrow,Passeridae,PASSERIFORMES,Resident,Unclassified,landbirds,Abundant,PECBMS,1982,2017,2014,2017,261335765,10684675,247293182.9,47120651.08,156072836.7,246725160,341633326.4,0.504338377,0.980632637
