title,type,creator,year
Portret van Giovanni Antonio Biglia,prent,"Laurentio, Cesare",1600
"Portret van Giovanni Parenti, 1ste Minister Generaal van de franciscaner orde",prent,"Luciani, Antonio",1710
Portret van componist Gioacchino Antonio Rossini,prent,"Morghen, Raphael",1822
Portret van Gerard Mercator,prent,"Bry, Johann Theodor de",1597
"Portret van Vincenzo I. Gonzaga, hertog van Mantua en Montferrato",prent,"Puzzi, Lanfranco",1830
Portret van Frederik van Leenhof,prent,"Gunst, Pieter van",1706
Portret van Camillo Astalli-Pamphilj,prent,"Testana, Giuseppe Maria",1658
Portret van schrijver Lapo da Castiglionchio,prent,"Vascellini, Gaetano",1755
Portret van Johan Hudde Dedel,prent,"Schouman, Aert",1778
Portret van Pietro Ottoboni,prent,"Audran, Jean",1677
Portret van Alessandro Massaria,prent,"David, Jerôme",1630
Portret van Joannes de Veno,prent,"Passe, Crispijn van de (II)",1662
Portret van Paolo Sarpi,prent,"Lombard, Pierre",1623
Portret van Giovanni Battista Casti,prent,"Tavernier, Pierre Joseph",1797
Portret van Francis Maceroni,prent,"Picart, Charles",1822
Portret van Giovanni Crisostomo Trombelli,prent,"Bernigeroth, Johann Martin",1748
Portret van Thomas Joannes Pessina de Czechorod,prent,"Groos, Gerard de",1660
Portret van Victor Emanuel II van Italië als koning van Sardinië,prent,"Mayer, Carl",1849
Portret van Giovanni Andrea Alciato,prent,"Sysang, Johann Christoph",1713
Portret van Filippo Acciaiuoli,prent,"Negges, Johann Simon",1736
Portret van Elisa Bonaparte,prent,anonymous,1818
Landschap met boerderijen,prent,"Straaten, Bruno van (I)",1858
Jager bij een bosrand,prent,"Rijkelijkhuysen, Hermanus Jan Hendrik van",1864
Dorps-processie; drie staten,prent,"Danse, Marie",1877
Portret van Ary Scheffer,prent,"Dien, Claude Marie François",1858
Portret van luitenant L.J. de Wit,prent,Eymaal,1830
Portret van de heer Pels,prent,"Last, Carel Christiaan Antony",1843
Buste van man met muts,prent,"Schouman, Aert",1720
Silhouetportret van Henricus Petrus Timmers Verhoeven,prent,"Barbiers, Pieter (IV)",1809
Portret van Hendrik Jan Nassau,prent,"Weijer, Johannes Hermanus van de",1876
Portret van Nehemia Rogers,prent,"Bernigeroth, Martin",1697
Portret van Charles Pratt Camden,prent,"Henne, Eberhard Siegfried",1790
"Portret van George II, koning van Groot-Brittannië",prent,"Nilson, Johann Esaias",1731
Portret van Sir Joseph Banks,prent,"Westermayr, Konrad",1775
Portret van Henriëtta Maria van Frankrijk,prent,"Belliard, Zéphirin Félix Jean Marius",1832
T. Sydenham,prent,"Vigneron, Pierre Roche",1799
Portret,prent,"Maguire, Thomas Herbert",1831
"Durham, Mns. Trollope, Victoria",prent,"Elias, F.",1746
Twee mannen met een drankfles,prent,"Teniers, David (II)",1650
Portret van Johan Raye van Breukelerwaard,prent,"Vilsteren, Johannes van",1740
Portret van Gaspar de Crayer,prent,anonymous,1650
"Pierrot en Harlekijn, ca. 1700",prent,anonymous,1690
"Wapenen der Weledele Heeren Hoog-Bailliuwen, Opper-Dykgraaven, Hoog-Heemraaden, Secretarissen & Penning-Meesteren van Delfsland",prent,"Reeland, J.",1756
Portret van de sterrenkundige Martin Wenzel,prent,"Cornelisz., Lambert",1593
Portret van de generaal Pierre-Jacques Osten,prent,"Portman, Ludwig Gottlieb",1787
Portret van P.J.C. Beeckman,prent,"De La Rue, J.F.",1787
Portret van Gerard Callenburgh,prent,"Weissenbruch, Frederik Hendrik",1858
Grote of Onze-Lieve-Vrouwekerk in Dordrecht,prent,"Fles, Etha",1867
Zilveren servies in ridderzaal van Berliner Stadtschloss,prent,"Engelbrecht, Martin",1717
Portret van Raimundus Lullus,prent,"Rösel von Rosenlof, Pius",1623
"Kaart van Nijmegen en het fort Knodsenburg, veroverd door de Fransen in 1672",prent,anonymous,1780
Gezicht op Trsat met figuren bij een doorwaadbare plaats,prent,"Le Bas, Jacques-Philippe",1760
Portret van Anna van Oostenrijk,prent,"Jode, Pieter de (II)",1628
Portret van Chlodio,prent,"Frosne, Jean",1633
Portret van Johann Bernhard von Löbel,prent,"Widemann, Elias",1607
Portret van Charibert I,prent,"Larmessin, Nicolas de (I)",1647
"Portret van Lodewijk XI, koning van Frankrijk",prent,"Larmessin, Nicolas de (I)",1642
Portret van Maria Theresia van Bourbon,prent,"Pinssio, Sébastien",1755
Louis XVI,prent,"Wildenberg, L. van de",1820
Gezicht op de Alte Brücke in Frankfurt am Main,prent,"Storm van 's-Gravesande, Carel Nicolaas",1872
Polder bij Weesp,prent,"Storm van 's-Gravesande, Carel Nicolaas",1873
Boomgroep in de duinen bij Haarlem,prent,"Storm van 's-Gravesande, Carel Nicolaas",1880
Bosgezicht met bospad,prent,"Elsen, Alfred",1860
Twee bomen aan het water,prent,"Elsen, Alfred",1860
Bloemstilleven met klaprozen,prent,"Elsen, Louise",1860
Herder met kudde op bergpad,prent,"Faber, Frédéric Théodore",1817
Koekverkoper op het ijs,prent,"Farasyn, Edgard",1868
Schilder met palet bij zijn ezel,prent,"Flameng, Léopold",1841
Harlekijn en een vrouw aan tafel in een monumentale tuin,prent,"Flameng, Léopold",1859
Interieur van een slagerij,prent,"Flameng, Léopold",1860
Jong koppel loopt arm in arm over een brug,prent,"Geets, Willem",1875
Duinen bij Nieuwpoort,prent,"Goethals, Jules Marie Armand",1854
Ruïne in een weiland,prent,"Nijmegen, Gerard van",1790
Portret van William Camden,prent,"Bry, Theodor de",1597
Allegorie op de Schrijfkunst,prent,"Fokke, Simon",1746
Zeilboten aangemeerd langs een kade,prent,"Hagemans, Maurice",1881
Landschap met een figuur op een pad langs een vijver,prent,"Harpignies, Henri Joseph",1840
Schepen worden op het strand getrokken,prent,"Hens, Frans",1866
Landweg langs heuvels met bomen,prent,"Hippert, Karel Theodoor",1873
Landschap met een pad in de richting van een kerktoren,prent,"Jacobs, Louis Adolphe",1865
"Man met buitenproportioneel groot hoofd, vleugels en een kurkentrekker in zijn handen",prent,"Jaugey, Louis",1878
"Portret van Henrietta Maria van Bourbon, koningin van Engeland",prent,"Galle, Cornelis (I)",1625
Bachanaal. 3 staten,prent,"Heins, Armand",1866
"Portret van Maria Fjodorovna I, keizerin van Rusland",prent,"Mansfeld, Johann Ernst",1749
Prent,prent,"Passe, Crispijn van de (I)",1574
"Portret van Boudewijn VI, graaf van Vlaanderen en Richilde, gravin van Henegouwen",prent,"Baltens, Peeter",1584
Portret van Sarah Churchill (geboren Jennings),prent,"Philips, Jan Caspar",1736
"Portret van kardinaal Jules Mazarin, bisschop van Metz",prent,"Picart, Bernard",1729
Portret van François Hannibal d'Estrées,prent,"Valdor, Johannes (II)",1649
Portret van Oliver Cromwell,prent,unknown,1690
Portret van Georges-Louis Leclerc de Buffon,prent,"Baron, Claude",1761
Portret van Pierre Louis Maupertuis,prent,"Bonneville, François",1796
Portret van Foulques de Villaret,prent,"Cars, Laurent",1726
Medaille met portret van F. Leroux,prent,"Collas, Achille",1838
Portret van Jean Baptiste Budes graaf van Guébriant,prent,"Danois, Adrien Charles",1838
Portret van Geminiano Montanari,prent,"Desbois, Martial",1682
Portret van Jean Mesnard de la Noë,prent,"Desrochers, Etienne",1726
Portret van Louis Thomassin,prent,"Desrochers, Etienne",1726
Portret van George III van het Verenigd Koninkrijk,prent,"Benoist, Guillaume Philippe",1735
Portret van François Broussais,prent,"Forestier, Charles Aimé",1818
Portret van Antoine Portal,prent,"Forestier, Charles Aimé",1818
"Portret van Armand van Bourbon-Condé, prins van Conti",prent,"Frosne, Jean",1644
Portret van Victor Couchery,prent,"Gautier, Jean-Baptiste",1804
Portret van Jean Victor Marie Moreau,prent,"Herhan, Elizabeth G.",1798
Portret van Théophile de Bordeu,prent,"Lambert, (l'Aîné et le Jeune)",1797
Portret van Pierre de Cambout de Coislin,prent,"Larmessin, Nicolas de (I)",1666
"Portret van Arthur Wellesley, hertog van Wellington",prent,"Mécou, André Joseph",1815
Portret van Antoine le Maistre,prent,"Lubin, Jacques",1696
Portret van Mathieu Molé,prent,"Mellan, Claude",1634
Portret van Jacques Cujas,prent,anonymous,1610
Portret van Michel de Marillac,prent,anonymous,1632
Portret van John Dyer,prent,"Baker, Joseph",1740
Portret van Bernard du Bosquet,prent,"Picart, Etienne",1660
Portret van Frans Lodewijk van Bourbon-Conti,prent,"Dautel, Pamela",1825
Portret van Pierre Augustin Béclard,prent,"Tardieu, Ambroise",1820
Portret van Jacques Charles Dupont de l'Eure,prent,"Tardieu, Ambroise",1820
Portret van Georges Mareschal,prent,"Tardieu, Ambroise",1820
Portret van Marc-René de Voyer de Paulmy d'Argenson,prent,"Tardieu, Ambroise",1820
Portret van kaper René Duguay-Trouin,prent,"Vangelisti, Vincenzo",1776
Portret van Gabriel Bonnot de Mably,prent,"Devaux, René",1795
Portret van Nicolas-Claude Fabri de Peiresc,prent,"Gaywood, Robert",1656
Portret van Roger Long,prent,"Cook, Thomas",1786
"Portret van Charles-François de Lorraine, prins van Commercy",prent,anonymous,1680
Portret van Jean Victor Moreau,prent,"Bollinger, Friedrich Wilhelm",1800
Portret van Generaal Amedee Louis Despans de Cubières,prent,"Hüssener, Auguste",1799
Portret van Jean-Baptiste de la Quintinie,prent,"Müller, Johann Christian Ernst",1776
Portret van Guy Patin,prent,"Schmidt, Johann Friedrich",1704
Portret van François Levaillant,prent,"Westermayr, Konrad",1801
"Portret van een jongeman, mogelijk Steven Sleger",prent,"Vaillant, Wallerant",1671
Portret van een onbekende geestelijke,prent,"Vaillant, Wallerant",1658
Portret van Johann Christoph Arnoldt,prent,"Fennitzer, Georg",1670
Portret van John Coakley Lettsom,prent,"Holloway, Thomas",1787
Portret van Johan Maximiliaan graaf van Lamberg,prent,"Steen, Franciscus van der",1670
Portret van William Vincent,prent,"Ridley, William",1801
Portret van John Dryden Esqr.,prent,"Walker, William",1739
Portret van Adelheid van Maurienne,prent,anonymous,1818
Portret van Maria Carolina van Bourbon-Sicilië,prent,anonymous,1825
Portret van Pierre Cambronne,prent,anonymous,1818
Portret van koning Childebert II,prent,anonymous,1818
Portret van Adam-Philippe de Custine,prent,anonymous,1818
Portret van Adélaïde-Gillette Dufrénoy,prent,anonymous,1818
Portret van Bernard le Bovier de Fontenelle,prent,anonymous,1818
Portret van Lazare Hoche,prent,anonymous,1818
Paar aan een tafel,prent,anonymous,1662
Portret van François-Joseph Lefebvre,prent,anonymous,1818
Portret van Lodewijk Filips I van Frankrijk,prent,anonymous,1818
Portret van Marie Louise van Oostenrijk,prent,anonymous,1818
Portret van Charles Nodier,prent,anonymous,1818
Portret van Madame de Pompadour,prent,anonymous,1818
Portret van Louis Antoine de Saint-Just,prent,anonymous,1818
Portret van Louis-Nicolas Vauquelin,prent,anonymous,1818
Portret van generaal François-Joseph Lefebvre,prent,Durieux,1834
Drinkende man op de schoot van een vrouw,prent,anonymous,1680
Portret van Auguste Gaspard Louis Boucher-Desnoyers,prent,Grégoire et Deneux,1844
Portret van de scheikundige Jean-Pierre-Joseph d'Arcet,prent,"Alophe, Marie Alexandre",1840
Portret van Alexandre Méchin,prent,"Julien, Bernard Romain",1827
Portret van Lodewijk Filips I van Frankrijk,prent,"Lecler, Auguste Toussaint",1824
Portret van François Beeldsnijder,prent,"Pfeiffer, François Joseph (I)",1787
"Portret van Merovech, koning der Franken",prent,"Maurin, Nicolas Eustache",1825
Portret van Jean-François Jacqueminot,prent,"Maurin, Antoine",1835
Portret van Anselme Payen,prent,"Maurin, Nicolas Eustache",1835
Landschap met bomen,prent,"Weezel Errens, Adolphe P.H J. van",1876
Dr. Dubois,prent,"Le Villain, François",1819
F. Soulié,prent,"Brandt, Cäcilie",1820
De Belvedère te Nijmegen,prent,"Hoogkamer, Willem Hendrik",1832
"Portret van Barthold van Gent, heer van Meynerswijck",prent,"Holsteyn, Pieter (II)",1648
Twee stadsgezichten te Amsterdam: Zeerecht en Schreierstoren,prent,"Bendorp, Carel Frederik (I)",1786
Putti rond een gekroond wapenschild,prent,"Fokke, Simon",1744
Titelprent voor 'Aeloude en hedendaegsche scheeps-bouw en bestier' van Nicolaes Witsen,prent,"Hooghe, Romeyn de",1671
Portret van een oosterse vorst,prent,"Matham, Theodor",1615
Gezicht op de veengronden bij Amstelveen,prent,"Philips, Jan Caspar",1741
Perzische begrafenisrituelen,prent,"Picart, Bernard",1727
Afrikaanse muziekinstrumenten,prent,"Picart, Bernard",1728
De twee rechter kariatiden uit de Vierschaar van het Stadhuis op de Dam,prent,"Quellinus, Hubert",1655
Prenten uit het Stadhuis van Amsterdam. 75 stuks,prent,"Quellinus, Hubert",1629
Gezicht op de erepoort van buitenplaats Duinrell,prent,anonymous,1675
Zieke voor de god Ixora gebracht,prent,"Tringham, W.",1781
Gezicht op het Spinhuis te Amsterdam,prent,"Schouten, Hermanus Petrus",1760
"Intocht van het bruidspaar in Den Haag, 1878",prent,anonymous,1879
Kaartspelers in een interieur,prent,"Wangner, Jakob",1713
Zicht op de kerk Saint-Nicolas in Boulogne-sur-Mer,prent,"Arnout, Jean Baptiste",1847
Christian I von Anhalt-Bernburg,prent,"Bernigeroth, Martin",1680
Portret van Leopold III Friedrich Franz van Anhalt-Dessau,prent,"Schwerdgeburth, Carl August",1795
Portret van Wilhelm von Baden-Baden,prent,"Heyden, Jacob van der",1628
Portret van Peter Friedrich Ludwig von Oldenburg,prent,"Falke, Tobias",1800
"Standbeeld van Marie d'Orléans, hertogin van Württemberg",prent,"Mayer, Carl",1837
"Portret van Sophia van Hannover, hertogin van Brunswijk-Luneburg",prent,"Bernigeroth, Johann Martin",1701
"Portret van Adolf Frederik, hertog van Cambridge",prent,"Riepenhausen, Ernst Ludwig",1775
Portret van Henricus Nicolai,prent,"Hondius, Willem",1650
Ruiterportret van Hendrik van Pruisen,prent,"Balzer, Jan",1746
"Portret van Katherine Manners, hertogin van Buckingham",prent,"Passe, Magdalena van de",1610
Portret van Friedrich Wilhelm III,prent,"Haas, Meno",1780
"Portret van Marie, prinses van Pruisen",prent,"Lehmann, G.W.",1800
Portret van Friedrich Wilhelm III van Pruisen,prent,"Pflugfelder, Friedrich August",1819
Vereniging van de kronen van Engeland en Schotland,prent,"Spruyt, Philippe Lambert Joseph",1747
Kamer waarin Charlotte Corday sliep de nacht voor de moord op Jean-Paul Marat,prent,"Manesse, Henri",1906
Portret van Ruprecht van de Palts,prent,"Gaillard, René",1755
Portret van Lodewijk I van Beieren,prent,"Irminger, Karl Friedrich",1823
"Drie rupsen, een mot en vier vlinders",prent,"Hollar, Wenceslaus",1644
Maximilian Josef van Beyeren,prent,"Selb, Joseph Anton",1794
Portret van August III van Polen,prent,"Bernigeroth, Johann Martin",1733
Portret van Frederik August II van Saksen,prent,"Lütgendorff-Leinburg, Ferdinand Karl Theodor Christoph Peter Freiherr von",1820
Anton van Saksen,prent,"Knäbig, Maximilian",1814
Boerderij aan het water,prent,"Kellen, David van der (1804-1879)",1814
Ruïne van een abdij,prent,"Van de Kerkhove, Jan",1874
Grote rotsboog aan de kust,prent,"Van de Kerkhove, Jan",1876
"De Franse Omroeper, 1692",prent,anonymous,1692
Vrouw kijkt in een spiegel,prent,"Lambrichs, Edmond",1876
"Portret van een bisschop, mogelijk monseigneur Lamy",prent,"Lauwers, Frans",1885
Kop van de jonge Bacchus,prent,"Lauwers, Frans",1864
Landschap met bomen aan het water,prent,"Legros, Sauveur",1764
Landschap met een molen aan water,prent,"Le Mayeur de Merprés, Adrien",1854
"Portret van een onbekende man, mogelijk Bonaventure Egge",prent,"Le Nain, Louis",1887
Portret van Antoine Joseph Bourlard,prent,"Le Nain, Louis",1878
Putto omringd door druivenranken,prent,"Le Nain, Louis",1861
Rembrandt van Rhijn. Onthulling van het Standbeeld 27 Mei 1852 te Amsterdam,prent,"Brüggemann, Theodor",1852
"Opening van de Nationale Synode te Dordrecht, 1618",prent,anonymous,1800
Portret van Jan Conrad Hacke van Mijnden,prent,"Unger, William",1855
Portret van Carle Elshöecht,prent,"Geel, P.C. van",1835
Lezende vrouw met een hond,prent,anonymous,1650
Portret van de historicus Charles Rollin,prent,"Bazin, Charles Louis",1840
Portret van de botanicus Louis Augustin Guillaume Bosc,prent,"Boilly, Julien-Léopold",1821
Portret van minister François Guizot,prent,"Bourdet, Jules Joseph Guillaume",1836
Gezicht op het kasteel Marnix de Sainte-Aldegonde in Bornem,prent,"Van Holsbeeck, Albert",1887
Vissersschuit aan de kust,prent,"Lucq, Eugene",1894
Siervaas met fantasiedieren,prent,"Thelott, Jakob Gottlieb",1718
Ex libris van All Souls college,ex libris,"Sherborn, Charles William",1895
Prent,prent,"Brandenburg, Cornelis",1894
Portret van Ewald Christian von Kleist,prent,"Geyser, Christian Gottlieb",1759
Portret van Christian Friedrich Daniel Schubart,prent,"Gleich, Peter",1772
Silhouetportret van Wilhelm Friedrich Hufnagel,prent,"Grape, Christoph Gebhard",1771
Portret van Elias Brenner,prent,Monogrammist CH (18e eeuw),1700
Portret van Martin Heuglin op 65-jarige leeftijd,prent,"Hainzelmann, Elias",1684
Portret van Friedrich Anton von Heynitz,prent,"Halle, J.S.L.",1788
Portret van Matthäus Kummer op 47-jarige leeftijd,prent,"Heckenauer, Leonhard",1660
Portret van Friedrich Wilhelm Freiherr von Seydlitz,prent,"Henne, Eberhard Siegfried",1769
Rotsachtig landschap met rivier en reiger,prent,"Linnig, Jean Théodore Joseph",1848
Portret van Nicolaus Pfretzschner,prent,"Hoeckner, Johann Caspar",1663
Antieke buste,prent,"Linnig, Jean Théodore Joseph",1825
Portret van Johannes Sartorius,prent,anonymous,1563
Portret van Christian Fürchtegott Gellert,prent,"Kauke, Friedrich Johann",1758
Portret van Friedrich Ludwig von Janowitz,prent,"Kilian, Bartholomäus (II)",1670
"Man met mantel, sporen aan zijn laarzen en een rijzweep in de hand",prent,"Linnig, Willem (I)",1850
Portret van Nicodemus Sitzlin,prent,"Kilian, Lucas",1627
Simplicius krijgt schrijfles van de kluizenaar,prent,"Klinger, Max",1881
Delftsche Slaolie,affiche,"Toorop, Jan",1894
Nijmegen vooruit. Vereeniging tot Bevordering van het Vreemdelingenverkeer,affiche,"Boven, W. van",1900
Portret van Johann Hieronymus Steffan von Cronstetten op 60-jarige leeftijd,prent,"Kilian, Philipp",1674
Portret van Johannes Heins op 53-jarige leeftijd,prent,"Kilian, Wolfgang",1638
"Steendrukken van J. Bergmann (3), St. Lanter (2), J.P. Kehr (1), C. Heindel (1) en N. Strixner (35) naar schilderijen der verzameling Bosseré",prent,"Strixner, Johann Nepomuk",1792
Portret van Johann Picardt op 44-jarige leeftijd en een vignet met voorstelling van de uitstorting van de Heilige Geest,prent,"Kilian, Wolfgang Philipp",1711
Portret van Josef Konrad von Schroffenberg,prent,"Klauber, gebroeders",1784
Portret van Anton Hoffer Edler von Sulmthal,prent,"Kotterba, Carl",1858
Portret van Christian Andreas Cothenius,prent,"Krüger, Johann Conrad",1789
Portret van Christian Sigismund Plötz,prent,"Krügner, Johann Gottfried (I)",1717
Huwelijksnacht van Tobias en Sara,prent,"Massijs, Cornelis",1544
Dubbele zeeschuit op de nering,prent,"Laan, Adolf van der",1728
Portret van Johannes Reuter,prent,"Quiter, Herman Hendrik de (I)",1679
"Portret van Jacob Mendes de Leon, lid van de Amsterdamse gemeenteraad",prent,"Couwenberg, Henricus Wilhelmus",1843
