title,type,creator,year
"Portret van een onbekende vrouw, mogelijk mevrouw Melvill van Carnbee",prent,"Hoffmeister, Johan Hendrik",1851
Mis in een kerk,prent,"Bosboom, Johannes",1827
Studieblad met schapen,prent,"Ravenswaay, Jan van",1820
Album met verschillende onderwerpen. 12 stuks. (N( 7 ontbreekt),prent,"Madou, Jean Baptiste",1806
Carnavalsoptocht,prent,"Adam, Victor",1829
Karikatuur van vier mannen en een vrouw met verschillende gezichtsuitdrukkingen,prent,"Boilly, Louis-Léopold",1823
Interieur van de Dom van Milaan,prent,"Deroy, Isodore-Laurent",1838
Zicht op de Loire vanaf de Pont de la Belle-Croix in Nantes,prent,"Deroy, Isodore-Laurent",1833
Schip voor anker aan de kade,prent,"Gudin, Théodore",1824
Croquis du Cours de la Tamise. Genummerde reeks van 6 stuks,prent,"Monthelier, Alexandre Jules",1811
Studies van paarden. 74 stuks,prent,"Vernet, Carle",1768
Decor met de boerenwoning in de Nieuwe Schouwburg te Amsterdam,prent,"Brouwer, Cornelis",1790
Portret van Roelof Jacob Schierbeek,prent,"Binger, Charles",1840
Portret van Petrus van Musschenbroek,prent,"Schild, N.M.",1837
Hercules overwint de hydra van Lerna,prent,"Cort, Cornelis",1563
Zes bekroonde cartouches met lettermonogrammen (ACD-ACI),prent,"Lafeuille, Daniel de",1690
Gezicht op slot Zeist,prent,"Spilman, Hendrik",1742
"Portret van Alexander I Pavlovitsj, tsaar van Rusland",prent,"Portman, Ludwig Gottlieb",1801
Portret van Girolamo Ramorino,prent,"Nordheim, Johann Georg",1829
Portret van Narcyz Olizar,prent,"Desmaisons, Pierre-Émile",1832
"Willem V vertoont zich als Ridder van de Kousenband, 1752",prent,"Fokke, Simon",1752
"Abraham Stern, berühmter Mathematiker in Warschau",prent,"Küstner, Gottfried",1810
Portret van Krieger Schumer,prent,"Lange, Johannes Philippus",1820
Portret van Gerard baron van Swieten,prent,"Vinkeles, Reinier (I)",1773
Portret van Gerard van Swieten,prent,"Mansfeld, Johann Ernst",1749
Portret van Julius Vitringa Coulon,prent,"Rieke, Johan George Lodewijk",1844
Hertog Arnold van Gelre door zijn zoon Adolf ontvoerd,prent,"Kaiser, Johann Wilhelm (I)",1840
Portret van pasja Hussein van Timişoara,prent,"Meyssens, Cornelis",1670
Portret van Fath-Ali Shah Qajar,prent,"Ruotte, Louis Charles",1807
Portret van Mirza Abolhassan Khan Ilchi,prent,"Ridley, William",1810
"Portret van Mohammed Ali, gouverneur van Egypte",prent,"Mayer, Carl",1808
Portret van de patriarch Ignatius Antonius I Samheri,prent,"Belliard, Zéphirin Félix Jean Marius",1855
Mourad-Bey,prent,"Motte, Charles Etienne Pierre",1795
Gezicht op de Sint-Catharinakerk te Eindhoven,prent,"Arendzen, Petrus Johannes",1867
Vier vissen op het strand,prent,"Collaert, Adriaen",1627
Gezicht op de synagoge van Neurenberg,prent,"Veldheer, Jacobus Gerardus",1876
Onbekend dier,prent,"Tringham, W.",1773
Zicht op een grafmonument aan de Via Appia,prent,"Adam, Victor",1824
Zicht op de Rue de Rivoli,prent,"Jacottet, Louis-Julien",1838
Gezicht in Italië. Met adres van Delpech,prent,"Rémond, Jean Charles Joseph",1805
Kolonie Frederiksoord,prent,"Bal, Willem",1818
Kasteel ter Veeken,prent,"Ertinger, Franz",1697
Fabel van de panter en de herders,prent,"Fokke, Simon",1769
Paard en geit in de wei,prent,"Lange, Johannes Philippus",1820
Allegorische voorstelling met een riviergod en een muze,prent,"Solingen, Johannes van",1732
Portret van Don Juan II van Oostenrijk,prent,"Troyen, Jan van",1656
Gezicht op het Teatro alla Scala te Milaan,prent,"Cherbuin, Louis",1820
Dominee met een knielende vrouw in een landschap,prent,"Baumann, Johann Wilhelm",1825
Boerengezin op hun erf,prent,anonymous,1822
"Wedstrijd der Koninklijke Nederlandsche Yachtclub. Op de Maas voor Rotterdam, 12 Julij 1854",prent,"Nunnink, Adolf Carel",1855
Gezicht op Amersfoort,prent,"Philips, Jan Caspar",1756
Zicht op de watermolen van Saint-Chély-d'Aubrac,prent,"Gebhardt, François",1837
Moeurs parisiennes. 11 stuks. Met adres Gihaut et Martinet. Naar Pigal,prent,"Pigal, Edme Jean",1808
Béranger illustré. N( 1. Naar Numa,prent,"Worms, Jules",1842
"Gezicht op het Abdijplein te Middelburg, 1743",prent,"Philips, Jan Caspar",1746
Heilige Maria als kluizenares,prent,"Sichem, Christoffel van (II)",1644
De beurs van Hendrik de Keyser in Amsterdam,prent,"Filosi, Giuseppe",1742
Musicerende meisjes in een landschap,prent,"Bisschop, Jan de",1666
Vier naakte kinderfiguren bij een tuinvaas (winter),prent,"Wit, Jacob de",1705
"Geit, bok en lam",prent,anonymous,1814
"Plan van de slag bij Dettingen, 1743",prent,"Reinhard, Andreas (II)",1743
Sint-Annakerk en de Kweekschool voor de zeevaart in Amsterdam,prent,"Hilverdink, Johannes",1844
Gezicht op de haven van Vlaardingen,prent,"Sallieth, Mathias de",1780
Landschap met geknielde vrouw en putti,prent,"Fokke, Simon",1722
Landschap met boerderij en boer met kruiwagen,prent,"Schwegman, Hendrik",1786
Telemachus weigert de kroon van Kreta,prent,"Tilliard, Jean-Baptiste",1785
Gedenkteken voor Johannes Christiaan Mohr,prent,"Koning, Theodoor",1787
Portret van de predikant Michael Hoernlein,prent,"Schenk, Pieter (I)",1670
Portret van Abraham Boxman,prent,"Velijn, Philippus",1826
Portret van Lucretia Wilhelmina van Merken,prent,"Vinkeles, Reinier (I)",1792
Jan Janszoon Starter aan zijn schrijftafel,prent,"Weijer, Pieter Wilhelmus van de",1864
Dubbelportret op munt van Gustaaf IV Adolf van Zweden en Frederika van Baden,prent,"Bourlier, Marie Anne",1808
"Portret van Oscar I, koning van Zweden en Noorwegen",prent,"Mayer, Carl",1808
"Johan, koning van Denemarken, Noorwegen en Zweden",prent,"Preissler, Johann Martin",1769
Portret van Johann Adam Schmidt,prent,"Putz, Johann",1774
Portret van Christophorus Saxius,prent,"Jonxis, Pieter Hendrik",1790
Portret van Jeronimo de Bosch,prent,"Vinkeles, Reinier (I)",1808
Portret van Casparus Barlaeus,prent,anonymous,1814
Portret van Daniël Wyttenbach,prent,"Springer, Leendert (I)",1820
Gezicht op Batavia met schepen,prent,"Hollar, Wenceslaus",1669
Allegorie op de verlossing van de mensheid (de vier uitersten van de mens),prent,"Wierix, Hieronymus",1563
Portret van Balthasar Pettenbeck,prent,"Kilian, Lucas",1622
Venus,prent,"Passe, Crispijn van de (I)",1592
Drie figuren voor Het Oude Loo,prent,anonymous,1814
Het volk van Nineve viert feest,prent,"Passe, Crispijn van de (I)",1574
Rosaspina's tekenschool,prent,"Tomba, Giulio",1811
Gelijkenis van de werkers in de wijngaard,prent,"Bruyn, Abraham de",1583
Triomfwagen,prent,Monogrammist AC (16e eeuw),1520
Gezicht op een fort aan de Rijn nabij Keulen,prent,"Hollar, Wenceslaus",1627
Pannenkoekenbakster,prent,"Somer, Jan van",1655
"Portret van Catharina I, keizerin van Rusland",prent,"Houbraken, Jacob",1725
Portret van Thomas à Kempis,prent,"Laan, Adolf van der",1694
Portret van Jacob Jehuda Leon,prent,"Buno, Conrad",1641
"Portret van Willem III de Goede, graaf van Holland en Henegouwen",prent,"Matham, Adriaen",1620
Portret van Floris III van Holland,prent,"Flipart, Jean Jacques",1757
Christus als fontein van het leven,prent,"Collaert, Hans (I)",1530
Christus als Salvator Mundi,prent,"Krüger, Dietrich",1614
Mercurius doodt Argus,prent,"Picart, Bernard",1733
Portret van Henriëtte Amalia van Anhalt-Dessau,prent,"Aeneae, Petrus",1683
Portret van Thomas Ernsthuys,prent,"Bloteling, Abraham",1684
Rokende boeren bij een schouw,prent,"Bos, Anthonie van den",1778
"Interieur met urinerende man, brakende man, een dwerg en een bedelaar",prent,"Bruggen, Jan van der",1659
"De likdoornsnijder, ca. 1700",prent,"Dusart, Cornelis",1690
Portret van Gerbrand van Leeuwen,prent,"Gole, Jacob",1670
De Smaak: etende man,prent,"Gole, Jacob",1670
Zelfportret van Gerard Dou,prent,"Groot, Jan de",1743
"Portret van Johann Friedrich von Karg, baron von Bebenberg",prent,"Haeften, Nicolaes van",1709
Portret van Napoleon I Bonaparte,prent,"Hodges, Charles Howard",1797
Twee kinderen met een muizenval,prent,"Hol, Gijsbert",1685
Portret van Pieter de Frans,prent,"Schenk, Pieter (I)",1670
Portret van Maria Salome Otto,prent,"Schenk, Pieter (I)",1670
Armoperatie,prent,anonymous,1680
Vrouw aan kust,prent,"Jouvenel, Is.",1827
Petrus geneest Enias,prent,"Visscher, Claes Jansz. (II)",1643
Zicht op de Ponte Vecchio over de Arno te Florence,prent,"Deroy, Isodore-Laurent",1843
Tekenaar in een landschap,prent,"Arnaud Gerkens, Johannes Christiaan d'",1833
Verschillende schetsen op één blad,prent,"Raffet, Denis Auguste Marie",1814
Jozef vertelt zijn dromen aan Jakob,prent,"Muller, Jan Harmensz.",1581
Portret van Napoleon Bonaparte in een cartouche,prent,"Lefèvre, Achille Désiré",1808
Gezicht op het landhuis en de tuin van Whitton Park,prent,"Woollett, William",1757
Koningin Victoria opent de Wereldtentoonstelling in het Crystal Palace in Londen,prent,"Last, Carel Christiaan Antony",1851
Zicht op de westvleugel van het Justitiepaleis te Rouen,prent,"Deroy, Isodore-Laurent",1834
Portret van H. Willehad van Denemarken,prent,"Matham, Jacob",1617
Landschap met figuur en paard en wagen,prent,"Bolt, Cornelis Jan",1833
Muilezeldrijvers bij een herberg,prent,"Cramer, Anthony Cornelis",1852
Venus en Adonis,prent,"Mesker, Jan",1867
Man warmt zich bij haard,prent,"Weissenbruch, Frederik Hendrik",1867
Pages historiques de toutes les Nations composées et lithographiées. 12 stuks,prent,"Adam, Victor",1811
Zicht op het Pantheon in Rome,prent,"Deroy, Isodore-Laurent",1838
Martinus Luther. Ovaal,prent,"Rullmann, Ludwig",1775
Portret van Andreas Hyperius,prent,"Boissard, Robert",1597
Portret van Christophorus Butkens,prent,"Harrewijn, Jacobus",1682
"Portret van Jan III, hertog van Brabant en Lotharingen",prent,"Waumans, Coenraet",1662
Portret van Frederik Willem Conrad,prent,"Hoffmeister, Johan Hendrik",1852
Portret van Georg Christoph Erlabeck,prent,"Windter, Johann Wilhelm",1762
Portret van Anton Raphael Mengs,prent,"Guttenberg, Heinrich",1780
Portret van Wilhelm Schadow,prent,"Keller, Joseph von",1831
Portret van Joseph Werner,prent,"Lips, Johann Heinrich",1805
Portret van Johann Heinrich Füssli,prent,"Pfenninger, Heinrich",1759
Portret van George Raphael Johann Donner,prent,"Schmutzer, Jakob Matthias",1743
H. Aichardus verdrijft duivelse wezens,prent,"Kilian, Bartholomäus (II)",1640
Portret van Kaspar Mundika,prent,"Fennitzer, Georg",1656
Portret van Jacobus Josephus Eeckhout,prent,"Eilbracht, Gerhardus Fredericus",1826
Portret van Dominique Vivant Denon,prent,anonymous,1830
Portret van schilder Gaspar de Crayer,prent,"Maurin, Nicolas Eustache",1827
E. Rauch,prent,"Eichens, Hermann",1823
Allegorie op het Oude en Nieuwe Testament met Mozes en Aäron,prent,"Blois, Abraham de",1651
Gezelschap rond een tafel onder een boom,prent,"Velijn, Philippus",1797
Portret van Rafaël,prent,"Bisi, Michele",1798
Portret van Adelheid van Anhalt-Bernburg-Schaumburg-Hoym,prent,"Bierweiler, Frederik Christiaan",1819
Portret van Antonio González Ruiz,prent,"Muntaner Moner, Francisco",1786
"Plattegrond van Deventer, veroverd door de bisschop van Munster in 1672",prent,"Bouttats, Gaspar",1672
Maria Clementina Sobieska in het kraambed,prent,"Schenk, Leonard",1727
Gezicht op de Noordelijke ingang tot Leeuwarden,prent,"Reijnders Sz., Isaac",1848
"Duikers bergen de lading van de bij Texel gestrande schoener Martha, 1848",prent,anonymous,1848
Portret van schilder Andrea Appiani,prent,"Guzzi, Giuseppe",1834
Feloek in een baai,prent,"Laan, Adolf van der",1694
Portret van Antonio Tempesta,prent,"Leoni, Ottavio Mario",1623
Huizen en toren,prent,"Huysmans, Constantinus Cornelis",1838
Berglandschap met meer,prent,"Calame, Alexandre",1852
Aus dem König-Ludwigs-Album,prent,"Seeberger, Gustav",1822
Portret van predikant G.J. Schacht,prent,"Evans, Sophia Wilhelmina",1782
Portret van Marcus Giöe,prent,"Yver, Pieter",1744
Ruiterportret van Adolf van Nassau,prent,"Kohler, Heinrich",1843
Portret van schilder en dichter Lorenzo Lippi,prent,"Zuccarelli, Francesco",1712
Portret van Wilhelmina van Pruisen,prent,"Condé, P.",1804
Portret van Eustache Le Sueur,prent,"Cochin, Charles Nicolas (I)",1731
Portret van Carolus Segaar,prent,"Brasser, Leendert",1775
Portret van Henricus Velsen,prent,"Coster, David",1740
Silhouetportret van  Herman Muntinghe,prent,"Fuchs, Carl Cristiaan",1808
Portret van Hendrik Bergh,prent,"Hulk, Abraham Jacobsz.",1785
Portret van Menno Simons,prent,"Lange, Johannes Philippus",1820
Gedenkteken voor Thomas Hoog,prent,"Nieuwhoff, Walraad",1829
Portret van Hermanus Johannes Krom,prent,"Sallieth, Mathias de",1789
Portret van Jean-Baptiste Greuze,prent,"Flameng, Léopold",1862
Portret van de predikant Willem van Brakel,prent,"Taurel, Edouard",1834
Portret van Petrus Haack,prent,"Vinkeles, Reinier (I)",1791
Portret van Pieter Coecke van Aelst,prent,"Hondius, Hendrick (I)",1610
Portret van Henri Chatelain,prent,"Gericke, Johann Ernst",1746
Grafmonument van Gerhard Heinrich van Senden in Zwolle,prent,"Hoffmann, Antoine Franciscus Cornelis",1832
Portret van Lambert Lombard,prent,"Hondius, Hendrick (I)",1610
Oorlogsschip met vier zeilen gehesen,prent,"Hollar, Wenceslaus",1627
"Portret van Elizabeth van Pallandt, gravin van Culemborg",prent,"Passe, Crispijn van de (I)",1574
H. Stanislaus Kostka,prent,"Wierix, Antonie (II)",1565
Portret van Ahmed Resmî Efendi,prent,"Leopold, Johann Christian",1764
Zes staande apostelen (?),prent,"Bisschop, Jan de",1668
Zeven jachtvoorstellingen,prent,anonymous,1718
Schoolklas met apen,prent,"Schenk, Leonard",1720
Heilige familie,prent,anonymous,1675
"Portretten van Desiderius Erasmus, Hans Holbein de Oude en Jan Mandijn",prent,"Admiral, Jan l'",1764
Portret van Johan van der Does,prent,"Houbraken, Jacob",1790
Zicht op de façade van de kathedraal in Bourges,prent,"Asselineau, Léon Auguste",1856
Zicht op het Palais de la Bourse in Lyon,prent,"Deroy, Isodore-Laurent",1861
Portret van Leonardo da Vinci,prent,"Fargue van Nieuwland, Isaac Lodewijk la",1752
Boerin met een emmer,prent,"Bloemaert, Frederick",1679
Titelprent voor 'De rerum inventoribus' van Polydorus Vergilius en Alessandro Sardi,prent,"Hooghe, Romeyn de",1671
Man trekt zijn zwaard om zelfmoord te plegen,prent,"Meer, Noach van der (II)",1777
Dapper besluit,prent,"Meer, Noach van der (II)",1777
"Vrouwen en kinderen zien toe hoe Civilis slag levert met de Romeinen, 69-70",prent,"Mulder, Joseph",1684
Proportiestudie van het lichaam van een vrouw,prent,"Punt, Jan",1747
Venus en Cupido,prent,anonymous,1671
"Vrouw en moeder van Montigny smeken bij Anna van Oostenrijk om voorspraak bij Filips II, 1570",prent,"Vinkeles, Reinier (I)",1790
Melkmeisje,prent,"Vinkeles, Reinier (I)",1792
Landschap met rustende herders en ossen,prent,"Parboni, Achille",1800
Jongenshoofd,prent,Petit (graveur),1784
Portret van adellijk gezelschap waaronder Pierre Le Baud,prent,"Sornique, Dominique",1729
Gezicht op de Giant's Causeway in Noord-Ierland,prent,"Prattent, Thomas",1790
Buste van een jongeman met pet,prent,anonymous,1807
Huiselijk tafereel,prent,"Pletsch, H.",1800
Man met bierpul,prent,"Bemme, Joannes",1809
Portret van de kunstenaar Cornelis Cort,prent,"Veen, Gijsbert van",1578
"Portretten van Johannes Calvijn, Martin Luther en Philipp Melanchton",prent,"Guimpel, Friedrich",1817
Portret van Caesar van Vendôme,prent,anonymous,1610
Grafmonument voor keizer Septimius Severus,prent,anonymous,1675
Portret van de schilder Lambert Lombard,prent,"Wierix, Johannes",1572
Portret van Jan van Eyck,prent,"Boulonois, Edme de",1682
Portret van Claude Perrault,prent,"Forestier, Charles Aimé",1818
Portret van Rembrandt van Rijn,prent,"Mariette, Pierre Jean",1704
Portret van Johann Joachim Winckelmann,prent,Vivien,1805
Portret van kunstenaar Wenzel Lorenz Reiner,prent,"Balzer, Jan",1746
Portret van Georg Schweigger,prent,"Bock, Christoph Wilhelm",1813
Portret van paus Pius VI,prent,"Agar, John Samuel",1800
Portret van Pius VI,prent,"Gränicher, Samuel",1782
Portret van Maria II Stuart,prent,anonymous,1688
Portret van Nicolas de Largillière,prent,"Kilian, Georg Christoph",1746
Portret van keizer Karel V,prent,"Ruelles, Jean François de",1651
Portret van keizer Jozef II,prent,anonymous,1750
Portret van Frans I Stefan,prent,"Petit, Gille Edme",1704
Portret van Maria Theresia,prent,"Engelbrecht, Martin",1745
"Portret van Willem II, koning der Nederlanden",prent,anonymous,1810
Portret van Anna van Tirol,prent,"Merian, Matthäus (I)",1603
"Portret van Wilhelmina, koningin der Nederlanden",prent,"Rinke, Jan",1887
"Maria Anna Carolina, gemalin Frans I",prent,"Kriehuber, Josef",1810
Portret van Martin Luther,prent,"Boecklin, Johann Christoph",1697
"Wachthuis de Nachtegaal te Tilburg, 1830-1831",prent,"Vos, Joannes Willem",1831
Portret van Balthasar Blecchius,prent,"Mentzel, Johann Georg",1687
"Gezicht op de Porta del Popolo, te Rome",prent,anonymous,1705
Portret van Stephan Engelbrunner,prent,Monogrammist NR (graveur),1600
Portret van Karl von Biorn Bonde,prent,"Schenk, Pieter (I)",1670
Portret van Anna van Hannover,prent,anonymous,1734
"Brandstichting op Terschelling en het Vlie door de Engelsen, 1666",prent,"Bouttats, Gaspar",1666
Portret van H. Filippus Neri,prent,"Lochom, Michel van",1611
"Rijzende zon over Europa, 1809",prent,"Rowlandson, Thomas",1809
Vrouw uit Hindeloopen,prent,unknown,1849
Haven van Dieppe,prent,"Le Gouaz, Yves Marie",1776
Portret van Susanna Sophia op haar doodsbed,prent,"Elink Sterk, Isaac Cornelis",1833
Portret van Don Antonio Pimentel de Prado,prent,"Meyssens, Cornelis",1650
"Vaderlands Historiespel, 1816",prent,"Bendorp, Johannes Christiaan",1816
Zicht op het Palazzo Doria in Genua,prent,"Bichebois, Louis Pierre Alphonse",1837
Portret van Conrad Pellican,prent,"Frisius, Simon",1610
Portret van Johann Heinrich Pestalozzi,prent,"Forssell, Christian",1814
Gezicht op het Forum Romanum,prent,anonymous,1704
Silhouet portret van een onbekende man,prent,"Ernsting, Daniel Albert",1760
Portret van Isaak Iselin,prent,"Hübner, Bartholomäus",1785
Portret van Niklaus Rudolf von Wattenwyl,prent,"Lips, Johann Heinrich",1768
Portret van Johannes Keller,prent,"Meyer, Conrad",1675
Portret van Rudolf Brun,prent,"Meyer, Johannes (II)",1696
Portret van Charles Louis Simonneau,prent,"Dupin, Pierre",1700
Portret van Johann Konrad Pfenninger,prent,"Schellenberg, Johann Rudolph",1784
Vrolijk gezelschap aan een venster,prent,"Koedijck, Dirk",1732
Portret van Johann Konrad Wirz op 60-jarige leeftijd,prent,"Preissler, Valentin Daniel",1749
Portret van Maria II Stuart,prent,"Later, Jan de",1688
"Ingang van Artis, Amsterdam",prent,"Taurel, Edouard",1838
Gezicht op de Kamperpoort in Zwolle,prent,"Hoffmann, Antoine Franciscus Cornelis",1832
Gezicht op de Kathedraal van Saint-Denis,prent,"Couché, François Louis",1818
Amor op hertenjacht,prent,"Vianen, Jan van",1686
Minerva leidt een weverij,prent,"Picart, Bernard",1717
Portret van acteur Willem van Zuylen,prent,"Holswilder, Jan",1885
Paar in een bos,prent,"Velijn, Philippus",1823
Triomf van Gouverneur Starrenburg,prent,"Bouttats, Gaspar",1683
"Portret van Maximiliaan, graaf van Trautmanstorff",prent,"Jode, Pieter de (II)",1628
Portret van Dominicus Jauna,prent,"Tanjé, Pieter",1747
Portret van Friederich Arnaud hertog van Schomberg,prent,"Queverdo, Louis Marie Yves",1838
Portret van Johann Czernovicz von Liebenstein,prent,"Balzer, Jan",1746
Het gehoor,prent,"Pickaert, Pieter",1680
Portret van Mutius Clementi,prent,"Devrient, Wilhelm",1818
Portret van Joseph Retzer,prent,"Keller, Jean",1799
Portret van Franz Xaver Reichardt,prent,"Kotterba, Carl",1857
Jonge vrouw met breiwerk,prent,"Kaiser, Johann Wilhelm (I)",1860
Maagd van Orleans,prent,"Steelink, Willem (I)",1870
Portret van Auguste Marie Henri Picot marquis de Dampierre,prent,"Claessens, Lambertus Antonius",1792
Portret van de Engelse staatsman Charles James Fox,prent,"Portman, Ludwig Gottlieb",1787
Portret van Isaac Sweers,prent,"Vrijdag, Daniël",1783
Portret van Robert Streater,prent,"Bannerman, Alexander",1763
Portret van Heinrich Meene op 35-jarige leeftijd,prent,"Fritzsch, Christian",1743
Vignet met de personificatie van Gierigheid,prent,"Folkema, Jacob",1723
Kerkvader Tertullianus van Carthago,prent,"Luyken, Jan",1698
In memoriam tekst bij overlijden van Feitama,prent,"Elvervelt, Henrik van",1710
"Gezigten in de Geerte-kerk te Utrecht, tijdens het verblijf aldaar der Veenendalers, gedurende den Watersnood in Maart en April 1855",prent,anonymous,1855
Portret van Ferdinand Joseph von Leber,prent,"Mansfeld, Johann Ernst",1749
Portret van Franz Leopold von Nádasdy,prent,"Nilson, Johann Esaias",1731
"Portret van Eugen, Reichsgraf von Inzaghi",prent,"Sondermayr, Simon Thaddäus",1727
Portret van János Kéry,prent,"Widemann, Elias",1647
Portret van Casparus Szuniogh de Jessenitze,prent,"Widemann, Elias",1650
Therese Erzherzogin von Osterreich,prent,"Brandt, Cäcilie",1820
Ad. Th. Haase,prent,"Kriehuber, Josef",1810
Schmerling,prent,"Winterwerb, Philipp",1837
Trofeeën met attributen behorend bij smeedkunst,prent,"Berthault, Pierre Gabriel",1772
Kandelaar met vrouwelijke halffiguren,prent,"Forty, Jean François",1775
Plattegrond van begane grond,prent,"Lespilliez, Carl Albert von",1745
"Guirlande, trofeeën en vaas met bloemen",prent,anonymous,1746
Landschap met gezicht op Corbeil,prent,"Flamen, Albert",1648
Kleine jongen doet alsof hij Napoleon is,prent,"Charlet, Nicolas Toussaint",1832
Gedenkplaat bij 50 jaar onafhankelijkheid van het Koninkrijk der Nederlanden in 1863,prent,"Bos, Jan",1863
Schilderles,prent,"Charlet, Nicolas Toussaint",1835
Inwoners van het regenwoud van Tijuca bij de Taunay-waterval in Brazilië,prent,"Arago, Jacques Etienne Victor",1821
Portret van Ferdinand IV,prent,"Kilian, Philipp",1638
"Portret van Karl Ludwig, aartshertog van Oostenrijk",prent,"Haid, Johann Elias",1781
Portret van paus Alexander VII,prent,anonymous,1634
Portret van paus Innocentius XI,prent,"Voet, Alexander (II)",1676
Portret van Pius VII,prent,"Bosselman, A.",1825
Portret van Luthers predikant Johan van Batteveld,prent,"Delff, Willem Jacobsz.",1635
Portret van Hippocrates van Kos,prent,"Philippe, Pieter",1635
Portret van Isaac Habert,prent,"Lasne, Michel",1646
Portret van Andreas Morell,prent,"Füssli, Rudolf (der Jüngste)",1756
Portret van predikant Jacobus Elisa Johannes Capitein,prent,"Schild, N.M.",1830
"Geboorte van Henri d'Artois, 1820",prent,anonymous,1820
Atropos,prent,anonymous,1680
"Landschappen, stadsgezichten. 35 stuks",prent,"Lauters, Paulus",1816
Interieur van een tinnegieter,prent,"Albracht, Willem",1871
Runderen in een weiland,prent,"Arendzen, Petrus Johannes",1884
Gezicht in Holland. uit een reeks van tien prenten,prent,"Fourmois, Théodore",1824
Landschap met een groep exotische bomen en planten,prent,"Philips, Jan Caspar",1731
Prentverkoper,prent,"Somer, Jan van",1675
Paard,prent,"Adam, Georg",1750
Gezicht in Spa en zijn omstreken,prent,"Fourmois, Théodore",1824
"Schetsjes aan het strand, door Isabey en C. Mozin",prent,"Mozin, Charles Louis",1816
Kinderen en leraar in leslokaal,prent,"Forest, Eugène Hippolyte",1834
Embleem met allegorie op tijd,prent,"Bleyswijck, François van",1681
Allegorie met Zeeland,prent,"Hooghe, Romeyn de",1704
Portret van Paul Bril,prent,"Baes, Edgar Alfred",1847
"Portret van Karel VII, Rooms-Duits keizer",prent,"Bernigeroth, Johann Martin",1742
Gezicht in een oude gang,prent,"Barber, W.F.",1850
Portret van marineofficier Aert Jansz. van Nes,prent,"Bendorp, Johannes Christiaan",1805
Boerenwoning met rokende schoorsteen,prent,"Berthier, H.",1870
Watermolen van Sint-Pieters-Leeuw,prent,"Biseau, Aristide de",1854
Hoge bomen aan een meer,prent,"Biseau, Aristide de",1854
Breiende vrouw met aan haar voeten kittens die met de wol spelen,prent,"Boom, Charles",1888
Man met hellebaard,prent,"Boulenger, Herman",1881
Vrouw aan het werk in de keuken,prent,"Braekeleer, Henri de",1861
Ex libris van Alfred E. Cohn,prent,"Boland, Johannes Arnoldus",1909
Koe aan de rand van het water,prent,"Brunin, Léon",1883
Dood van Cleopatra,prent,"Massijs, Cornelis",1550
Portret van abt Johann von Henneberg,prent,"Brosamer, Hans",1541
Meisje voor een schildersezel tekent een stoomtrein,prent,"Cap, Constant Aimé Marie",1886
Heuvellandschap met een meer,prent,"Cock, César de",1833
Trekpaard voor een kar op het strand,prent,"Collard, Jean",1897
Rustende reiziger,prent,"Cornet, Jacobus Ludovicus",1851
Marketentster,prent,"Crabeels, Florent Nicolas",1839
Klein meisje zittend op stoel,prent,"Dake, Carel Lodewijk",1867
Auguste Danse aan de schildersezel,prent,"Danse, Louise",1882
Gezicht op de Rozenhoedkaai in Brugge,prent,"Danse, Louise",1880
Hoofd van Johannes de Doper op een schaal,prent,"Danse, Marie",1887
Gezicht op de Hirschsprung in het Höllenthal,prent,"Poppel, Johann Gabriel Friedrich",1817
Zelfportret op zestienjarige leeftijd,prent,"Danse, Auguste",1839
Medaille met portret van Erasmus uit 1519,prent,"Danse, Auguste",1881
"Portret van een onbekende man, Letellier",prent,"Danse, Auguste",1883
Portret van een onbekende man genaamd Raymaekers,prent,"Danse, Auguste",1883
Portret van een onbekende jonge vrouw met lint in het haar,prent,"Danse, Auguste",1878
Schelpenvissers met netten in de branding,prent,"Danse, Auguste",1893
Portret van een onbekende jonge vrouw,prent,"Danse, Auguste",1895
Afscheid van de dienstplichtigen,prent,"Danse, Auguste",1881
Jagers in het bos van Fontainebleau,prent,"Danse, Auguste",1897
Portret van een onbekende kardinaal,prent,"Dillens, Albert",1854
Gezicht op de Porte du Rivage,prent,"Dolez, Léon",1875
Portret van Victor Lagye,prent,"Dupon, Josué",1892
De dood van Tiddo Winnenga,prent,"Dijck, Jacobus van",1853
Pygmalion wordt in een droom door Venus bezocht,prent,"Ghendt, Emmanuel Jean Nepomucene de",1748
Maïs,prent,"Legrand, Pierre François",1799
Portret van Nicolaus Biesius,prent,"Borcht, Pieter van der (I)",1574
Portret van Girolamo Mercuriale,prent,"Bry, Johann Theodor de",1597
"Portret van Vincenzo I Gonzaga, hertog van Mantua en Montferrat",prent,"Cornelisz., Lambert",1593
Portret van Gian Battista Gelli,prent,"Galle, Philips",1572
Portret van Tommaso Francesco van Savoye,prent,"Jode, Pieter de (II)",1628
Portret van Henricus Corvinus,prent,"Valdor, Johannes (II)",1626
Portret van Atahualpa,prent,"David, Jerôme",1615
Portret van Baccio Valori il Giovane,prent,"Allegrini, Francesco",1766
Portret van Stefano Antonio Morcelli,prent,"Becceni, Pietro",1765
Portret van kardinaal Marco Antonio Franciotti,prent,"Bonacina, Giovanni Battista",1666
"Slag bij Steenkerke, 1692",prent,anonymous,1692
Portret van wiskundige Clelia Grillo Borromeo,prent,"Re, Marc Antonio dal",1707
Portret van wetenschapper Simone Stratico,prent,"Garavaglia, Giovita",1800
