Fighter_Id,Full Name,Nickname,Ht.,Wt.,Stance,W,L,D,Belt,Round,KD,STR,TD,SUB,Ctrl,Sig. Str. %,Head_%,Body_%,Leg_%,Distance_%,Clinch_%,Ground_%,Sub. Att,Rev.,Weight_Class,Gender,Fighting Style
Carlton 'Clutch' Minus,Carlton Minus,Clutch,5.1,170.0,Orthodox,10,3,0,False,3.0,0.5,73.0,1.0,0.5,0.0,0.38,0.32,0.66,0.93,0.38,0.25,0.0,0.0,0.0,Welterweight,Male,Hybrid
Stipe 'No Nickname' Miocic,Stipe Miocic,No Nickname,6.4,240.0,Orthodox,20,5,0,False,2.58,0.42,51.89,1.11,0.0,180.84,0.55,0.48,0.7,0.79,0.5,0.53,0.66,0.0,0.0,Heavyweight,Male,Striker
Frank 'No Nickname' Mir,Frank Mir,No Nickname,6.3,264.0,Southpaw,18,11,0,False,1.59,0.37,18.04,0.74,0.74,87.07,0.48,0.29,0.54,0.55,0.35,0.43,0.31,0.78,0.04,Heavyweight,Male,Hybrid
Mario 'No Nickname' Miranda,Mario Miranda,No Nickname,6.3,185.0,Orthodox,14,7,0,False,2.25,0.25,22.75,2.5,0.0,158.0,0.58,0.5,0.62,0.89,0.46,0.54,0.51,0.0,0.5,Middleweight,Male,Striker
Vitor 'Lex Luthor' Miranda,Vitor Miranda,Lex Luthor,6.1,185.0,Orthodox,12,5,0,False,2.43,0.0,40.0,1.57,0.14,93.0,0.5,0.4,0.46,0.76,0.41,0.78,0.4,0.14,0.14,Middleweight,Male,Striker
Gabriel 'Fly' Miranda,Gabriel Miranda,Fly,5.11,145.0,Orthodox,17,8,0,False,1.5,0.0,12.5,1.0,0.25,51.0,0.42,0.29,0.62,0.38,0.4,0.54,0.0,0.5,0.0,Featherweight,Male,Hybrid
Dokonjonosuke 'No Nickname' Mishima,Dokonjonosuke Mishima,No Nickname,5.7,155.0,Southpaw,21,7,2,False,2.0,0.0,3.5,1.0,1.0,100.0,0.18,0.06,0.62,0.25,0.06,0.2,0.26,1.0,0.0,Lightweight,Male,No Clear Style
David 'Daudi' Mitchell,David Mitchell,Daudi,6.0,170.0,Orthodox,22,7,0,False,2.8,0.0,21.4,0.6,1.4,92.0,0.38,0.3,0.69,0.27,0.26,0.45,0.68,1.8,0.2,Welterweight,Male,Wrestler
Danny 'The Cheesecake Assassin' Mitchell,Danny Mitchell,The Cheesecake Assassin,6.2,170.0,Orthodox,19,9,1,False,3.0,0.0,38.0,0.0,3.0,199.0,0.5,0.36,0.84,0.76,0.42,0.92,0.25,3.0,0.0,Welterweight,Male,Wrestler
Bryce 'Thug Nasty' Mitchell,Bryce Mitchell,Thug Nasty,5.1,135.0,Southpaw,18,4,0,False,2.5,0.17,25.42,2.0,1.17,364.75,0.58,0.5,0.65,0.61,0.47,0.38,0.5,0.92,0.17,Bantamweight,Male,Wrestler
Terrence 'No Nickname' Mitchell,Terrence Mitchell,No Nickname,5.1,135.0,Orthodox,14,4,0,False,1.0,0.0,4.5,0.5,0.0,33.0,0.36,0.36,0.5,0.0,0.16,0.34,0.5,0.0,0.0,Bantamweight,Male,No Clear Style
Roman 'No Nickname' Mitichyan,Roman Mitichyan,No Nickname,5.1,170.0,Orthodox,8,3,0,False,1.5,0.0,1.0,0.5,0.5,24.0,0.16,0.0,0.0,0.34,0.1,0.0,0.0,0.5,0.5,Welterweight,Male,No Clear Style
Matt 'No Nickname' Mitrione,Matt Mitrione,No Nickname,6.3,265.0,Switch,12,5,0,False,1.64,0.36,17.71,0.29,0.0,27.57,0.53,0.47,0.53,0.74,0.47,0.45,0.42,0.29,0.0,Heavyweight,Male,Hybrid
Eiji 'No Nickname' Mitsuoka,Eiji Mitsuoka,No Nickname,5.7,145.0,Southpaw,18,9,2,False,1.5,0.5,18.5,0.5,0.5,47.0,0.49,0.46,0.5,0.5,0.5,0.0,0.5,0.5,0.0,Featherweight,Male,Hybrid
Patchy 'No Love' Mix,Patchy Mix,No Love,5.11,135.0,Southpaw,20,2,0,False,3.0,0.0,84.0,0.0,1.5,230.5,0.52,0.46,0.66,0.92,0.5,0.82,0.35,0.0,0.0,Bantamweight,Male,Striker
Takeya 'No Nickname' Mizugaki,Takeya Mizugaki,No Nickname,5.7,135.0,Orthodox,21,11,2,False,2.5,0.21,45.79,1.21,0.14,184.07,0.38,0.33,0.58,0.62,0.33,0.42,0.29,0.07,0.0,Bantamweight,Male,Hybrid
Roxanne 'The Happy Warrior' Modafferi,Roxanne Modafferi,The Happy Warrior,5.7,125.0,Orthodox,25,21,0,False,3.08,0.17,77.33,2.17,0.25,247.92,0.3,0.28,0.56,0.7,0.27,0.56,0.34,0.08,0.33,Women's Flyweight,Female,Wrestler
Bobby 'The Wolfman' Moffett,Bobby Moffett,The Wolfman,5.1,145.0,Orthodox,13,5,0,False,2.67,0.0,39.67,2.0,1.0,153.33,0.31,0.24,0.55,0.89,0.31,0.55,0.33,1.0,0.33,Featherweight,Male,Wrestler
Nate 'No Nickname' Mohr,Nate Mohr,No Nickname,5.9,155.0,Orthodox,9,7,0,False,2.0,0.0,31.5,0.25,0.0,30.25,0.51,0.45,0.57,0.45,0.42,0.67,0.48,0.0,0.0,Lightweight,Male,Hybrid
Renato 'No Nickname' Moicano,Renato Moicano,No Nickname,5.11,155.0,Orthodox,20,7,1,False,2.16,0.21,38.63,0.63,0.11,119.74,0.46,0.41,0.55,0.7,0.41,0.45,0.4,0.32,0.05,Lightweight,Male,Striker
Thiago 'No Nickname' Moises,Thiago Moises,No Nickname,5.9,155.0,Orthodox,19,9,0,False,2.47,0.2,34.6,1.07,0.67,148.33,0.46,0.36,0.52,0.83,0.41,0.43,0.33,0.87,0.07,Lightweight,Male,Striker
Muhammad 'The Punisher' Mokaev,Muhammad Mokaev,The Punisher,5.7,125.0,Orthodox,13,0,0,False,2.71,0.14,20.14,3.71,0.86,390.29,0.47,0.36,0.64,0.46,0.42,0.5,0.71,0.71,0.0,Flyweight,Male,Wrestler
Ashkan 'The Assassin' Mokhtarian,Ashkan Mokhtarian,The Assassin,5.6,125.0,Southpaw,13,3,0,False,3.0,0.0,27.0,0.5,0.0,75.0,0.46,0.23,0.8,0.86,0.44,0.5,0.5,0.0,0.0,Flyweight,Male,Hybrid
Suman 'No Nickname' Mokhtarian,Suman Mokhtarian,No Nickname,5.8,145.0,Orthodox,8,5,0,False,2.0,0.0,28.0,0.0,0.0,31.5,0.48,0.25,0.71,0.92,0.41,0.84,0.5,0.0,0.0,Featherweight,Male,Hybrid
Jeff 'El Jefe' Molina,Jeff Molina,El Jefe,5.6,125.0,Orthodox,11,2,0,False,2.67,0.33,73.0,1.0,0.0,87.67,0.55,0.52,0.89,0.85,0.52,0.57,0.93,0.0,0.0,Flyweight,Male,Striker
Rudyard 'No Nickname' Moncayo,Rudyard Moncayo,No Nickname,5.1,195.0,Orthodox,0,3,0,False,1.0,0.0,0.0,0.0,0.0,123.13869442198869,0.44064717348927873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Open Weight,Male,No Clear Style
Jeff 'The Snowman' Monson,Jeff Monson,The Snowman,5.9,247.0,Orthodox,60,26,1,False,2.57,0.14,16.57,1.14,0.43,234.57,0.47,0.37,0.87,0.68,0.15,0.56,0.49,0.43,0.43,Heavyweight,Male,Wrestler
Darrell 'Mongoose' Montague,Darrell Montague,Mongoose,5.6,125.0,Southpaw,13,5,0,False,1.67,0.33,18.33,0.33,0.67,19.0,0.27,0.14,0.43,0.77,0.28,0.11,0.0,0.67,0.0,Flyweight,Male,No Clear Style
Michelle 'The Wild One' Montague,Michelle Montague,The Wild One,5.9,135.0,Southpaw,6,0,0,False,3.0,0.0,41.0,5.0,0.0,643.0,0.46,0.44,0.67,0.5,0.33,1.0,0.55,0.0,0.0,Women's Bantamweight,Female,Striker
Augusto 'Dodger' Montano,Augusto Montano,Dodger,6.1,170.0,Orthodox,15,3,0,False,2.33,0.0,37.67,2.33,0.0,29.0,0.46,0.3,0.64,0.71,0.34,0.44,0.19,0.0,0.0,Welterweight,Male,Hybrid
Erick 'Perry' Montano,Erick Montano,Perry,6.0,170.0,Orthodox,7,5,0,False,2.33,0.0,25.33,1.0,0.33,158.33,0.45,0.41,0.23,0.76,0.4,0.43,0.56,0.0,0.33,Welterweight,Male,Hybrid
Nicco 'No Nickname' Montano,Nicco Montano,No Nickname,5.5,135.0,Southpaw,5,3,0,False,4.0,0.0,112.0,3.0,0.5,371.0,0.44,0.3,0.78,0.88,0.42,0.56,0.74,0.5,0.5,Women's Flyweight,Female,Striker
Steve 'The Creepy Weasel' Montgomery,Steve Montgomery,The Creepy Weasel,6.4,185.0,Southpaw,9,5,0,False,2.0,0.5,43.5,0.0,0.0,1.0,0.36,0.29,0.93,0.38,0.32,0.57,0.34,0.0,0.0,Welterweight,Male,Hybrid
James 'Moon Walker' Moontasri,James Moontasri,Moon Walker,5.1,170.0,Switch,9,5,0,False,2.17,0.33,34.5,0.0,0.17,93.17,0.47,0.34,0.65,0.8,0.44,0.44,0.22,0.17,0.0,Welterweight,Male,Hybrid
Homer 'The Rock' Moore,Homer Moore,The Rock,5.1,205.0,Orthodox,26,9,2,False,2.0,0.0,4.0,2.0,0.0,273.0,0.5,0.5,0.0,0.0,0.67,0.0,0.4,0.0,0.0,Light Heavyweight,Male,Wrestler
Sergio 'The Panther' Moraes,Sergio Moraes,The Panther,6.0,170.0,Orthodox,14,6,1,False,2.64,0.29,35.57,1.0,0.36,128.07,0.45,0.41,0.57,0.73,0.38,0.17,0.41,0.36,0.0,Welterweight,Male,Hybrid
Marlon 'Magic' Moraes,Marlon Moraes,Magic,5.6,135.0,Orthodox,23,10,1,False,1.91,0.55,33.0,0.64,0.0,33.0,0.48,0.44,0.43,0.53,0.47,0.23,0.43,0.18,0.0,Bantamweight,Male,Hybrid
Sheymon 'No Nickname' Moraes,Sheymon Moraes,No Nickname,5.8,145.0,Orthodox,11,4,0,False,2.6,0.0,37.0,0.2,0.4,37.4,0.45,0.29,0.65,0.84,0.42,0.45,0.27,0.0,0.0,Featherweight,Male,Hybrid
John 'No Nickname' Moraga,John Moraga,No Nickname,5.6,125.0,Orthodox,19,7,0,False,2.64,0.29,32.29,1.21,0.71,104.71,0.44,0.34,0.57,0.81,0.36,0.55,0.64,0.86,0.21,Flyweight,Male,Wrestler
Leonardo 'Chimy' Morales,Leonardo Morales,Chimy,5.8,135.0,Southpaw,6,2,0,False,2.0,0.0,18.0,0.0,0.0,68.5,0.6,0.15,0.86,0.84,0.58,0.4,0.34,0.0,0.0,Bantamweight,Male,Hybrid
Albert 'The Warrior' Morales,Albert Morales,The Warrior,5.9,135.0,Orthodox,7,4,1,False,2.67,0.17,45.17,0.5,0.67,122.0,0.33,0.26,0.78,0.78,0.31,0.23,0.47,0.0,0.17,Bantamweight,Male,Hybrid
Joseph 'Bopo' Morales,Joseph Morales,Bopo,5.6,125.0,Switch,14,2,0,False,2.0,0.25,16.25,1.75,0.25,82.5,0.41,0.34,0.53,0.62,0.32,0.38,0.55,1.75,0.0,Flyweight,Male,Wrestler
Vince 'Vandetta' Morales,Vince Morales,Vandetta,5.7,135.0,Orthodox,16,10,0,False,2.73,0.09,41.64,0.82,0.27,54.18,0.38,0.32,0.65,0.61,0.37,0.49,0.37,0.45,0.27,Bantamweight,Male,Hybrid
Omar 'Venezuelan Fighter' Morales,Omar Morales,Venezuelan Fighter,5.11,155.0,Orthodox,11,4,0,False,2.71,0.29,35.86,0.14,0.0,76.71,0.4,0.33,0.62,0.92,0.38,0.43,0.37,0.0,0.43,Lightweight,Male,Hybrid
Michael 'No Nickname' Morales,Michael Morales,No Nickname,6.0,170.0,Orthodox,18,0,0,False,2.0,0.5,39.83,0.17,0.0,32.83,0.57,0.55,0.35,0.8,0.54,0.42,0.55,0.0,0.17,Welterweight,Male,Striker
Sarah 'Cheesecake' Moras,Sarah Moras,Cheesecake,5.7,135.0,Orthodox,6,8,0,False,2.67,0.22,33.22,0.67,0.44,133.67,0.43,0.37,0.39,0.68,0.34,0.35,0.48,0.67,0.22,Women's Bantamweight,Female,Hybrid
