Fighter_Id,Full Name,Nickname,Ht.,Wt.,Stance,W,L,D,Belt,Round,KD,STR,TD,SUB,Ctrl,Sig. Str. %,Head_%,Body_%,Leg_%,Distance_%,Clinch_%,Ground_%,Sub. Att,Rev.,Weight_Class,Gender,Fighting Style
David 'The Crow' Loiseau,David Loiseau,The Crow,6.0,185.0,Orthodox,23,11,0,False,2.44,0.44,22.89,0.67,0.11,96.33,0.44,0.4,0.56,0.3,0.34,0.63,0.41,0.11,0.22,Middleweight,Male,Hybrid
Hector 'No Nickname' Lombard,Hector Lombard,No Nickname,5.9,185.0,Southpaw,34,10,1,False,2.42,0.42,41.0,0.58,0.42,141.58,0.5,0.44,0.6,0.57,0.44,0.65,0.57,0.17,0.0,Middleweight,Male,Striker
Loma 'No Nickname' Lookboonmee,Loma Lookboonmee,No Nickname,5.1,115.0,Orthodox,10,3,0,False,2.9,0.0,50.4,2.2,0.7,126.1,0.54,0.42,0.66,0.81,0.47,0.79,0.32,0.1,0.1,Women's Strawweight,Female,Striker
Ange 'The Last Ninja' Loosa,Ange Loosa,The Last Ninja,5.1,170.0,Orthodox,10,5,0,False,2.83,0.17,68.83,2.17,0.0,204.83,0.48,0.36,0.7,0.88,0.44,0.68,0.52,0.0,0.0,Welterweight,Male,Striker
Dileno 'No Nickname' Lopes,Dileno Lopes,No Nickname,5.5,135.0,Orthodox,19,3,0,False,3.0,0.0,35.5,2.5,1.5,236.0,0.35,0.3,0.48,0.38,0.3,0.63,0.25,1.5,0.0,Bantamweight,Male,Wrestler
Diego 'No Nickname' Lopes,Diego Lopes,No Nickname,5.11,145.0,Orthodox,27,7,0,False,2.38,0.38,36.75,0.38,0.88,81.62,0.49,0.46,0.68,0.63,0.43,0.64,0.7,1.0,0.12,Featherweight,Male,Striker
Bruno 'Brunao' Lopes,Bruno Lopes,Brunao,6.2,205.0,Orthodox,14,2,0,False,2.0,0.0,17.0,0.0,0.0,279.5,0.4,0.34,0.64,0.28,0.25,0.68,0.3,0.0,0.0,Light Heavyweight,Male,Hybrid
Steve 'No Nickname' Lopez,Steve Lopez,No Nickname,5.11,155.0,Orthodox,13,6,1,False,2.5,0.0,16.0,2.5,0.0,0.0,0.22,0.11,0.44,0.39,0.22,0.0,0.2,0.0,0.0,Lightweight,Male,No Clear Style
Jorge 'No Nickname' Lopez,Jorge Lopez,No Nickname,5.1,170.0,Orthodox,11,5,0,False,3.0,0.0,37.0,3.5,0.0,452.5,0.59,0.52,0.84,1.0,0.4,0.8,0.98,0.0,0.5,Welterweight,Male,Striker
Matthew 'No Nickname' Lopez,Matthew Lopez,No Nickname,5.7,135.0,Southpaw,10,4,0,False,2.5,0.17,34.67,1.17,0.67,171.67,0.53,0.44,0.7,0.74,0.45,0.42,0.66,1.0,0.33,Bantamweight,Male,Striker
Benito 'Golden Boy' Lopez,Benito Lopez,Golden Boy,5.1,135.0,Switch,10,2,0,False,2.0,0.0,39.0,0.25,0.25,28.0,0.52,0.32,0.46,0.86,0.44,0.35,0.25,0.25,0.0,Bantamweight,Male,Hybrid
Gustavo 'No Nickname' Lopez,Gustavo Lopez,No Nickname,5.5,135.0,Orthodox,12,6,1,False,2.5,0.0,26.75,1.25,0.5,47.75,0.42,0.33,0.78,0.56,0.4,0.33,0.34,0.5,0.0,Bantamweight,Male,Hybrid
Brendan 'No Nickname' Loughnane,Brendan Loughnane,No Nickname,5.1,145.0,Switch,17,3,0,False,3.0,0.0,54.0,1.0,0.0,114.0,0.63,0.47,0.92,0.93,0.61,0.8,0.0,0.0,0.0,Lightweight,Male,Striker
Nate 'No Nickname' Loughran,Nate Loughran,No Nickname,6.2,185.0,Orthodox,11,2,0,False,1.5,0.0,13.0,0.0,1.0,0.0,0.36,0.1,0.32,0.79,0.36,0.25,0.0,1.0,0.0,Middleweight,Male,No Clear Style
Caolan 'The Don' Loughran,Caolan Loughran,The Don,5.6,135.0,Orthodox,10,2,0,False,3.0,0.0,65.25,1.0,0.0,283.25,0.4,0.34,0.58,0.7,0.38,0.64,0.67,0.0,0.0,Bantamweight,Male,Striker
Ian 'The Barn Owl' Loveland,Ian Loveland,The Barn Owl,5.8,145.0,Orthodox,18,10,0,False,3.0,0.67,40.67,1.0,0.33,183.0,0.4,0.36,0.77,0.5,0.38,0.57,0.54,0.33,0.33,Featherweight,Male,Striker
Waylon 'No Nickname' Lowe,Waylon Lowe,No Nickname,5.7,145.0,Southpaw,16,7,0,False,2.5,0.0,22.5,1.25,0.25,336.75,0.46,0.45,0.62,0.0,0.4,0.42,0.55,0.25,0.0,Lightweight,Male,Wrestler
Robert 'No Nickname' Lucarelli,Robert Lucarelli,No Nickname,6.2,245.0,Orthodox,0,1,0,False,1.0,0.0,2.0,1.0,1.0,99.06,0.33,0.5,0.0,0.33,0.33,0.0,0.0,1.0,0.0,Open Weight,Male,No Clear Style
Matt 'Luke Duke' Lucas,Matt Lucas,Luke Duke,6.1,205.0,Orthodox,15,3,0,False,3.0,0.0,19.0,1.0,0.0,410.0,0.48,0.49,0.0,0.0,0.41,1.0,1.0,0.0,0.0,Light Heavyweight,Male,Striker
Stephanie 'Rondinha' Luciano,Stephanie Luciano,Rondinha,5.6,115.0,Orthodox,6,2,1,False,3.0,0.33,69.33,2.0,0.67,106.0,0.4,0.3,0.64,0.77,0.39,0.71,0.52,0.33,0.0,Women's Strawweight,Female,Striker
Iasmin 'No Nickname' Lucindo,Iasmin Lucindo,No Nickname,5.3,115.0,Orthodox,18,6,0,False,2.86,0.0,40.0,1.43,0.0,212.86,0.42,0.34,0.73,0.67,0.38,0.67,0.62,0.14,0.14,Women's Strawweight,Female,Striker
Duane 'Bang' Ludwig,Duane Ludwig,Bang,5.1,170.0,Orthodox,21,14,0,False,1.67,0.11,28.78,0.22,0.11,49.0,0.43,0.36,0.41,0.49,0.37,0.49,0.25,0.0,0.0,Welterweight,Male,Hybrid
Mike 'No Nickname' Lullo,Mike Lullo,No Nickname,5.8,145.0,Orthodox,8,3,0,False,3.0,1.0,47.0,2.0,0.0,149.0,0.32,0.18,0.42,0.6,0.29,0.4,0.0,0.5,0.0,Lightweight,Male,Hybrid
Santiago 'BorderBoy' Luna,Santiago Luna,BorderBoy,5.9,135.0,Orthodox,7,0,0,False,1.0,2.0,15.0,0.0,0.0,47.0,0.37,0.34,1.0,1.0,0.27,1.0,0.75,0.0,0.0,Bantamweight,Male,Striker
Dalcha 'Champion' Lungiambula,Dalcha Lungiambula,Champion,5.8,185.0,Orthodox,11,6,0,False,2.43,0.14,31.86,1.14,0.14,164.14,0.47,0.39,0.71,0.52,0.36,0.63,0.46,0.0,0.0,Middleweight,Male,Hybrid
Vicente 'The Silent Assassin' Luque,Vicente Luque,The Silent Assassin,5.11,170.0,Orthodox,23,11,1,False,2.21,0.5,51.04,0.96,0.46,82.79,0.5,0.4,0.64,0.79,0.47,0.56,0.42,0.42,0.04,Welterweight,Male,Striker
Thaddeus 'No Nickname' Luster,Thaddeus Luster,No Nickname,6.3,210.0,Orthodox,0,1,0,False,1.0,0.0,0.0,0.0,0.0,123.13869442198869,0.44064717348927873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Open Weight,Male,No Clear Style
Travis 'The Serial Killer' Lutter,Travis Lutter,The Serial Killer,5.11,185.0,Orthodox,10,6,0,False,2.0,0.17,3.17,1.0,0.33,138.0,0.23,0.16,0.3,0.0,0.07,0.14,0.18,0.33,0.17,Middleweight,Male,No Clear Style
Tucker 'Top Gun' Lutz,Tucker Lutz,Top Gun,5.8,145.0,Orthodox,12,4,0,False,2.75,0.0,47.5,0.25,0.0,181.75,0.43,0.29,0.73,0.76,0.39,0.8,0.19,0.0,0.0,Featherweight,Male,Hybrid
Stevie 'No Nickname' Lynch,Stevie Lynch,No Nickname,5.1,170.0,Orthodox,5,2,0,False,1.0,0.0,7.0,0.0,0.0,19.0,0.25,0.2,1.0,0.5,0.25,0.0,0.0,0.0,0.0,Welterweight,Male,No Clear Style
Chris 'Lights Out' Lytle,Chris Lytle,Lights Out,5.11,170.0,Orthodox,31,18,5,False,2.4,0.1,36.15,0.5,1.5,86.1,0.44,0.31,0.67,0.48,0.37,0.51,0.32,1.55,0.45,Welterweight,Male,Wrestler
Dong 'Maestro' Hyun Ma,Dong Hyun Ma,Maestro,5.11,155.0,Orthodox,16,11,3,False,2.38,0.12,27.5,1.0,0.0,100.0,0.4,0.31,0.6,0.81,0.38,0.37,0.16,0.0,0.12,Lightweight,Male,Hybrid
William 'Patolino' Macario,William Macario,Patolino,5.11,170.0,Orthodox,9,3,0,False,2.25,0.25,58.25,1.5,0.25,86.75,0.49,0.35,0.57,0.89,0.45,0.43,0.34,0.0,0.0,Welterweight,Male,Striker
Jason 'The Athlete' MacDonald,Jason MacDonald,The Athlete,6.3,185.0,Orthodox,25,16,0,False,1.64,0.07,9.43,0.64,0.79,133.43,0.51,0.25,0.52,0.63,0.22,0.66,0.35,0.79,0.29,Middleweight,Male,Wrestler
Rob 'Maximus' MacDonald,Rob MacDonald,Maximus,6.3,205.0,Orthodox,5,4,0,False,1.0,0.0,5.0,1.33,1.0,62.67,0.47,0.41,0.0,0.67,0.33,0.13,0.23,1.0,0.0,Light Heavyweight,Male,No Clear Style
Rory 'Red King' MacDonald,Rory MacDonald,Red King,6.0,170.0,Orthodox,19,4,0,False,2.92,0.15,47.31,0.69,0.31,133.23,0.44,0.4,0.6,0.66,0.38,0.51,0.52,0.38,0.08,Welterweight,Male,Striker
Ryan 'Main Event' MacDonald,Ryan MacDonald,Main Event,5.11,135.0,Switch,10,2,0,False,2.0,0.0,49.5,0.0,0.0,26.0,0.29,0.19,0.36,0.88,0.29,0.0,0.0,0.0,0.0,Bantamweight,Male,Hybrid
Caio 'Bigfoot' Machado,Caio Machado,Bigfoot,6.4,250.0,Southpaw,8,4,1,False,3.0,0.0,67.0,0.0,0.0,7.33,0.48,0.32,0.79,0.87,0.48,0.56,0.33,0.0,0.0,Light Heavyweight,Male,Hybrid
Ian 'The Future' Machado Garry,Ian Machado Garry,The Future,6.3,170.0,Orthodox,16,1,0,False,3.0,0.3,60.2,0.8,0.4,109.1,0.54,0.43,0.77,0.79,0.52,0.67,0.44,0.4,0.0,Welterweight,Male,Striker
Lyoto 'The Dragon' Machida,Lyoto Machida,The Dragon,6.1,185.0,Southpaw,24,8,0,False,2.62,0.58,30.42,0.67,0.42,111.71,0.52,0.42,0.71,0.67,0.52,0.42,0.49,0.33,0.08,Middleweight,Male,Striker
War 'No Nickname' Machine,War Machine,No Nickname,5.11,170.0,Orthodox,14,5,0,False,2.0,0.0,15.0,0.5,0.0,216.5,0.55,0.3,0.5,0.5,0.42,0.0,0.34,0.0,0.5,Welterweight,Male,Hybrid
Anthony 'Mad Dog' Macias,Anthony Macias,Mad Dog,5.9,185.0,Switch,26,18,0,False,1.0,0.0,4.0,0.0,0.0,135.034,0.88,0.5,0.5,0.34,0.34,0.5,0.5,0.0,0.0,Open Weight,Male,Striker
Reza 'Mad Dog' Madadi,Reza Madadi,Mad Dog,5.11,155.0,Orthodox,14,6,0,False,2.86,0.0,35.0,2.0,0.57,194.29,0.54,0.37,0.64,0.56,0.29,0.63,0.34,0.43,0.0,Lightweight,Male,Striker
Don 'Magic Man' Madge,Don Madge,Magic Man,6.0,155.0,Southpaw,9,3,1,False,2.5,0.0,13.0,2.0,0.0,303.5,0.55,0.46,0.86,0.84,0.43,0.69,0.86,0.5,0.0,Lightweight,Male,Striker
Ryan 'No Nickname' Madigan,Ryan Madigan,No Nickname,6.0,170.0,Orthodox,5,3,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Welterweight,Male,No Clear Style
Jon 'No Nickname' Madsen,Jon Madsen,No Nickname,6.0,240.0,Orthodox,8,2,0,False,2.4,0.0,25.4,1.6,0.0,128.0,0.46,0.41,0.6,0.53,0.25,0.46,0.37,0.0,0.0,Heavyweight,Male,Hybrid
Mark 'The Olympian' Madsen,Mark Madsen,The Olympian,5.8,155.0,Orthodox,12,2,0,False,2.33,0.0,37.83,1.67,0.0,164.0,0.51,0.46,0.62,0.65,0.32,0.68,0.5,0.0,0.0,Lightweight,Male,Striker
Leonardo 'Macarrao' Mafra,Leonardo Mafra,Macarrao,5.1,155.0,Orthodox,13,4,0,False,2.25,0.0,40.25,1.25,0.25,102.75,0.5,0.38,0.62,0.88,0.47,0.74,0.43,0.25,0.0,Lightweight,Male,Striker
Vinny 'Pezao' Magalhaes,Vinny Magalhaes,Pezao,6.3,205.0,Orthodox,14,9,0,False,2.0,0.2,16.6,0.8,0.0,37.4,0.48,0.34,0.49,0.41,0.38,0.18,0.22,0.4,0.0,Light Heavyweight,Male,Hybrid
Caio 'Hellboy' Magalhaes,Caio Magalhaes,Hellboy,6.1,185.0,Orthodox,10,3,0,False,2.0,0.29,18.14,1.0,1.0,127.43,0.46,0.41,0.45,0.3,0.35,0.65,0.65,0.86,0.14,Middleweight,Male,Wrestler
Bernardo 'Trekko' Magalhaes,Bernardo Magalhaes,Trekko,5.9,155.0,Orthodox,13,4,0,False,3.0,0.0,27.0,0.0,0.5,5.5,0.3,0.2,0.55,0.86,0.3,0.0,0.0,0.5,0.5,Lightweight,Male,No Clear Style
Angela 'Your Majesty' Magana,Angela Magana,Your Majesty,5.1,115.0,Orthodox,11,9,0,False,2.67,0.0,32.0,1.0,1.33,160.33,0.32,0.14,0.57,0.85,0.29,0.83,0.33,0.33,0.0,Women's Strawweight,Female,Wrestler
Neil 'The Haitian Sensation' Magny,Neil Magny,The Haitian Sensation,6.3,170.0,Orthodox,30,13,0,False,2.61,0.28,37.86,1.53,0.22,157.72,0.45,0.37,0.74,0.7,0.37,0.6,0.46,0.22,0.06,Welterweight,Male,Striker
Rashid 'Highlander' Magomedov,Rashid Magomedov,Highlander,5.9,155.0,Orthodox,20,2,0,False,3.0,0.0,42.5,0.67,0.17,76.5,0.51,0.39,0.63,0.81,0.48,0.76,0.68,0.17,0.0,Lightweight,Male,Striker
Ruslan 'Leopard' Magomedov,Ruslan Magomedov,Leopard,6.3,242.0,Orthodox,14,1,0,False,3.0,0.33,36.33,1.0,0.0,56.0,0.48,0.4,0.88,0.87,0.46,0.72,0.33,0.0,0.0,Heavyweight,Male,Striker
Abus 'No Nickname' Magomedov,Abus Magomedov,No Nickname,6.2,185.0,Orthodox,28,6,1,False,2.43,0.29,31.29,1.57,0.43,167.71,0.61,0.53,0.76,0.51,0.56,0.43,0.53,0.29,0.0,Middleweight,Male,Striker
Shara 'Bullet' Magomedov,Shara Magomedov,Bullet,6.2,185.0,Orthodox,16,1,0,False,2.83,0.33,82.17,0.0,0.0,19.33,0.62,0.46,0.83,0.8,0.6,0.79,0.23,0.0,0.0,Middleweight,Male,Striker
Zabit 'No Nickname' Magomedsharipov,Zabit Magomedsharipov,No Nickname,6.1,145.0,Orthodox,18,1,0,False,2.67,0.0,55.0,4.17,0.33,252.0,0.54,0.48,0.65,0.87,0.5,0.49,0.85,0.67,0.5,Featherweight,Male,Striker
John 'The One' Maguire,John Maguire,The One,5.9,155.0,Southpaw,24,9,0,False,2.8,0.0,21.4,2.0,1.0,293.6,0.51,0.46,0.57,0.56,0.39,0.51,0.62,1.0,0.2,Welterweight,Male,Wrestler
Bill 'The Butcher' Mahood,Bill Mahood,The Butcher,6.3,200.0,Orthodox,20,7,1,False,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Light Heavyweight,Male,Hybrid
Demian 'No Nickname' Maia,Demian Maia,No Nickname,6.1,170.0,Southpaw,28,11,0,False,2.7,0.09,25.48,1.64,0.73,282.39,0.5,0.48,0.45,0.42,0.33,0.37,0.6,0.82,0.24,Welterweight,Male,Wrestler
Jennifer 'No Nickname' Maia,Jennifer Maia,No Nickname,5.4,125.0,Orthodox,21,10,1,False,3.0,0.0,64.5,0.67,0.08,119.92,0.39,0.33,0.69,0.95,0.36,0.77,0.24,0.08,0.0,Women's Flyweight,Female,Striker
Levan 'The Hornet' Makashvili,Levan Makashvili,The Hornet,5.8,145.0,Orthodox,15,2,1,False,3.0,0.0,44.67,1.33,0.0,271.33,0.53,0.38,0.78,0.79,0.4,0.73,0.84,0.0,0.0,Featherweight,Male,Striker
John 'The Bull' Makdessi,John Makdessi,The Bull,5.8,155.0,Orthodox,18,9,0,False,2.55,0.4,62.65,0.3,0.05,11.4,0.51,0.38,0.54,0.76,0.49,0.44,0.09,0.0,0.0,Lightweight,Male,Hybrid
Islam 'No Nickname' Makhachev,Islam Makhachev,No Nickname,5.1,170.0,Southpaw,27,1,0,False,2.35,0.18,23.94,1.47,0.71,290.47,0.57,0.5,0.85,0.42,0.46,0.54,0.67,0.76,0.18,Lightweight,Male,Striker
Zach 'Fun Size' Makovsky,Zach Makovsky,Fun Size,5.4,125.0,Southpaw,20,8,0,False,3.0,0.0,31.71,3.0,0.14,221.0,0.45,0.34,0.68,0.85,0.36,0.58,0.55,0.29,0.57,Flyweight,Male,Striker
Azat 'Qazaq' Maksum,Azat Maksum,Qazaq,5.7,125.0,Southpaw,15,2,0,False,3.0,0.0,73.0,1.67,1.0,75.67,0.28,0.23,0.6,0.9,0.27,0.44,0.0,0.33,0.33,Flyweight,Male,Hybrid
Fabio 'Caipira de Aco' Maldonado,Fabio Maldonado,Caipira de Aco,6.1,205.0,Orthodox,23,11,0,False,2.64,0.0,66.18,1.18,0.09,90.64,0.53,0.48,0.67,0.32,0.45,0.64,0.33,0.45,0.09,Light Heavyweight,Male,Striker
Bea 'No Nickname' Malecki,Bea Malecki,No Nickname,5.9,135.0,Orthodox,4,1,0,False,2.0,0.33,54.67,0.0,0.67,90.67,0.4,0.31,0.71,0.89,0.4,0.28,0.37,0.67,0.0,Women's Bantamweight,Female,Hybrid
Nazareno 'El Tigre' Malegarie,Nazareno Malegarie,El Tigre,5.8,155.0,Orthodox,28,4,0,False,3.0,0.0,58.0,1.0,0.0,49.0,0.34,0.34,0.38,1.0,0.34,0.5,0.0,0.0,0.0,Lightweight,Male,Hybrid
Jacob 'Mamba' Malkoun,Jacob Malkoun,Mamba,5.9,185.0,Orthodox,8,3,0,False,2.29,0.14,23.14,1.29,0.0,342.14,0.49,0.47,0.6,0.57,0.37,0.34,0.61,0.29,0.0,Middleweight,Male,Striker
Mike 'Proper' Malott,Mike Malott,Proper,6.1,170.0,Orthodox,12,2,1,False,2.14,0.29,33.29,1.29,0.29,100.71,0.55,0.43,0.78,0.78,0.53,0.29,0.53,0.43,0.29,Welterweight,Male,Striker
Troy 'Rude Boy' Mandaloniz,Troy Mandaloniz,Rude Boy,5.9,170.0,Orthodox,3,2,0,False,2.0,1.0,34.0,2.0,0.0,131.5,0.62,0.56,0.78,0.88,0.57,0.7,0.72,0.0,0.0,Welterweight,Male,Striker
Nate 'Mayhem' Maness,Nate Maness,Mayhem,5.1,125.0,Orthodox,16,3,0,False,2.14,0.14,39.86,1.0,0.43,69.71,0.46,0.39,0.83,0.56,0.35,0.55,0.57,0.43,0.0,Flyweight,Male,Striker
Jon 'No Nickname' Manley,Jon Manley,No Nickname,6.1,170.0,Orthodox,9,4,0,False,3.0,0.0,65.0,4.0,0.0,328.0,0.2,0.16,0.29,0.6,0.16,0.62,0.0,0.0,0.0,Welterweight,Male,Hybrid
Marnic 'The Sawed-Off Savage' Mann,Marnic Mann,The Sawed-Off Savage,5.0,115.0,Southpaw,6,3,0,False,3.0,0.0,44.0,0.5,0.0,103.5,0.34,0.26,0.25,0.66,0.33,0.5,0.25,0.5,0.5,Women's Strawweight,Female,Hybrid
Jimi 'Poster Boy' Manuwa,Jimi Manuwa,Poster Boy,6.1,205.0,Orthodox,17,6,0,False,1.83,0.42,27.5,0.75,0.0,73.0,0.55,0.34,0.61,0.84,0.44,0.68,0.17,0.17,0.0,Light Heavyweight,Male,Hybrid
Cristiano 'No Nickname' Marcello,Cristiano Marcello,No Nickname,5.9,155.0,Orthodox,13,6,0,False,2.75,0.25,51.25,0.5,0.25,66.0,0.35,0.3,0.54,0.69,0.34,0.38,0.38,0.25,0.0,Lightweight,Male,Hybrid
Daniel 'Soncora' Marcos,Daniel Marcos,Soncora,5.7,135.0,Orthodox,17,1,0,False,2.67,0.0,55.0,0.67,0.0,118.33,0.56,0.46,0.62,0.8,0.53,0.88,0.67,0.0,0.0,Bantamweight,Male,Striker
Jose 'No Chance' Maria,Jose Maria,No Chance,5.5,125.0,Orthodox,37,7,0,False,2.5,0.0,37.0,2.5,0.5,64.5,0.52,0.41,0.48,0.82,0.46,0.9,1.0,1.5,0.0,Flyweight,Male,Wrestler
Marcos 'Dhalsim' Mariano,Marcos Mariano,Dhalsim,6.1,155.0,Switch,6,6,0,False,2.0,0.0,2.5,0.0,0.0,24.0,0.28,0.14,0.34,0.25,0.2,0.0,0.5,0.0,0.0,Lightweight,Male,No Clear Style
Enrique 'Wasabi' Marin,Enrique Marin,Wasabi,5.1,170.0,Orthodox,10,4,0,False,3.0,0.0,21.5,2.5,1.0,327.5,0.36,0.29,0.88,0.9,0.33,0.71,0.5,1.0,1.0,Lightweight,Male,Wrestler
Chepe 'Machine Gun' Mariscal,Chepe Mariscal,Machine Gun,5.7,145.0,Orthodox,18,6,0,False,2.8,0.0,42.0,0.8,0.2,275.8,0.56,0.48,0.73,0.83,0.45,0.76,0.79,0.2,0.8,Featherweight,Male,Striker
Ronny 'No Nickname' Markes,Ronny Markes,No Nickname,6.1,185.0,Orthodox,17,5,0,False,2.6,0.6,31.4,1.6,0.4,334.2,0.44,0.3,0.67,0.68,0.33,0.6,0.64,0.4,0.0,Middleweight,Male,Striker
Rory 'No Nickname' Markham,Rory Markham,No Nickname,6.0,170.0,Orthodox,17,6,0,False,1.0,0.33,3.67,0.0,0.0,0.33,0.23,0.21,0.5,0.33,0.19,0.56,0.0,0.0,0.0,Welterweight,Male,No Clear Style
Randa 'Quiet Storm' Markos,Randa Markos,Quiet Storm,5.4,115.0,Orthodox,11,12,1,False,2.56,0.0,39.39,1.44,0.5,196.17,0.44,0.39,0.7,0.51,0.34,0.62,0.62,0.17,0.39,Women's Strawweight,Female,Wrestler
Christina 'No Nickname' Marks,Christina Marks,No Nickname,5.7,125.0,Orthodox,8,9,0,False,1.0,0.0,6.0,0.0,1.0,41.0,0.58,0.46,1.0,1.0,0.58,0.75,0.0,0.0,0.0,Women's Flyweight,Female,Striker
Brendon 'The Kid' Marotte,Brendon Marotte,The Kid,5.9,145.0,Orthodox,8,3,0,False,1.5,0.0,2.0,0.0,0.0,0.0,0.71,0.16,0.5,0.5,0.66,0.0,0.5,0.0,0.0,Featherweight,Male,Hybrid
Nate 'The Great' Marquardt,Nate Marquardt,The Great,6.0,185.0,Orthodox,35,19,2,False,2.16,0.4,24.6,1.16,0.52,159.88,0.52,0.41,0.69,0.68,0.46,0.58,0.44,0.56,0.12,Middleweight,Male,Wrestler
Danilo 'No Nickname' Marques,Danilo Marques,No Nickname,6.6,205.0,Orthodox,11,4,0,False,2.25,0.0,11.25,0.5,0.25,339.25,0.76,0.51,0.66,0.25,0.58,0.0,0.5,0.5,0.0,Light Heavyweight,Male,Striker
Julian 'The Cuban Missile Crisis' Marquez,Julian Marquez,The Cuban Missile Crisis,6.2,185.0,Orthodox,9,6,0,False,1.88,0.5,42.62,0.62,0.88,27.12,0.51,0.35,0.52,0.6,0.46,0.59,0.27,1.38,0.12,Middleweight,Male,Striker
Carmelo 'The Fury' Marrero,Carmelo Marrero,The Fury,6.0,205.0,Orthodox,16,6,0,False,2.0,0.0,6.75,1.5,0.0,151.0,0.34,0.24,0.23,0.38,0.09,0.0,0.51,0.0,0.0,Heavyweight,Male,No Clear Style
John 'No Nickname' Marsh,John Marsh,No Nickname,6.0,265.0,Orthodox,8,7,0,False,3.0,1.0,18.0,1.0,1.0,161.0,0.51,0.35,0.75,1.0,0.33,0.69,0.57,1.0,0.0,Heavyweight,Male,Striker
Eliot 'Fire' Marshall,Eliot Marshall,Fire,6.2,205.0,Orthodox,10,4,0,False,2.33,0.17,22.0,0.67,0.67,36.5,0.31,0.27,0.45,0.46,0.28,0.3,0.24,0.67,0.0,Light Heavyweight,Male,No Clear Style
Francis 'Fire' Marshall,Francis Marshall,Fire,5.9,145.0,Orthodox,8,3,0,False,2.4,0.0,39.6,0.8,0.0,181.6,0.26,0.19,0.6,1.0,0.25,0.35,0.41,0.4,0.0,Featherweight,Male,Hybrid
Jack 'The Hammer' Marshman,Jack Marshman,The Hammer,6.0,185.0,Orthodox,23,10,0,False,2.25,0.12,29.88,0.5,0.0,2.0,0.2,0.16,0.48,0.38,0.2,0.2,0.07,0.0,0.0,Middleweight,Male,No Clear Style
Terry 'No Nickname' Martin,Terry Martin,No Nickname,5.8,185.0,Orthodox,23,11,0,False,2.0,0.17,22.17,1.5,0.0,217.33,0.64,0.53,0.62,0.61,0.31,0.66,0.71,0.0,0.0,Middleweight,Male,Striker
Anthony 'No Nickname' Rocco Martin,Anthony Rocco Martin,No Nickname,6.0,170.0,Orthodox,17,6,0,False,2.73,0.0,35.4,0.73,0.4,193.93,0.36,0.29,0.7,0.77,0.32,0.64,0.4,0.87,0.27,Welterweight,Male,Wrestler
Mallory 'No Nickname' Martin,Mallory Martin,No Nickname,5.4,115.0,Orthodox,7,5,0,False,2.0,0.0,29.0,0.5,0.25,103.75,0.49,0.36,0.94,0.12,0.46,0.39,0.21,0.25,0.0,Women's Strawweight,Female,Hybrid
Rainy 'No Nickname' Martinez,Rainy Martinez,No Nickname,6.0,199.0,Orthodox,0,2,0,False,1.0,0.0,0.0,0.0,0.0,123.13869442198869,0.44064717348927873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lightweight,Male,No Clear Style
Danny 'The Gremlin' Martinez,Danny Martinez,The Gremlin,5.6,125.0,Orthodox,21,8,0,False,3.0,0.5,48.75,3.25,0.0,249.5,0.31,0.25,0.61,0.5,0.28,0.62,0.29,0.0,0.25,Bantamweight,Male,Striker
Henry 'Sicario' Martinez,Henry Martinez,Sicario,5.7,155.0,Southpaw,9,4,0,False,2.67,0.0,35.33,0.0,0.0,47.0,0.24,0.2,0.36,0.93,0.24,0.09,0.0,0.0,0.0,Lightweight,Male,No Clear Style
Jonathan 'Dragon' Martinez,Jonathan Martinez,Dragon,5.8,135.0,Southpaw,19,6,0,False,2.8,0.27,56.8,0.73,0.2,112.33,0.51,0.41,0.64,0.85,0.47,0.6,0.44,0.07,0.13,Bantamweight,Male,Striker
Mana 'ManaBoi' Martinez,Mana Martinez,ManaBoi,5.1,135.0,Orthodox,10,4,0,False,3.0,1.5,82.25,2.5,0.0,30.0,0.48,0.38,0.75,0.91,0.48,0.46,0.58,0.25,0.25,Bantamweight,Male,Striker
Victor 'The Brick' Martinez,Victor Martinez,The Brick,5.8,155.0,Orthodox,13,6,0,False,1.0,0.0,20.0,0.0,0.0,24.0,0.47,0.35,0.39,0.72,0.48,0.5,0.25,0.0,0.0,Lightweight,Male,Hybrid
Roque 'No Nickname' Martinez,Roque Martinez,No Nickname,5.1,250.0,Orthodox,15,8,2,False,2.67,0.0,43.0,0.33,0.33,143.67,0.51,0.39,0.61,0.85,0.49,0.78,0.0,0.33,0.0,Heavyweight,Male,Hybrid
Melissa 'Super Mely' Martinez,Melissa Martinez,Super Mely,5.2,115.0,Southpaw,8,2,0,False,3.0,0.33,51.33,1.0,0.0,64.67,0.47,0.3,0.75,0.75,0.47,0.25,0.22,0.0,0.0,Women's Strawweight,Female,Hybrid
