"Status","","'=","in Betrieb",""
"","","'=","genehmigt, noch nicht in Betrieb",""


"Zuständige Dienststelle","Standortgemeinde","Hersteller","Typbezeichnung des Herstellers","Generatorleistung [MW]","Nabenhöhe [m]","Rotordurchmesser [m]","Status","Inbetriebnahmedatum","Stilllegedatum","Ost","Nord","Herkunft der Daten","Stand der Daten"
"Landratsamt Ortenaukreis","Achern","Vestas","V-172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"428556","5387914","LUBW      ","2025"
"Landratsamt Ortenaukreis","Achern","Vestas","V-172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"428564","5387541","LUBW      ","2025"
"Landratsamt Ortenaukreis","Sasbachwalden","Enercon","E-115 EP3 E3","4,20","149,00","115,00","genehmigt, noch nicht in Betrieb",,,"441096","5383865","LUBW      ","2025"
"Landratsamt Ortenaukreis","Fischerbach","Enercon","E-115 EP3 E3","4,20","149,00","115,71","genehmigt, noch nicht in Betrieb",,,"436005","5354142","LUBW      ","2025"
"Landratsamt Ortenaukreis","Hornberg-Reichenbach","Enercon","E-138 EP3 E3 (TES)","4,26","160,00","138,00","genehmigt, noch nicht in Betrieb",,,"448494","5338040","LUBW      ","2025"
"Landratsamt Ortenaukreis","Hornberg-Reichenbach","Enercon","E-138 EP3 E3 (TES)","4,26","160,00","138,00","genehmigt, noch nicht in Betrieb",,,"448038","5337484","LUBW      ","2025"
"Landratsamt Ortenaukreis","Schramberg","Enercon","E-138 EP3 E3 (TES)","4,26","160,00","138,00","genehmigt, noch nicht in Betrieb",,,"448300","5336211","LUBW      ","2025"
"Landratsamt Rottweil","Bösingen-Herrenzimmern","Nordex","N-163.6X","6,80","164,00","163,00","genehmigt, noch nicht in Betrieb",,,"466484","5339770","LUBW      ","2025"
"Landratsamt Rottweil","Bösingen-Herrenzimmern","Nordex","N-163.6.X","6,80","164,00","163,00","genehmigt, noch nicht in Betrieb",,,"466878","5339617","LUBW      ","2025"
"Landratsamt Rottweil","Bösingen-Herrenzimmern","Nordex","N-163.6.X","6,80","164,00","163,00","genehmigt, noch nicht in Betrieb",,,"467884","5340015","LUBW      ","2025"
"Landratsamt Rottweil","Fluorn","Nordex","N149/5.X","5,70","164,00","149,00","genehmigt, noch nicht in Betrieb",,,"463355","5349946","LUBW      ","2025"
"Landratsamt Konstanz","Tengen","Nordex","N163/6.8","6,80","164,00","163,00","genehmigt, noch nicht in Betrieb",,,"478222","5300930","LUBW      ","2025"
"Landratsamt Konstanz","Tengen","Nordex","N163/6.8","6,80","164,00","163,00","genehmigt, noch nicht in Betrieb",,,"478545","5300702","LUBW      ","2025"
"Landratsamt Konstanz","Tengen","Nordex","N163/6.8","6,80","164,00","163,00","genehmigt, noch nicht in Betrieb",,,"477778","5301380","LUBW      ","2025"
"Landratsamt Lörrach","Zell im Wiesental","Vestas","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"413250","5292078","LUBW      ","2025"
"Landratsamt Lörrach","Zell im Wiesental","Vestas","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"413783","5291031","LUBW      ","2025"
"Landratsamt Lörrach","Zell im Wiesental","Vestas","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"413549","5290222","LUBW      ","2025"
"Landratsamt Lörrach","Zell im Wiesental","Vestas","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"414484","5289218","LUBW      ","2025"
"Landratsamt Lörrach","Zell im Wiesental","Vestas","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"413774","5289110","LUBW      ","2025"
"Landratsamt Lörrach","Zell im Wiesental","Vestas","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"413693","5287812","LUBW      ","2025"
"Landratsamt Lörrach","Zell im Wiesental","Vestas","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"413643","5288519","LUBW      ","2025"
"Landratsamt Reutlingen","Sonnenbühl-Undingen","Vestas","V150-4.2 MW","4,20","123,00","150,00","genehmigt, noch nicht in Betrieb",,,"516929","5359254","LUBW      ","2025"
"Landratsamt Reutlingen","Sonnenbühl-Undingen","Vestas","V150-4.2 MW","4,20","123,00","150,00","genehmigt, noch nicht in Betrieb",,,"517272","5359124","LUBW      ","2025"
"Landratsamt Reutlingen","Sonnenbühl-Undingen","Vestas","V150-4.2 MW","4,20","123,00","150,00","genehmigt, noch nicht in Betrieb",,,"517575","5358947","LUBW      ","2025"
"Landratsamt Reutlingen","Sonnenbühl-Undingen","Vestas","V150-4.2 MW","4,20","123,00","150,00","genehmigt, noch nicht in Betrieb",,,"517742","5358664","LUBW      ","2025"
"Landratsamt Reutlingen","Sonnenbühl-Undingen","Vestas","V150-4.2 MW","4,20","123,00","150,00","genehmigt, noch nicht in Betrieb",,,"517543","5358240","LUBW      ","2025"
"Landratsamt Reutlingen","Gomadingen","Vestas","Vestas V162 - 6.2 MW","6,20","169,00","162,00","genehmigt, noch nicht in Betrieb",,,"525155","5358928","LUBW      ","2025"
"Landratsamt Reutlingen","Gomadingen","Vestas","Vestas V162 - 6.2 MW","6,20","169,00","162,00","genehmigt, noch nicht in Betrieb",,,"525515","5358638","LUBW      ","2025"
"Landratsamt Reutlingen","Gomadingen","Vestas","Vestas V162 - 6.2 MW","6,20","169,00","162,00","genehmigt, noch nicht in Betrieb",,,"526431","5359226","LUBW      ","2025"
"Landratsamt Reutlingen","Gomadingen","Vestas","Vestas V162 - 6.2 MW","6,20","169,00","162,00","genehmigt, noch nicht in Betrieb",,,"526490","5358859","LUBW      ","2025"
"Landratsamt Reutlingen","Gomadingen","Vestas","Vestas V162 - 6.2 MW","6,20","169,00","162,00","genehmigt, noch nicht in Betrieb",,,"526493","5358463","LUBW      ","2025"
"Landratsamt Reutlingen","Münsingen-Böttingen","Enercon","E-175 EP5 E1","6,30","162,00","175,00","genehmigt, noch nicht in Betrieb",,,"541755","5361278","LUBW      ","2025"
"Landratsamt Reutlingen","Münsingen-Böttingen","Enercon","E-175 EP5 E1","6,30","162,00","175,00","genehmigt, noch nicht in Betrieb",,,"541887","5360923","LUBW      ","2025"
"Landratsamt Reutlingen","Münsingen-Böttingen","Enercon","E-175 EP5 E1","6,30","162,00","175,00","genehmigt, noch nicht in Betrieb",,,"542019","5360354","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Schelklingen - Gundershofen","Vestas","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"545779","5360007","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Schelklingen - Ingstetten","Vestas","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"546423","5360032","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Schelklingen - Gundershofen","Vestas","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"545866","5360403","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Schelklingen-Ingstetten","Vestas","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"546353","5360446","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Schelklingen-Ingstetten","Vestas","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"545987","5359597","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Schalkstetten","Vestas","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"567906","5386461","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Schalkstetten","Vestas","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"568564","5386502","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Schalkstetten","Vestas","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"568343","5386164","LUBW      ","2025"
"Landratsamt Ravensburg","Wolfegg","VESTAS","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"560423","5299942","LUBW      ","2025"
"Landratsamt Ravensburg","Wolfegg","VESTAS","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"560626","5299613","LUBW      ","2025"
"Landratsamt Ravensburg","Wolfegg","VESTAS","V172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"560649","5299177","LUBW      ","2025"
"Landratsamt Ravensburg","Wolpertswende","ENERCON","E-160 EP5 E3 R1","5,56","166,60","160,00","genehmigt, noch nicht in Betrieb",,,"548935","5306171","LUBW      ","2025"
"Landratsamt Ravensburg","Wolpertswende","ENERCON","E-160 EP5 E3 R1","5,56","166,60","160,00","genehmigt, noch nicht in Betrieb",,,"549090","5305760","LUBW      ","2025"
"Landratsamt Ravensburg","Wolpertswende","ENERCON","E-160 EP5 E3 R1","5,56","166,60","160,00","genehmigt, noch nicht in Betrieb",,,"549516","5305073","LUBW      ","2025"
"Landratsamt Ravensburg","Wolpertswende","ENERCON","E-160 EP5 E3 R1","5,56","166,60","160,00","genehmigt, noch nicht in Betrieb",,,"549216","5305341","LUBW      ","2025"
"Landratsamt Ravensburg","Aulendorf","Nordex","N175","6,80","179,00","175,00","genehmigt, noch nicht in Betrieb",,,"550436","5310179","LUBW      ","2025"
"Landratsamt Ravensburg","Aulendorf","Nordex","N175","6,80","179,00","175,00","genehmigt, noch nicht in Betrieb",,,"550623","5309715","LUBW      ","2025"
"Landratsamt Ravensburg","Aulendorf","Nordex","N175","6,80","179,00","175,00","genehmigt, noch nicht in Betrieb",,,"551594","5310383","LUBW      ","2025"
"Landratsamt Ravensburg","Aulendorf","Nordex","N175","6,80","179,00","175,00","genehmigt, noch nicht in Betrieb",,,"549748","5309719","LUBW      ","2025"
"Landratsamt Ravensburg","Aulendorf","Nordex","N175","6,80","179,00","175,00","genehmigt, noch nicht in Betrieb",,,"551815","5311976","LUBW      ","2025"
"Landratsamt Ravensburg","Aulendorf","Nordex","N175","6,80","179,00","175,00","genehmigt, noch nicht in Betrieb",,,"551594","5312392","LUBW      ","2025"
"Landratsamt Ravensburg","Kißlegg","Nordex","N175","6,80","179,00","175,00","genehmigt, noch nicht in Betrieb",,,"568562","5294070","LUBW      ","2025"
"Landratsamt Ravensburg","Kißlegg","Nordex","N175","6,80","179,00","175,00","genehmigt, noch nicht in Betrieb",,,"568817","5293663","LUBW      ","2025"
"Landratsamt Sigmaringen","Pfullendorf","GE Renewable Energy","GE 5.3-158","7,00","161,00","158,00","genehmigt, noch nicht in Betrieb",,,"522629","5302698","LUBW      ","2025"
"Landratsamt Sigmaringen","Pfullendorf","GE Renewable Energy","GE 5.3-158","7,00","161,00","158,00","genehmigt, noch nicht in Betrieb",,,"522567","5302253","LUBW      ","2025"
"Landratsamt Sigmaringen","Pfullendorf","GE Renewable Energy","GE 5.3-158","7,00","161,00","158,00","genehmigt, noch nicht in Betrieb",,,"522890","5301933","LUBW      ","2025"
"Landratsamt Sigmaringen","Pfullendorf","GE Renewable Energy","GE 5.3-158","7,00","161,00","158,00","genehmigt, noch nicht in Betrieb",,,"523070","5301486","LUBW      ","2025"
"Landratsamt Sigmaringen","Bingen","ENERCON","ENERCON E-138 EP3 E2","4,20","160,00","138,25","genehmigt, noch nicht in Betrieb",,,"519831","5332554","LUBW      ","2025"
"Landratsamt Sigmaringen","Bingen","ENERCON","ENERCON E-138 EP3 E2","4,20","160,00","138,25","genehmigt, noch nicht in Betrieb",,,"520078","5332243","LUBW      ","2025"
"Landratsamt Sigmaringen","Bingen","ENERCON ","ENERCON E-138 EP3 E2","4,20","160,00","138,25","genehmigt, noch nicht in Betrieb",,,"520509","5331843","LUBW      ","2025"
"Landratsamt Sigmaringen","Bingen","ENERCON","ENERCON E-138 EP3 E2","4,20","160,00","138,25","genehmigt, noch nicht in Betrieb",,,"520867","5331246","LUBW      ","2025"
"Landratsamt Sigmaringen","Bingen","ENERCON","ENERCON E-138 EP3 E2","4,20","160,00","138,25","genehmigt, noch nicht in Betrieb",,,"521766","5331391","LUBW      ","2025"
"Landratsamt Sigmaringen","Bingen","ENERCON ","ENERCON E-138 EP3 E2","4,20","160,00","138,25","genehmigt, noch nicht in Betrieb",,,"522140","5330587","LUBW      ","2025"
"Landratsamt Sigmaringen","Bingen","ENERCON","ENERCON E-138 EP3 E2","4,20","160,00","138,25","genehmigt, noch nicht in Betrieb",,,"523183","5329983","LUBW      ","2025"
"Landratsamt Sigmaringen","Bingen","ENERCON","ENERCON E-138 EP3 E2","4,20","160,00","138,25","genehmigt, noch nicht in Betrieb",,,"523385","5329546","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Gemeinde Hüfingen, Gemarkung Fürstenberg","Nordex","N163/5.7","5,70","164,00","163,00","genehmigt, noch nicht in Betrieb",,,"469507","5303260","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Gemeinde Hüfingen, Gemarkung  Fürstenberg","Nordex","N163/5.7","5,70","164,00","163,00","genehmigt, noch nicht in Betrieb",,,"469917","5303141","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Gemeinde Hüfingen, Gemarkung Fürstenberg","Nordex","N163/5.7","5,70","164,00","163,00","genehmigt, noch nicht in Betrieb",,,"470465","5303171","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Gemeinde Hüfingen, Gemarkung Fürstenberg","Nordex","N163/5.7","5,70","164,00","163,00","genehmigt, noch nicht in Betrieb",,,"470090","5304157","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Geimeinde Hüfingen, Gemarkung Fürstenberg","Nordex","N163/5.7","5,70","164,00","163,00","genehmigt, noch nicht in Betrieb",,,"470639","5304164","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Gemeinde Hüfingen, Gemarkung Fürstenberg","Nordex","N163/5.7","5,70","164,00","163,00","genehmigt, noch nicht in Betrieb",,,"471159","5304126","LUBW      ","2025"
"Landratsamt Freudenstadt","Seewald","Nordex","N149","5,70","164,00","149,10","genehmigt, noch nicht in Betrieb",,,"457436","5379215","LUBW      ","2025"
"Landratsamt Freudenstadt","Seewald","Nordex","N149","5,70","164,00","149,10","genehmigt, noch nicht in Betrieb",,,"457888","5379122","LUBW      ","2025"
"Landratsamt Freudenstadt","Seewald","Nordex","N149","5,70","164,00","149,10","genehmigt, noch nicht in Betrieb",,,"457994","5378592","LUBW      ","2025"
"Stadt Freiburg i.Br.","Freiburg-Ebnet, Flurstücknr. 586/1","ENERCON","E 138 EP5 E3","4,26","160,00","138,50","genehmigt, noch nicht in Betrieb",,,"418023","5318307","LUBW      ","2025"
"Stadt Freiburg i.Br.","Gundelfingen, Flurstücknr. 2574","ENERCON","E 138 EP5 E3","4,26","160,00","138,50","genehmigt, noch nicht in Betrieb",,,"418146","5318058","LUBW      ","2025"
"Stadt Freiburg i.Br.","Freiburg","Enercon","E-175 EP5","6,00","162,00","175,00","genehmigt, noch nicht in Betrieb",,,"417242","5317229","LUBW      ","2025"
"Landratsamt Breisgau-Hochschwarzwald","Stegen","Enercon","E-138 EP3 E3","4,20","160,00","138,25","genehmigt, noch nicht in Betrieb",,,"423153","5319415","LUBW      ","2025"
"Landratsamt Breisgau-Hochschwarzwald","Stegen","Enercon","E-138 EP3 E3","4,20","160,00","138,25","genehmigt, noch nicht in Betrieb",,,"423601","5319548","LUBW      ","2025"
"Landratsamt Breisgau-Hochschwarzwald","Müllheim, Sulzburg","Vestas","V-172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"404814","5295905","LUBW      ","2025"
"Landratsamt Breisgau-Hochschwarzwald","Müllheim, Sulzburg","Vestas","V-172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"405460","5295762","LUBW      ","2025"
"Landratsamt Breisgau-Hochschwarzwald","Müllheim, Sulzburg","Vestas","V-172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"405955","5295239","LUBW      ","2025"
"Landratsamt Breisgau-Hochschwarzwald","Müllheim, Sulzburg","Vestas","V-172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"406759","5295153","LUBW      ","2025"
"Landratsamt Breisgau-Hochschwarzwald","Müllheim, Sulzburg","Vestas","V-172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"407455","5295285","LUBW      ","2025"
"Landratsamt Emmendingen","Biederbach","Enercon","E 175 EP5","6,00","162,00","175,00","genehmigt, noch nicht in Betrieb",,,"425745","5339488","LUBW      ","2025"
"Landratsamt Emmendingen","Gutach","Enercon","E-175 EP5 E1","6,00","162,00","175,00","genehmigt, noch nicht in Betrieb",,,"424351","5337688","LUBW      ","2025"
"Landratsamt Emmendingen","Gutach","Enercon","E-175 EP5 E1","6,00","162,00","175,00","genehmigt, noch nicht in Betrieb",,,"425266","5337660","LUBW      ","2025"
"Landratsamt Emmendingen","Freiamt","Enercon","E-138 EP3 E3","4,26","160,00","138,25","genehmigt, noch nicht in Betrieb",,,"422275","5334919","LUBW      ","2025"
"Landratsamt Emmendingen","Freiamt","Enercon","E-138 EP3 E3","4,26","110,24","138,25","genehmigt, noch nicht in Betrieb",,,"421203","5338703","LUBW      ","2025"
"Landratsamt Ortenaukreis","Hornberg-Reichenbach","Vestas","V-136-4,2","4,20","149,00","136,00","genehmigt, noch nicht in Betrieb",,,"448087","5340520","LUBW      ","2025"
"Landratsamt Ortenaukreis","Ettenheim","Enercon","E 160 EP 5 E 3","5,56","166,60","160,00","genehmigt, noch nicht in Betrieb",,,"418202","5345785","LUBW      ","2025"
"Landratsamt Ortenaukreis","Oberkirch","Enercon","E-172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"430168","5371333","LUBW      ","2025"
"Landratsamt Ortenaukreis","Durbach","Enercon","E-172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"430303","5370891","LUBW      ","2025"
"Landratsamt Ortenaukreis","Oberkirch","Enercon","E-172","7,20","175,00","172,00","genehmigt, noch nicht in Betrieb",,,"430668","5370614","LUBW      ","2025"
"Landratsamt Ortenaukreis","Hausach","Enercon","E 115 EP3 E3","4,20","149,00","115,00","genehmigt, noch nicht in Betrieb",,,"438789","5344748","LUBW      ","2025"
"Landratsamt Ortenaukreis","Gutach","Enercon","E-115 EP3 E3","4,20","149,00","115,00","genehmigt, noch nicht in Betrieb",,,"438967","5343404","LUBW      ","2025"
"Landratsamt Ortenaukreis","Gutach","Enercon","E115 EP3 E3","4,20","149,00","115,00","genehmigt, noch nicht in Betrieb",,,"438209","5340942","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Dornstadt","Nordex","N117","2,40","140,60","116,80","in Betrieb","11.05.2017",,"564811","5368949","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Blaustein","Nordex","N117","2,40","140,60","116,80","in Betrieb","23.05.2017",,"563244","5368838","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Laichingen","Vestas","V136 -3.6","3,60","166,00","136,00","in Betrieb","13.05.2025",,"551192","5374784","LUBW      ","2025"
"Landratsamt Alb-Donau-Kreis","Laichingen","Vestas","V136-3,6","3,60","166,00","136,00","in Betrieb","13.05.2025",,"551154","5374424","LUBW      ","2025"
"Landratsamt Biberach","Ummendorf","NEG Micon Deutschland GmbH","NEG-Micon 52/900","0,90","73,80","52,20","in Betrieb","31.12.2001",,"564089","5323386","LUBW      ","2025"
"Landratsamt Ravensburg","Bad Wurzach, Gemarkung Unterschwarzach-Wolfartsweiler","AN-Bonus","AN-1300/62","1,30","68,00","62,00","in Betrieb","01.12.2005",,"564740","5313266","LUBW      ","2025"
"Landratsamt Ravensburg","Bad Wurzach, Gemarkung Unterschwarzach-Wolfartsweiler","AN-Bonus","AN-1300/62","1,30","68,00","62,00","in Betrieb","01.12.2005",,"564872","5313098","LUBW      ","2025"
"Landratsamt Ravensburg","Hoßkirch","VESTAS","V172","7,20","175,00","172,00","in Betrieb","28.10.2025",,"531833","5312034","LUBW      ","2025"
"Landratsamt Ravensburg","Hoßkirch","VESTAS","V172","7,20","175,00","172,00","in Betrieb","09.10.2025",,"532387","5311749","LUBW      ","2025"
"Landratsamt Ravensburg","Hoßkirch","VESTAS","V172","7,20","175,00","172,00","in Betrieb","18.09.2025",,"532951","5311546","LUBW      ","2025"
"Landratsamt Ravensburg","Hoßkirch","VESTAS","V172","7,20","175,00","172,00","in Betrieb","18.09.2025",,"533641","5311741","LUBW      ","2025"
"Landratsamt Ravensburg","Hoßkirch","VESTAS","V172","7,20","175,00","172,00","in Betrieb","22.08.2025",,"534554","5311969","LUBW      ","2025"
"Landratsamt Ravensburg","Hoßkirch","VESTAS","V172","7,20","175,00","172,00","in Betrieb","16.10.2025",,"534045","5312308","LUBW      ","2025"
"Landratsamt Sigmaringen","Mengen","Vestas","V52","0,85","60,00","80,00","in Betrieb","01.06.2002",,"526743","5324903","LUBW      ","2025"
"Landratsamt Sigmaringen","Illmensee","Nordex","N54","1,00","60,00","54,00","in Betrieb","19.09.1996",,"526423","5303982","LUBW      ","2025"
"Landratsamt Sigmaringen","Illmensee","Nordex","N54","1,00","60,00","54,00","in Betrieb","19.09.1996",,"526354","5303672","LUBW      ","2025"
"Landratsamt Sigmaringen","Illmensee","Nordex","N54","1,00","60,00","54,00","in Betrieb","19.09.1996",,"526767","5303669","LUBW      ","2025"
"Landratsamt Sigmaringen","Bad Saulgau","Vestas","V 136","3,45","149,00","136,00","in Betrieb","20.12.2019",,"541896","5318818","LUBW      ","2025"
"Landratsamt Sigmaringen","Bad Saulgau","Vestas","V 136","3,45","149,00","136,00","in Betrieb","17.12.2019",,"542463","5318789","LUBW      ","2025"
"Landratsamt Sigmaringen","Bad Saulgau","Vestas","V 136","3,45","149,00","136,00","in Betrieb","23.12.2019",,"542891","5318571","LUBW      ","2025"
"Landratsamt Sigmaringen","Veringenstadt","Enercon","Enercon E-138","4,00","160,00","138,00","in Betrieb","28.02.2023",,"517621","5335899","LUBW      ","2025"
"Landratsamt Sigmaringen","Pfullendorf","Vensys","VE120","3,00","140,00","120,00","in Betrieb","31.03.2017",,"522493","5301050","LUBW      ","2025"
"Landratsamt Sigmaringen","Pfullendorf","Vensys","VE120","3,00","140,00","120,00","in Betrieb","31.03.2017",,"522485","5301393","LUBW      ","2025"
"Landratsamt Sigmaringen","Pfullendorf","Vensys","VE120","3,00","140,00","120,00","in Betrieb","31.03.2017",,"522385","5301768","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Dauchingen","Enercon","E40744","0,60","78,00","44,00","in Betrieb","17.01.2001",,"465032","5327117","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Fürstenberg","REpower","MD 77","1,50","90,00","77,00","in Betrieb","22.10.2003",,"468839","5304041","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Schonach","Jacobs","MD-77","1,50","105,00","77,00","in Betrieb","31.12.2002",,"438713","5331883","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Schonach","Südwind","S-77 G96","1,50","96,50","77,00","in Betrieb","02.02.2001",,"440263","5333403","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Schonach","Enercon","E-40/6.44","0,60","77,65","44,00","in Betrieb","15.07.2002",,"438236","5330470","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Schonach","Enercon","12/30","0,03","30,00","12,00","in Betrieb","15.07.2002",,"438360","5330597","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Schonach","Enercon","E-70 E4","2,00","98,20","70,00","in Betrieb","16.09.2003",,"440137","5330699","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Schonach","Enercon","E-70 E4","2,00","98,20","70,00","in Betrieb","16.09.2003",,"440460","5331217","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","St. Georgen","Enercon","E-70 E4","2,20","98,20","70,00","in Betrieb","18.06.2003",,"450839","5333575","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Gütenbach","Enercon","E-40 6.44","0,60","77,65","44,00","in Betrieb","01.01.2003",,"438037","5321928","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Gütenbach","Enercon","E-40 6.44","0,60","77,65","44,00","in Betrieb","01.01.2003",,"437854","5322255","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Gütenbach","Enercon","E-40","0,60","65,00","44,00","in Betrieb","20.12.1999",,"434770","5321845","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Gütenbach","Enercon","E-66","1,80","63,00","70,00","in Betrieb","20.12.1999",,"434803","5322048","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Gütenbach","Enercon","E-40","0,60","65,00","44,00","in Betrieb","20.12.1999",,"434818","5322261","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Villingen-Schwenningen","Nordex","N-62","1,30","69,00","62,00","in Betrieb","01.01.2001",,"462542","5326179","LUBW      ","2025"
"Landratsamt Schwarzwald-Baar-Kreis","Königsfeld Ortsteil Buchenberg","NORDEX","N117-240 EP2-2.400","2,40","120,00","117,00","in Betrieb","27.06.2017",,"451168","5334652","LUBW      ","2025"
"Landratsamt Rems-Murr-Kreis","Welzheim","Vestas","V150-4.2 MW","4,20","166,00","150,00","genehmigt, noch nicht in Betrieb",,,"544929","5410634","LUBW      ","2025"
"Landratsamt Rems-Murr-Kreis","Plüderhausen","Vestas","V162-5.6 MW","5,60","166,00","162,00","genehmigt, noch nicht in Betrieb",,,"545310","5410219","LUBW      ","2025"
"Landratsamt Rems-Murr-Kreis","Plüderhausen","Vestas","V162-5.6 MW","5,60","166,00","162,00","genehmigt, noch nicht in Betrieb",,,"545545","5409838","LUBW      ","2025"
"Landratsamt Heilbronn","Wüstenrot","Nordex","N175","6,22","179,00","175,00","genehmigt, noch nicht in Betrieb",,,"535278","5436143","LUBW      ","2025"
"Landratsamt Heilbronn","Obersulm","Nordex","N-175","6,22","179,00","175,00","genehmigt, noch nicht in Betrieb",,,"531702","5439751","LUBW      ","2025"
"Landratsamt Hohenlohekreis","Forchtenberg","Nordex","N163/6.X TCS164","6,80","164,00","163,00","genehmigt, noch nicht in Betrieb",,,"541913","5463872","LUBW      ","2025"
"Landratsamt Hohenlohekreis","Künzelsau-Morsbach","Nordex","N149/4.5 TCS 164","5,70","164,00","149,00","genehmigt, noch nicht in Betrieb",,,"552912","5456924","LUBW      ","2025"
"Landratsamt Hohenlohekreis","Kuperzell-Künsbach","Nordex","N163","6,80","118,00","163,00","genehmigt, noch nicht in Betrieb",,,"552993","5456100","LUBW      ","2025"
"Landratsamt Hohenlohekreis","Michelbach","Nordex","N133","4,80","164,00","133,20","genehmigt, noch nicht in Betrieb",,,"543151","5447116","LUBW      ","2025"
"Landratsamt Hohenlohekreis","Michelfeld","Nordex","N133","4,80","164,00","133,20","genehmigt, noch nicht in Betrieb",,,"543668","5447036","LUBW      ","2025"
"Landratsamt Hohenlohekreis","Michelfeld","Nordex","N133","4,80","164,00","133,20","genehmigt, noch nicht in Betrieb",,,"544158","5446879","LUBW      ","2025"
"Landratsamt Hohenlohekreis","Michelfeld","Nordex","N133","4,80","164,00","133,20","genehmigt, noch nicht in Betrieb",,,"543582","5445421","LUBW      ","2025"
"Landratsamt Hohenlohekreis","Michelfeld","Nordex","N133","4,80","164,00","133,20","genehmigt, noch nicht in Betrieb",,,"543517","5445813","LUBW      ","2025"
"Landratsamt Hohenlohekreis","Michelfeld","Nordex","N133","4,80","164,00","133,20","genehmigt, noch nicht in Betrieb",,,"544497","5446692","LUBW      ","2025"
"Landratsamt Hohenlohekreis","Michelfeld","Nordex","N133","4,80","164,00","133,20","genehmigt, noch nicht in Betrieb",,,"544170","5445630","LUBW      ","2025"
