"Status","","'=","in Betrieb",""
"","","'=","genehmigt, noch nicht in Betrieb",""


"Zuständige Dienststelle","Standortgemeinde","Hersteller","Typbezeichnung des Herstellers","Generatorleistung [MW]","Nabenhöhe [m]","Rotordurchmesser [m]","Status","Inbetriebnahmedatum","Stilllegedatum","Ost","Nord","Herkunft der Daten","Stand der Daten"
"Landratsamt Göppingen","Drackenstein","Nordex","N131/3300","3,30","164,00","131,00","in Betrieb","21.08.2020",,"551930","5377160","LUBW      ","2025"
"Landratsamt Göppingen","Drackenstein","Nordex","N131/3300","3,30","164,00","131,00","in Betrieb","21.08.2020",,"552543","5377520","LUBW      ","2025"
"Landratsamt Göppingen","Geislingen-Stötten und Donzdorf","ZSW","ZSW750.54","0,75","72,00","54,00","in Betrieb","01.08.2024",,"561599","5390578","LUBW      ","2025"
"Landratsamt Göppingen","Geislingen-Stötten und Donzdorf","ZSW","ZSW750.54","0,75","72,00","54,00","in Betrieb","01.08.2024",,"561556","5390440","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","General Electric","GE 2.75-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"566823","5396931","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","General Electric","GE 2.75-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"567314","5397014","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","General Electric","GE 2.75-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"567082","5397348","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","General Electric","GE 2.75-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"566890","5397760","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","General Electric","GE 2.75-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"568782","5397312","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","General Electric","GE 2.75-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"568451","5397681","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","General Electric","GE 2.75-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"568035","5397996","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","General Electric","GE 2.5-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"567554","5398293","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","General Electric","GE 2.75-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"567298","5398697","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","Gerenal Electric","GE 2.75-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"566092","5398715","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","General Electric","GE 2.75-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"566560","5399016","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","General Electric","GE 2.75-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"566427","5399419","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","General Electric","GE 2.75-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"568528","5398523","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","General Electric","GE 2.75-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"568042","5398852","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","General Electric","GE 2.75-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"565954","5399176","LUBW      ","2025"
"Landratsamt Göppingen","Lauterstein","General Electric","GE 2.75-120","2,78","139,00","120,00","in Betrieb","15.09.2016",,"567260","5399065","LUBW      ","2025"
"Landratsamt Ludwigsburg","Ingersheim","Enercon","E-82","2,00","138,00","82,00","in Betrieb","01.07.2012",,"512586","5424611","LUBW      ","2025"
"Landratsamt Rems-Murr-Kreis","Winterbach","Nordex","N131/3300","3,30","164,00","131,00","in Betrieb","29.12.2017",,"534274","5402924","LUBW      ","2025"
"Landratsamt Rems-Murr-Kreis","Winterbach","Nordex","N131/3300","3,30","164,00","131,00","in Betrieb","29.12.2017",,"534650","5402644","LUBW      ","2025"
"Landratsamt Rems-Murr-Kreis","Winterbach","Nordex","N131/3300","3,30","164,00","131,00","in Betrieb","29.12.2017",,"534950","5402200","LUBW      ","2025"
"Landratsamt Rems-Murr-Kreis","Welzheim","Fuhrländer","FL 1000","1,00","70,00","54,00","in Betrieb","23.12.2004",,"548295","5415829","LUBW      ","2025"
"Landratsamt Heilbronn","Widdern","Vestas","V 90","2,00","95,00","90,00","in Betrieb","01.06.2011",,"532059","5467544","LUBW      ","2025"
"Landratsamt Heilbronn","Löwenstein","Enercon","E-92","2,35","138,38","92,00","in Betrieb","03.12.2014",,"531813","5438188","LUBW      ","2025"
"Landratsamt Heilbronn","Löwenstein","Enercon","E-92","2,35","138,38","92,00","in Betrieb","03.12.2014",,"531656","5438523","LUBW      ","2025"
"Landratsamt Heilbronn","Widdern","Enercon","E-115","3,00","149,00","115,00","in Betrieb","21.12.2015",,"528588","5460955","LUBW      ","2025"
"Landratsamt Heilbronn","Widdern","Enercon","E-115","3,00","149,00","115,00","in Betrieb","25.11.2015",,"529112","5461041","LUBW      ","2025"
"Landratsamt Heilbronn","Widdern","Enercon","E-115","3,00","149,00","115,00","in Betrieb","29.09.2015",,"529561","5461034","LUBW      ","2025"
"Landratsamt Heilbronn","Widdern","Enercon","E-115","3,00","149,00","115,00","in Betrieb","25.11.2015",,"529849","5460553","LUBW      ","2025"
"Landratsamt Heilbronn","Hardthausen","Enercon","E-115","3,00","149,00","115,00","in Betrieb","23.12.2015",,"530015","5460261","LUBW      ","2025"
"Landratsamt Heilbronn","Hardthausen","Enercon","E-115","3,00","149,00","115,00","in Betrieb","23.12.2015",,"530719","5459967","LUBW      ","2025"
"Landratsamt Heilbronn","Hardthausen","Enercon","E-115","3,00","149,00","115,00","in Betrieb","18.12.2015",,"531216","5460044","LUBW      ","2025"
"Landratsamt Heilbronn","Hardthausen","Enercon","E-115","3,00","149,00","115,00","in Betrieb","04.12.2015",,"531599","5459804","LUBW      ","2025"
"Landratsamt Heilbronn","Hardthausen","Enercon","E-115","3,00","149,00","115,00","in Betrieb","10.11.2015",,"530288","5459200","LUBW      ","2025"
"Landratsamt Heilbronn","Möckmühl","Enercon","E-115","3,05","149,00","115,00","in Betrieb","09.12.2015",,"528246","5460973","LUBW      ","2025"
"Landratsamt Heilbronn","Jagsthausen","Enercon","E-115","3,00","149,00","115,00","in Betrieb","04.12.2015",,"530588","5460368","LUBW      ","2025"
"Landratsamt Heilbronn","Jagsthausen","Enercon","E-115","3,00","149,00","115,00","in Betrieb","23.12.2015",,"531987","5460028","LUBW      ","2025"
"Landratsamt Heilbronn","Jagsthausen","Enercon","E-115","3,00","149,00","115,00","in Betrieb","17.12.2015",,"532305","5459919","LUBW      ","2025"
"Landratsamt Heilbronn","Hardthausen","Enercon","E-115","3,00","149,00","115,70","in Betrieb","28.09.2017",,"528211","5460329","LUBW      ","2025"
"Landratsamt Heilbronn","Hardthausen","Enercon","E-115","3,00","149,00","115,70","in Betrieb","30.06.2017",,"528021","5460637","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen Ebnat","Nordex","N117","2,40","140,00","116,80","in Betrieb","30.05.2016",,"586061","5402175","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen Ebnat","Nordex","N117","2,40","140,00","116,80","in Betrieb","26.06.2016",,"586642","5402254","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen Ebnat","Nordex","N117","2,40","140,00","116,80","in Betrieb","10.06.2016",,"585389","5401485","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen Ebnat","Nordex","N 117","2,40","140,00","116,80","in Betrieb","09.06.2016",,"585881","5401726","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen Ebnat","Nordex","N117","2,40","140,00","116,80","in Betrieb","21.06.2016",,"586410","5401675","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen Ebnat","Nordex","N 117","2,40","140,00","116,80","in Betrieb","23.06.2016",,"585587","5401017","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen- Ebnat","Nordex","N117","2,40","140,00","116,80","in Betrieb","23.06.2016",,"585918","5401370","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen Ebnat","Nordex","N 117","2,40","140,00","116,80","in Betrieb","08.06.2016",,"586386","5401240","LUBW      ","2025"
"Landratsamt Ostalbkreis","Aalen Ebnat","Nordex","N 117","2,40","140,00","116,80","in Betrieb","25.06.2016",,"586133","5400815","LUBW      ","2025"
"Landratsamt Ostalbkreis","Neuler","Enercon","E-92","2,35","138,38","92,00","in Betrieb","11.12.2014",,"576626","5423782","LUBW      ","2025"
"Landratsamt Ostalbkreis","Neuler","Enercon","E 92","2,35","138,38","92,00","in Betrieb","03.12.2014",,"576783","5423601","LUBW      ","2025"
"Landratsamt Ostalbkreis","Stödtlen","Vestas","V126","3,60","87,00","126,00","in Betrieb","11.11.2022",,"594267","5427104","LUBW      ","2025"
"Landratsamt Ostalbkreis","Stödtlen","Vestas","V126","3,60","87,00","126,00","in Betrieb","11.11.2022",,"594815","5427055","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellwangen","Enercon","E - 115","3,00","149,00","115,71","in Betrieb","02.08.2016",,"577686","5424740","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellwangen","Enercon","E - 115","3,00","149,00","115,71","in Betrieb","29.06.2016",,"577562","5424217","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellwangen","Enercon","E - 115","3,00","149,00","115,71","in Betrieb","30.05.2016",,"577136","5424674","LUBW      ","2025"
"Landratsamt Ostalbkreis","Stödtlen","Enercon","E 53","0,80","73,25","53,00","in Betrieb","04.10.2014",,"592029","5427757","LUBW      ","2025"
"Landratsamt Ostalbkreis","Unterschneidheim-Zöbingen","General Electric","GE 2.75 - 120","2,78","139,00","120,00","in Betrieb","31.03.2017",,"593778","5421788","LUBW      ","2025"
"Landratsamt Ostalbkreis","Unterschneidheim-Zöbingen","General Electric","GE 2.75 - 120","2,78","139,00","120,00","in Betrieb","20.03.2017",,"593552","5421380","LUBW      ","2025"
"Landratsamt Ostalbkreis","Unterschneidheim- Zöbingen","General Elektric","GE 2,75-120","2,78","139,00","120,00","in Betrieb","10.04.2017",,"594250","5421534","LUBW      ","2025"
"Landratsamt Ostalbkreis","Unterschneidheim-Zöbingen","General Electric","GE 2,75 - 120","2,78","139,00","120,00","in Betrieb","22.04.2017",,"594725","5422294","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellwangen-Pfahlheim ","Vestas ","V 136","3,60","149,00","136,00","in Betrieb","30.09.2017",,"594140","5422860","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellwangen-Pfahlheim ","Vestas","V 136","3,60","149,00","136,00","in Betrieb","25.09.2017",,"594355","5422588","LUBW      ","2025"
"Landratsamt Ostalbkreis","Unterschneidheim-Zöbingen","Nordex","N 117","3,15","140,60","116,80","in Betrieb","29.09.2017",,"594554","5421402","LUBW      ","2025"
"Landratsamt Ostalbkreis","Unterschneidheim-Zöbingen","Vestas","V 136","3,65","149,00","136,00","in Betrieb","30.09.2017",,"593866","5421122","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellwangen-Pfahlheim ","Vestas ","V 136","3,60","149,00","136,00","in Betrieb","15.09.2017",,"593565","5422819","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellwangen-Pfahlheim","Vestas","V 136","3,60","149,00","136,00","in Betrieb","08.09.2017",,"593171","5421554","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ellwangen-Pfahlheim","Vestas","V 136","3,60","149,00","136,00","in Betrieb","25.09.2017",,"593278","5422062","LUBW      ","2025"
"Landratsamt Ostalbkreis","Neresheim - Ohmenheim","General Electrics","GE 120","2,75","139,00","120,00","in Betrieb","11.06.2016",,"599178","5405008","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ruppertshofen","Vestas","V 80","2,00","100,00","80,00","in Betrieb","01.12.2004",,"561095","5415075","LUBW      ","2025"
"Landratsamt Ostalbkreis","Ruppertshofen","Vestas","V 80","2,00","100,00","80,00","in Betrieb","01.12.2004",,"560926","5414502","LUBW      ","2025"
"Landratsamt Ostalbkreis","Eschach","Enercon","E- 82","2,00","98,30","82,00","in Betrieb","21.12.2009",,"561477","5415130","LUBW      ","2025"
"Landratsamt Ostalbkreis","Eschach","Enercon","E- 82","2,00","98,30","82,00","in Betrieb","21.12.2009",,"561573","5414798","LUBW      ","2025"
"Landratsamt Ostalbkreis","Eschach","Enercon","E- 82","2,00","98,30","82,00","in Betrieb","21.12.2009",,"561203","5414740","LUBW      ","2025"
"Stadt Karlsruhe","Karlsruhe","Fuhrländer","MD 77","1,50","85,00","77,00","in Betrieb","01.01.2003",,"451139","5430045","LUBW      ","2025"
"Stadt Karlsruhe","Karlsruhe","Senvion","MM 100","2,00","80,00","100,00","in Betrieb","11.12.2018",,"451452","5429932","LUBW      ","2025"
"Stadt Karlsruhe","Karlsruhe","Qreon","Q82","2,00","101,00","82,00","in Betrieb","21.06.2017",,"464786","5429593","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Walldürn","Fuhrländer","FL 1000","1,00","70,00","54,00","in Betrieb","01.11.2000",,"534458","5486376","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Walldürn","Fuhrländer","FL 1000","1,00","70,00","54,00","in Betrieb","01.11.2000",,"534064","5486107","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Ravenstein","Fuhrländer","MD77","1,50","100,00","77,00","in Betrieb","29.09.2007",,"538904","5471420","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Ravenstein","REpower","MD77","1,50","100,00","77,00","in Betrieb","04.12.2004",,"539028","5471244","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Rosenberg","REpower","MM 82","2,00","100,00","82,00","in Betrieb","15.06.2004",,"536516","5478606","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Rosenberg","REpower","MM 82","2,00","100,00","82,00","in Betrieb","15.06.2004",,"536379","5478843","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Seckach","REpower","MM 92","2,00","100,00","92,50","in Betrieb","24.01.2008",,"519899","5477911","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Seckach","REpower","MM92","2,00","100,00","92,50","in Betrieb","24.01.2008",,"519514","5478148","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Hardheim","Bonus","AN Bonus 1,3 MW/62","1,30","80,00","62,00","in Betrieb","14.03.2002",,"537045","5488805","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Mudau","REpower","MM92/100","2,00","100,00","92,50","in Betrieb","25.06.2010",,"518015","5489373","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Mudau","REpower","MM92/100","2,00","100,00","92,50","in Betrieb","25.06.2010",,"518564","5489454","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Mudau","REpower","MM92/100","2,00","100,00","92,50","in Betrieb","25.06.2010",,"518697","5489792","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Hardheim","Bonus","AN Bonus 1,3 MW/62","1,30","80,00","62,00","in Betrieb","19.03.2002",,"536988","5488490","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Hardheim","Enercon","E-82","2,30","108,30","82,00","in Betrieb","19.06.2012",,"537234","5488981","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Hardheim","Enercon","E-82 E2","2,30","108,30","82,00","in Betrieb","18.06.2012",,"537350","5488598","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Hardheim","Enercon","E-58","1,00","90,00","58,00","in Betrieb","17.05.2002",,"537285","5489310","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Walldürn","REpower","MM 92/100","2,05","100,00","92,50","in Betrieb","22.12.2011",,"533758","5486260","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Walldürn","REpower","MM 92/100","2,05","100,00","92,50","in Betrieb","22.12.2011",,"534694","5486798","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Buchen","Fuhrländer","FLMD 77","1,50","85,00","77,00","in Betrieb","25.10.2002",,"527187","5486355","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Buchen","Fuhrländer","FLMD77","1,50","85,00","77,00","in Betrieb","25.10.2002",,"526682","5486461","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Ravenstein","REpower","MD77","1,50","100,00","77,00","in Betrieb","04.12.2004",,"538747","5471607","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Ravenstein","REpower","MM 92","2,00","100,00","92,50","in Betrieb","29.09.2007",,"539025","5470881","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Buchen","Repower","Repower 3.2 M114","3,20","143,00","114,00","in Betrieb","30.11.2013",,"529066","5488210","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Buchen","Repower","Repower 3.2 M114","3,20","143,00","114,00","in Betrieb","30.11.2013",,"528757","5487665","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Buchen","Repower","Repower 3.2 M114","3,20","143,00","114,00","in Betrieb","30.11.2013",,"528998","5487344","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Buchen","Repower","Repower 3.2 M114","3,20","143,00","114,00","in Betrieb","30.11.2013",,"527789","5487638","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Buchen","Repower","Repower 3.2 M114","3,20","143,00","114,00","in Betrieb","30.11.2013",,"528921","5486975","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Ravenstein","General Electric Company","GE 2.5 -120","2,50","139,00","120,00","in Betrieb","13.08.2015",,"535066","5474046","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Ravenstein","General Electric Company","GE 2.5 - 120","2,50","139,00","120,00","in Betrieb","19.08.2015",,"535241","5473719","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Ravenstein","General Electric Company","GE 2.5 - 120","2,50","139,00","120,00","in Betrieb","24.08.2015",,"535620","5474094","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Ravenstein","General Electric Company","GE 2.5 - 120","2,50","139,00","120,00","in Betrieb","31.08.2015",,"535701","5473669","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Rosenberg","GE Power & Water","GE 2.75-120","2,78","139,00","120,00","in Betrieb","24.10.2016",,"536725","5478957","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Rosenberg","GE Power & Water","GE 2.75-120","2,78","139,00","120,00","in Betrieb","28.10.2016",,"537137","5479341","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Buchen-Hainstadt","Vestas","V126-3.45 MW","3,45","149,00","126,00","in Betrieb","20.03.2023",,"521546","5489950","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Buchen-Hainstadt","Vestas","V126-3.45 MW","3,45","149,00","126,00","in Betrieb","28.03.2023",,"521776","5489667","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Buchen-Hainstadt","Vestas","V126-3.45 MW","3,45","149,00","126,00","in Betrieb","21.03.2023",,"522176","5489594","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Buchen-Hainstadt","Vestas","V126-3.45 MW","3,45","149,00","126,00","in Betrieb","27.03.2023",,"521970","5489100","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Gerichtstetten","Enercon","E141 EP4","4,20","158,95","141,00","in Betrieb","31.03.2018",,"537753","5485491","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Gerichtstetten","Enercon","E141 EP4","4,20","158,95","141,00","in Betrieb","31.03.2018",,"537794","5485098","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Gerichtstetten","Enercon","E141 EP4","4,20","158,95","141,00","in Betrieb","29.06.2018",,"536920","5485237","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Gerichtstetten","Enercon","E141 EP4","4,20","158,95","141,00","in Betrieb","20.06.2018",,"537220","5484799","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Hardheim - Gereichtstetten","Enercon","E-138 EP3","3,50","130,30","138,60","in Betrieb","04.03.2021",,"537801","5485844","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Hardheim-Gerichtstetten","Enercon","E-138 EP3","3,50","130,03","138,60","in Betrieb","30.03.2021",,"537222","5485708","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Walldürn-Altheim","Enercon","E-160 EP5 E3","5,56","166,60","160,00","in Betrieb","07.03.2024",,"534526","5487166","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Hardheim-Bretzingen","Enercon","E-138 EP3 E3","4,26","130,64","138,25","in Betrieb","04.09.2025",,"533766","5492629","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Hardheim-Bretzingen","Enercon","E-138 EP3 E3","4,26","130,64","138,25","in Betrieb","13.09.2025",,"532611","5492498","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Höpfingen + Bretzingen (Flst.-Nr. 16055)","Enercon","E-115 EP3 E3","4,20","148,98","115,71","in Betrieb","03.09.2025",,"532551","5492991","LUBW      ","2025"
"Landratsamt Neckar-Odenwald-Kreis","Höpfingen-Waldstetten","Enercon","E-138 EP3 E3","4,26","160,00","138,25","in Betrieb","13.09.2025",,"532554","5491842","LUBW      ","2025"
"Landratsamt Calw","Simmersfeld Fünfbronn","Vestas","V 80","2,00","100,00","80,00","in Betrieb","29.06.2007",,"460665","5386684","LUBW      ","2025"
"Landratsamt Calw","Simmersfeld Fünfbronn","Vestas","V 80","2,00","100,00","80,00","in Betrieb","29.06.2007",,"460515","5386133","LUBW      ","2025"
"Landratsamt Calw","Simmersfeld Fünfbronn","Vestas","V 80","2,00","100,00","80,00","in Betrieb","29.06.2007",,"460348","5385858","LUBW      ","2025"
"Landratsamt Calw","Simmersfeld Fünfbronn","Vestas","V 80","2,00","100,00","80,00","in Betrieb","29.06.2007",,"460172","5385585","LUBW      ","2025"
"Landratsamt Calw","Simmersfeld Fünfbronn","Vestas","V 90","2,00","125,00","90,00","in Betrieb","29.06.2007",,"460677","5385626","LUBW      ","2025"
"Landratsamt Calw","Simmersfeld Fünfbronn","Vestas","V 90","2,00","125,00","90,00","in Betrieb","29.06.2007",,"460774","5386298","LUBW      ","2025"
"Landratsamt Calw","Simmersfeld Fünfbronn","Vestas","V 90","2,00","125,00","90,00","in Betrieb","29.06.2007",,"460733","5385923","LUBW      ","2025"
"Landratsamt Calw","Simmersfeld Fünfbronn","Vestas","V 90","2,00","125,00","90,00","in Betrieb","29.06.2007",,"460620","5385328","LUBW      ","2025"
"Landratsamt Calw","Simmersfeld Fünfbronn","Vestas","V 90","2,00","125,00","90,00","in Betrieb","29.06.2007",,"460350","5385029","LUBW      ","2025"
"Landratsamt Calw","Schömberg Langenbrand","Nordex","N 149 STE","4,50","164,00","149,00","in Betrieb","10.06.2024",,"471036","5406382","LUBW      ","2025"
"Landratsamt Calw","Bad Wildbad Calmbach","Vestas","V162","5,60","166,00","162,00","in Betrieb","25.07.2025",,"471236","5401090","LUBW      ","2025"
"Landratsamt Calw","Bad Wildbad Calmbach","Vestas","V162","5,60","166,00","162,00","in Betrieb","07.08.2025",,"472007","5401259","LUBW      ","2025"
"Landratsamt Enzkreis","Straubenhardt","Siemens","SWT 3.0-113","3,00","142,50","113,00","in Betrieb","09.02.2018",,"465752","5407224","LUBW      ","2025"
"Landratsamt Enzkreis","Straubenhardt","Siemens","SWT 3.0-113","3,00","142,50","113,00","in Betrieb","15.02.2018",,"465593","5407537","LUBW      ","2025"
"Landratsamt Enzkreis","Straubenhardt","Siemens","SWT 3.0-113","3,00","142,50","113,00","in Betrieb","03.03.2018",,"464450","5408067","LUBW      ","2025"
"Landratsamt Enzkreis","Straubenhardt","Siemens","SWT 3.0-113","3,00","142,50","113,00","in Betrieb","28.02.2018",,"463984","5408100","LUBW      ","2025"
"Landratsamt Enzkreis","Straubenhardt","Siemens","SWT 3.0-113","3,00","142,50","113,00","in Betrieb","12.03.2018",,"463993","5408484","LUBW      ","2025"
"Landratsamt Enzkreis","Straubenhardt","Siemens","SWT 3.0-113","3,00","142,50","113,00","in Betrieb","19.12.2017",,"465913","5406516","LUBW      ","2025"
"Landratsamt Enzkreis","Straubenhardt","Siemens","SWT 3.0-113","3,00","142,50","113,00","in Betrieb","19.12.2017",,"465579","5406715","LUBW      ","2025"
"Landratsamt Enzkreis","Straubenhardt","Siemens","SWT 3.0-113","3,00","142,50","113,00","in Betrieb","30.12.2017",,"465065","5406659","LUBW      ","2025"
"Landratsamt Enzkreis","Straubenhardt","Siemens","SWT 3.0-113","3,00","142,50","113,00","in Betrieb","19.01.2018",,"464600","5406879","LUBW      ","2025"
"Landratsamt Enzkreis","Straubenhardt","Siemens","SWT 3.0-113","3,00","142,50","113,00","in Betrieb","25.01.2018",,"464111","5406942","LUBW      ","2025"
"Landratsamt Enzkreis","Straubenhardt","Siemens","SWT 3.0-113","3,00","142,50","113,00","in Betrieb","02.02.2018",,"465156","5407012","LUBW      ","2025"
"Landratsamt Enzkreis","Neuenbürg-Waldrennach","NORDEX, Rostock","NORDEX N149 4.5","4,50","164,00","149,00","in Betrieb","11.06.2024",,"470687","5406658","LUBW      ","2025"
"Landratsamt Enzkreis","Neuenbürg-Waldrennach","NORDEX, Rostock","NORDEX N149 4.5","4,50","164,00","149,00","in Betrieb","22.07.2024",,"470747","5407129","LUBW      ","2025"
"Landratsamt Ortenaukreis","Ettenheim","General Electric","GE 2.5-120","2,75","139,00","120,00","in Betrieb","03.06.2016",,"419942","5345593","LUBW      ","2025"
"Landratsamt Ortenaukreis","Ettenheim","General Electric","GE 2.5-120","2,75","139,00","120,00","in Betrieb","23.05.2016",,"420185","5345413","LUBW      ","2025"
"Landratsamt Ortenaukreis","Ettenheim","General Electric","GE 2.5-120","2,75","139,00","120,00","in Betrieb","25.05.2016",,"420395","5345181","LUBW      ","2025"
"Landratsamt Ortenaukreis","Seelbach","General Electric","GE 2.5-120","2,75","139,00","120,00","in Betrieb","09.05.2016",,"419896","5347132","LUBW      ","2025"
"Landratsamt Ortenaukreis","Schuttertal","General Electric","GE 2.5-120","2,75","139,00","120,00","in Betrieb","02.06.2016",,"420615","5344818","LUBW      ","2025"
"Landratsamt Ortenaukreis","Schuttertal","General Electric","GE 2.5-120","2,75","139,00","120,00","in Betrieb","13.06.2016",,"420796","5344310","LUBW      ","2025"
"Landratsamt Ortenaukreis","Steinach","Enercon","E 115","3,05","149,00","115,70","in Betrieb","14.06.2016",,"425312","5347990","LUBW      ","2025"
"Landratsamt Ortenaukreis","Schuttertal","Enercon","E 115","3,05","149,00","115,70","in Betrieb","19.05.2016",,"425359","5348537","LUBW      ","2025"
"Landratsamt Ortenaukreis","Schuttertal","Enercon","E 115","3,05","149,00","115,70","in Betrieb","29.03.2016",,"425320","5348948","LUBW      ","2025"
"Landratsamt Ortenaukreis","Schuttertal","Enercon","E 115","3,05","149,00","115,70","in Betrieb","23.03.2016",,"425167","5349259","LUBW      ","2025"
"Landratsamt Ortenaukreis","Hornberg-Reichenbach","Vestas","V-136-4,2","4,20","149,00","136,00","in Betrieb","14.06.2021",,"448743","5339795","LUBW      ","2025"
