repo,date,commit_count
torvalds/linux,2020-07-27,327
torvalds/linux,2020-07-28,324
torvalds/linux,2020-07-29,230
torvalds/linux,2020-07-30,306
torvalds/linux,2020-07-31,220
torvalds/linux,2020-08-01,55
torvalds/linux,2020-08-02,79
torvalds/linux,2020-08-03,271
torvalds/linux,2020-08-04,255
torvalds/linux,2020-08-05,191
torvalds/linux,2020-08-06,427
torvalds/linux,2020-08-07,197
torvalds/linux,2020-08-08,55
torvalds/linux,2020-08-09,80
torvalds/linux,2020-08-10,183
torvalds/linux,2020-08-11,331
torvalds/linux,2020-08-12,160
torvalds/linux,2020-08-13,181
torvalds/linux,2020-08-14,263
torvalds/linux,2020-08-15,71
torvalds/linux,2020-08-16,34
torvalds/linux,2020-08-17,358
torvalds/linux,2020-08-18,364
torvalds/linux,2020-08-19,313
torvalds/linux,2020-08-20,247
torvalds/linux,2020-08-21,299
torvalds/linux,2020-08-22,113
torvalds/linux,2020-08-23,109
torvalds/linux,2020-08-24,235
torvalds/linux,2020-08-25,322
torvalds/linux,2020-08-26,341
torvalds/linux,2020-08-27,307
torvalds/linux,2020-08-28,219
torvalds/linux,2020-08-29,137
torvalds/linux,2020-08-30,116
torvalds/linux,2020-08-31,245
torvalds/linux,2020-09-01,351
torvalds/linux,2020-09-02,331
torvalds/linux,2020-09-03,407
torvalds/linux,2020-09-04,310
torvalds/linux,2020-09-05,90
torvalds/linux,2020-09-06,59
torvalds/linux,2020-09-07,371
torvalds/linux,2020-09-08,301
torvalds/linux,2020-09-09,274
torvalds/linux,2020-09-10,410
torvalds/linux,2020-09-11,345
torvalds/linux,2020-09-12,82
torvalds/linux,2020-09-13,105
torvalds/linux,2020-09-14,370
torvalds/linux,2020-09-15,329
torvalds/linux,2020-09-16,389
torvalds/linux,2020-09-17,371
torvalds/linux,2020-09-18,410
torvalds/linux,2020-09-19,114
torvalds/linux,2020-09-20,155
torvalds/linux,2020-09-21,440
torvalds/linux,2020-09-22,288
torvalds/linux,2020-09-23,322
torvalds/linux,2020-09-24,344
torvalds/linux,2020-09-25,382
torvalds/linux,2020-09-26,201
torvalds/linux,2020-09-27,166
torvalds/linux,2020-09-28,327
torvalds/linux,2020-09-29,435
torvalds/linux,2020-09-30,383
torvalds/linux,2020-10-01,248
torvalds/linux,2020-10-02,262
torvalds/linux,2020-10-03,135
torvalds/linux,2020-10-04,95
torvalds/linux,2020-10-05,257
torvalds/linux,2020-10-06,180
torvalds/linux,2020-10-07,213
torvalds/linux,2020-10-08,269
torvalds/linux,2020-10-09,214
torvalds/linux,2020-10-10,72
torvalds/linux,2020-10-11,79
torvalds/linux,2020-10-12,256
torvalds/linux,2020-10-13,382
torvalds/linux,2020-10-14,219
torvalds/linux,2020-10-15,361
torvalds/linux,2020-10-16,161
torvalds/linux,2020-10-17,57
torvalds/linux,2020-10-18,41
torvalds/linux,2020-10-19,228
torvalds/linux,2020-10-20,198
torvalds/linux,2020-10-21,190
torvalds/linux,2020-10-22,196
torvalds/linux,2020-10-23,201
torvalds/linux,2020-10-24,79
torvalds/linux,2020-10-25,72
torvalds/linux,2020-10-26,265
torvalds/linux,2020-10-27,297
torvalds/linux,2020-10-28,256
torvalds/linux,2020-10-29,278
torvalds/linux,2020-10-30,298
torvalds/linux,2020-10-31,191
torvalds/linux,2020-11-01,152
torvalds/linux,2020-11-02,382
torvalds/linux,2020-11-03,420
torvalds/linux,2020-11-04,314
torvalds/linux,2020-11-05,280
torvalds/linux,2020-11-06,343
torvalds/linux,2020-11-07,93
torvalds/linux,2020-11-08,103
torvalds/linux,2020-11-09,337
torvalds/linux,2020-11-10,346
torvalds/linux,2020-11-11,256
torvalds/linux,2020-11-12,299
torvalds/linux,2020-11-13,477
torvalds/linux,2020-11-14,61
torvalds/linux,2020-11-15,150
torvalds/linux,2020-11-16,462
torvalds/linux,2020-11-17,290
torvalds/linux,2020-11-18,210
torvalds/linux,2020-11-19,366
torvalds/linux,2020-11-20,455
torvalds/linux,2020-11-21,101
torvalds/linux,2020-11-22,60
torvalds/linux,2020-11-23,304
torvalds/linux,2020-11-24,302
torvalds/linux,2020-11-25,280
torvalds/linux,2020-11-26,357
torvalds/linux,2020-11-27,317
torvalds/linux,2020-11-28,105
torvalds/linux,2020-11-29,94
torvalds/linux,2020-11-30,317
torvalds/linux,2020-12-01,317
torvalds/linux,2020-12-02,343
torvalds/linux,2020-12-03,303
torvalds/linux,2020-12-04,311
torvalds/linux,2020-12-05,94
torvalds/linux,2020-12-06,119
torvalds/linux,2020-12-07,341
torvalds/linux,2020-12-08,333
torvalds/linux,2020-12-09,364
torvalds/linux,2020-12-10,357
torvalds/linux,2020-12-11,253
torvalds/linux,2020-12-12,64
torvalds/linux,2020-12-13,64
torvalds/linux,2020-12-14,468
torvalds/linux,2020-12-15,423
torvalds/linux,2020-12-16,236
torvalds/linux,2020-12-17,201
torvalds/linux,2020-12-18,180
torvalds/linux,2020-12-19,46
torvalds/linux,2020-12-20,57
torvalds/linux,2020-12-21,112
torvalds/linux,2020-12-22,172
torvalds/linux,2020-12-23,145
torvalds/linux,2020-12-24,96
torvalds/linux,2020-12-25,44
torvalds/linux,2020-12-26,24
torvalds/linux,2020-12-27,40
torvalds/linux,2020-12-28,113
torvalds/linux,2020-12-29,125
torvalds/linux,2020-12-30,100
torvalds/linux,2020-12-31,41
