Fight_Id,Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id_x,Result_1,Result_2,Time Format,Referee,Method Details,Kd_1,Kd_2,Sig. Str._1,Sig. Str._2,Sig. Str. %_1,Sig. Str. %_2,Total Str._1,Total Str._2,Td_1,Td_2,Td %_1,Td %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_1,Head_2,Body_1,Body_2,Leg_1,Leg_2,Distance_1,Distance_2,Clinch_1,Clinch_2,Ground_1,Ground_2,Event_Id_y
7200343d2e957cf3,win,Marlon Vera,Sean O'Malley,0,0,18,10,0,0,0,0,Bantamweight,KO/TKO Elbows,1,4:40,bda04c573563cc2e,L,W,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Guard,0,0,10 of 21,18 of 30,47%,60%,10 of 21,18 of 30,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:11,3 of 12,5 of 10,4 of 6,4 of 10,3 of 3,9 of 10,10 of 21,11 of 22,0 of 0,0 of 0,0 of 0,7 of 8,bda04c573563cc2e
dc24c4759651c6ad,win,Jairzinho Rozenstruik,Junior Dos Santos,1,0,42,24,0,0,0,0,Heavyweight,KO/TKO Punch,2,3:47,bda04c573563cc2e,L,W,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,0,1,24 of 44,42 of 66,54%,63%,24 of 44,42 of 66,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:09,6 of 22,21 of 41,13 of 15,1 of 2,5 of 7,20 of 23,24 of 44,30 of 49,0 of 0,0 of 0,0 of 0,12 of 17,bda04c573563cc2e
0d9e9127c62811f9,win,Daniel Pineda,Herbert Burns,0,0,57,10,1,3,0,0,Featherweight,KO/TKO Elbows,2,4:37,bda04c573563cc2e,L,W,3 Rnd (5-5-5),Mark Smith,Elbows to Head From Crucifix,0,0,10 of 22,57 of 75,45%,76%,35 of 48,173 of 205,3 of 4,1 of 2,75%,50%,0,0,0,1,2:39,6:13,6 of 15,50 of 65,2 of 5,4 of 7,2 of 2,3 of 3,5 of 15,8 of 13,1 of 2,1 of 1,4 of 5,48 of 61,bda04c573563cc2e
57939328c1214107,win,Merab Dvalishvili,John Dodson,0,0,50,27,2,0,0,0,Bantamweight,U-DEC,3,5:00,bda04c573563cc2e,L,W,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary27 - 30.Sal D'amato27 - 30.Rick Winter27 - 30.,0,0,27 of 86,50 of 133,31%,37%,31 of 90,88 of 171,0 of 0,2 of 20,---,10%,0,0,0,0,0:04,3:44,11 of 63,16 of 94,9 of 16,4 of 9,7 of 7,30 of 30,26 of 83,25 of 108,1 of 3,25 of 25,0 of 0,0 of 0,bda04c573563cc2e
054794810817c1cc,win,Vinc Pichel,Jim Miller,0,0,41,14,3,2,0,2,Lightweight,U-DEC,3,5:00,bda04c573563cc2e,L,W,3 Rnd (5-5-5),Herb Dean,Sal D'amato28 - 29.Dave Hagen28 - 29.Eric Colon27 - 29.,0,0,14 of 39,41 of 78,35%,52%,26 of 57,84 of 124,2 of 2,3 of 5,100%,60%,2,0,1,0,5:10,6:34,6 of 30,27 of 64,5 of 6,11 of 11,3 of 3,3 of 3,7 of 27,15 of 35,4 of 6,9 of 11,3 of 6,17 of 32,bda04c573563cc2e
5081319e58f9759f,win,Virna Jandiroba,Felice Herrig,0,0,4,1,1,0,2,0,Women's Strawweight,SUB Armbar,1,1:44,bda04c573563cc2e,L,W,3 Rnd (5-5-5),Marc Goddard,Armbar From Mount,0,0,1 of 1,4 of 5,100%,80%,3 of 3,12 of 15,0 of 0,1 of 1,---,100%,0,2,0,0,0:00,1:33,0 of 0,4 of 5,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,4 of 5,bda04c573563cc2e
3e4b8bd71e8bceb2,win,Danny Chavez,TJ Brown,0,0,49,43,4,0,0,0,Featherweight,U-DEC,3,5:00,bda04c573563cc2e,L,W,3 Rnd (5-5-5),Dan Miragliotta,Eric Colon28 - 29.Sal D'amato28 - 29.Junichiro Kamijo28 - 29.,0,0,43 of 139,49 of 110,30%,44%,59 of 156,52 of 113,0 of 6,4 of 4,0%,100%,0,0,0,0,1:03,2:05,25 of 103,23 of 81,12 of 24,8 of 9,6 of 12,18 of 20,38 of 132,40 of 97,5 of 7,0 of 0,0 of 0,9 of 13,bda04c573563cc2e
745bdd823161da89,win,Livinha Souza,Ashley Yoder,0,0,46,32,1,0,0,0,Women's Strawweight,U-DEC,3,5:00,bda04c573563cc2e,L,W,3 Rnd (5-5-5),Mark Smith,Mike Bell28 - 29.Junichiro Kamijo28 - 29.Dave Hagen27 - 30.,0,0,32 of 114,46 of 70,28%,65%,89 of 176,70 of 95,0 of 1,1 of 4,0%,25%,0,0,0,0,3:50,2:43,23 of 92,15 of 33,6 of 14,8 of 11,3 of 8,23 of 26,32 of 112,36 of 55,0 of 2,5 of 7,0 of 0,5 of 8,bda04c573563cc2e
2e9ad55f2e2f7c56,win,Chris Daukaus,Parker Porter,2,0,37,17,0,0,0,0,Heavyweight,KO/TKO Knee,1,4:28,bda04c573563cc2e,W,L,3 Rnd (5-5-5),Herb Dean,Knee to Head At Distance,2,0,37 of 59,17 of 52,62%,32%,45 of 67,18 of 53,0 of 0,0 of 0,---,---,0,0,0,0,0:35,0:00,29 of 49,12 of 44,4 of 6,1 of 4,4 of 4,4 of 4,29 of 50,14 of 47,6 of 7,3 of 5,2 of 2,0 of 0,bda04c573563cc2e
86deadaab9905a03,win,Kai Kamaka,Tony Kelley,0,0,114,114,5,0,0,0,Featherweight,U-DEC,3,5:00,bda04c573563cc2e,W,L,3 Rnd (5-5-5),Chris Tognoni,Mike Bell28 - 29.Derek Cleary28 - 29.Tony Weeks28 - 29.,0,0,114 of 185,114 of 226,61%,50%,138 of 216,185 of 298,5 of 5,0 of 1,100%,0%,0,0,0,0,5:09,0:00,49 of 113,63 of 152,64 of 71,35 of 54,1 of 1,16 of 20,90 of 160,76 of 182,22 of 22,38 of 44,2 of 3,0 of 0,bda04c573563cc2e
a2e34655a41ba45c,win,Derrick Lewis,Aleksei Oleinik,1,0,35,2,1,1,0,2,Heavyweight,KO/TKO Punches,2,0:21,7a82635ffa9b59fe,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head On Ground,1,0,35 of 42,2 of 6,83%,33%,35 of 42,3 of 7,1 of 1,1 of 1,100%,100%,0,2,1,1,2:39,2:21,34 of 41,1 of 4,1 of 1,1 of 2,0 of 0,0 of 0,5 of 7,1 of 5,0 of 0,0 of 0,30 of 35,1 of 1,7a82635ffa9b59fe
22e10b23784e5efc,win,Chris Weidman,Omari Akhmedov,0,0,29,33,5,4,0,0,Middleweight,U-DEC,3,5:00,7a82635ffa9b59fe,L,W,3 Rnd (5-5-5),Jason Herzog,Mike Bell27 - 29.Ron McCarthy27 - 29.Eric Colon28 - 29.,0,0,33 of 91,29 of 56,36%,51%,60 of 118,67 of 98,4 of 8,5 of 16,50%,31%,0,0,0,0,1:34,8:17,25 of 81,25 of 50,7 of 9,4 of 6,1 of 1,0 of 0,21 of 74,17 of 42,8 of 11,1 of 2,4 of 6,11 of 12,7a82635ffa9b59fe
c2ddadfa1a1056be,win,Darren Stewart,Maki Pitolo,0,0,13,12,0,1,1,0,Middleweight,SUB Guillotine Choke,1,3:41,7a82635ffa9b59fe,L,W,3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke From Bottom Half Guard,0,0,12 of 31,13 of 38,38%,34%,14 of 33,14 of 39,1 of 1,0 of 1,100%,0%,0,1,0,0,0:17,0:19,7 of 22,9 of 32,4 of 8,2 of 4,1 of 1,2 of 2,12 of 31,13 of 38,0 of 0,0 of 0,0 of 0,0 of 0,7a82635ffa9b59fe
ad62675e819e92fc,win,Yana Santos,Julija Stoliarenko,0,0,43,6,1,0,0,0,Women's Bantamweight,U-DEC,3,5:00,7a82635ffa9b59fe,W,L,3 Rnd (5-5-5),Mark Smith,Derek Cleary26 - 30.Eric Colon27 - 30.Ron McCarthy27 - 30.,0,0,43 of 57,6 of 26,75%,23%,209 of 254,30 of 50,1 of 2,0 of 1,50%,0%,0,0,0,0,13:16,0:21,20 of 34,5 of 23,20 of 20,1 of 3,3 of 3,0 of 0,8 of 19,5 of 23,29 of 32,1 of 3,6 of 6,0 of 0,7a82635ffa9b59fe
cfb189e326553f0a,win,Beneil Dariush,Scott Holtzman,1,0,36,9,0,0,0,0,Lightweight,KO/TKO Spinning Back Fist,1,4:38,7a82635ffa9b59fe,W,L,3 Rnd (5-5-5),Herb Dean,Spinning Back Fist Head,1,0,36 of 64,9 of 18,56%,50%,36 of 64,11 of 20,0 of 2,0 of 1,0%,0%,0,0,0,0,1:57,0:24,30 of 57,4 of 12,3 of 4,3 of 4,3 of 3,2 of 2,33 of 60,9 of 18,3 of 4,0 of 0,0 of 0,0 of 0,7a82635ffa9b59fe
6f1892ed71d943d7,win,Tim Means,Laureano Staropoli,1,0,85,71,2,0,0,0,Welterweight,U-DEC,3,5:00,7a82635ffa9b59fe,W,L,3 Rnd (5-5-5),Jason Herzog,Junichiro Kamijo27 - 30.Ron McCarthy28 - 29.Derek Cleary28 - 29.,1,0,85 of 147,71 of 161,57%,44%,126 of 189,81 of 172,2 of 6,0 of 1,33%,0%,0,0,0,0,6:07,0:04,55 of 115,47 of 121,23 of 25,19 of 35,7 of 7,5 of 5,61 of 115,70 of 159,22 of 29,1 of 2,2 of 3,0 of 0,7a82635ffa9b59fe
05f6459d1f3ed13f,win,Kevin Holland,Joaquin Buckley,2,0,79,40,0,0,0,0,Middleweight,KO/TKO Punch,3,0:32,7a82635ffa9b59fe,W,L,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,2,0,79 of 134,40 of 120,58%,33%,86 of 141,41 of 121,0 of 0,0 of 2,---,0%,0,0,0,0,0:12,0:13,45 of 86,6 of 59,18 of 32,31 of 58,16 of 16,3 of 3,71 of 124,33 of 110,5 of 7,7 of 10,3 of 3,0 of 0,7a82635ffa9b59fe
26173f6491300eaa,win,Nasrat Haqparast,Alexander Munoz,0,0,104,37,0,1,0,0,Lightweight,U-DEC,3,5:00,7a82635ffa9b59fe,W,L,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary27 - 30.Dave Hagen27 - 30.Chris Lee27 - 30.,0,0,104 of 215,37 of 144,48%,25%,108 of 219,40 of 147,0 of 0,1 of 8,---,12%,0,0,0,0,0:02,0:54,93 of 201,32 of 136,11 of 14,3 of 5,0 of 0,2 of 3,103 of 214,33 of 140,1 of 1,4 of 4,0 of 0,0 of 0,7a82635ffa9b59fe
e8f4e8ff49678b44,win,Andrew Sanchez,Wellington Turman,1,0,28,21,0,0,0,0,Middleweight,KO/TKO Punch,1,4:14,7a82635ffa9b59fe,W,L,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,1,0,28 of 55,21 of 51,50%,41%,40 of 68,26 of 56,0 of 1,0 of 1,0%,0%,0,0,0,0,1:11,0:00,23 of 48,16 of 40,4 of 6,1 of 7,1 of 1,4 of 4,26 of 53,21 of 51,0 of 0,0 of 0,2 of 2,0 of 0,7a82635ffa9b59fe
1308213458d8596b,win,Gavin Tucker,Justin Jaynes,0,1,87,41,1,0,4,1,Featherweight,SUB Rear Naked Choke,3,1:43,7a82635ffa9b59fe,W,L,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke,0,1,87 of 211,41 of 101,41%,40%,88 of 212,42 of 103,1 of 2,0 of 1,50%,0%,4,1,1,1,1:24,0:38,61 of 177,30 of 84,23 of 30,11 of 17,3 of 4,0 of 0,86 of 207,31 of 87,1 of 3,2 of 2,0 of 1,8 of 12,7a82635ffa9b59fe
e255fc129f225a55,win,Youssef Zalal,Peter Barrett,1,0,54,23,3,0,3,0,Featherweight,U-DEC,3,5:00,7a82635ffa9b59fe,W,L,3 Rnd (5-5-5),Mark Smith,Mike Bell26 - 30.Ron McCarthy26 - 30.Tony Weeks27 - 30.,1,0,54 of 92,23 of 57,58%,40%,82 of 129,68 of 107,3 of 5,0 of 2,60%,0%,3,0,0,0,6:54,1:34,40 of 74,13 of 43,6 of 10,9 of 12,8 of 8,1 of 2,41 of 70,15 of 48,1 of 3,8 of 9,12 of 19,0 of 0,7a82635ffa9b59fe
5c8d9d893d163d51,win,Irwin Rivera,Ali AlQaisi,0,0,36,44,2,2,0,1,Bantamweight,S-DEC,3,5:00,7a82635ffa9b59fe,W,L,3 Rnd (5-5-5),Chris Tognoni,Eric Colon28 - 29.Dave Hagen29 - 28.Junichiro Kamijo28 - 29.,0,0,36 of 73,44 of 105,49%,41%,45 of 82,54 of 118,2 of 5,2 of 9,40%,22%,0,1,0,0,1:02,1:55,30 of 61,28 of 86,5 of 10,7 of 9,1 of 2,9 of 10,28 of 62,36 of 96,5 of 8,8 of 9,3 of 3,0 of 0,7a82635ffa9b59fe
0b88d0c76f9cd7e4,win,Derek Brunson,Edmen Shahbazyan,0,0,88,35,4,0,0,0,Middleweight,KO/TKO Punches,3,0:26,3746e21bb508391a,W,L,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,0,0,88 of 145,35 of 72,60%,48%,107 of 164,38 of 75,4 of 8,0 of 0,50%,---,0,0,0,0,3:06,0:03,58 of 106,17 of 50,15 of 21,18 of 22,15 of 18,0 of 0,53 of 95,26 of 63,9 of 17,9 of 9,26 of 33,0 of 0,3746e21bb508391a
5885445f39dac389,win,Jennifer Maia,Joanne Wood,0,0,20,26,0,1,1,0,Women's Flyweight,SUB Armbar,1,4:29,3746e21bb508391a,L,W,3 Rnd (5-5-5),Jason Herzog,Armbar From Bottom Guard,0,0,26 of 49,20 of 37,53%,54%,33 of 57,31 of 49,1 of 1,0 of 0,100%,---,0,1,0,0,2:11,0:00,6 of 25,16 of 32,9 of 9,3 of 4,11 of 15,1 of 1,24 of 45,18 of 35,0 of 1,2 of 2,2 of 3,0 of 0,3746e21bb508391a
2fb1abeb337e0ccc,win,Vicente Luque,Randy Brown,2,0,64,61,0,1,0,0,Welterweight,KO/TKO Knee,2,4:56,3746e21bb508391a,W,L,3 Rnd (5-5-5),Mark Smith,Knee to Head In Clinch,2,0,64 of 122,61 of 133,52%,45%,76 of 134,66 of 138,0 of 0,1 of 2,---,50%,0,0,0,0,1:06,0:52,33 of 88,35 of 102,5 of 6,13 of 18,26 of 28,13 of 13,56 of 111,53 of 122,3 of 3,8 of 10,5 of 8,0 of 1,3746e21bb508391a
0b21755eb0897396,win,King Green,Lando Vannata,1,0,115,54,3,1,0,0,Lightweight,U-DEC,3,5:00,3746e21bb508391a,L,W,3 Rnd (5-5-5),Herb Dean,Junichiro Kamijo26 - 30.Mike Bell27 - 30.Derek Cleary27 - 30.,0,1,54 of 127,115 of 195,42%,58%,64 of 139,136 of 219,1 of 2,3 of 3,50%,100%,0,0,0,0,0:27,3:05,31 of 99,67 of 135,16 of 21,20 of 30,7 of 7,28 of 30,45 of 115,89 of 160,9 of 12,11 of 12,0 of 0,15 of 23,3746e21bb508391a
94b48b98d0292720,win,Jonathan Martinez,Frankie Saenz,3,0,79,39,1,1,0,0,Bantamweight,KO/TKO Knee,3,0:57,3746e21bb508391a,L,W,3 Rnd (5-5-5),Chris Tognoni,Knee to Head At Distance,0,3,39 of 72,79 of 133,54%,59%,52 of 85,88 of 143,1 of 4,1 of 1,25%,100%,0,0,0,0,1:10,0:45,12 of 43,48 of 90,8 of 10,28 of 40,19 of 19,3 of 3,30 of 63,57 of 107,9 of 9,3 of 4,0 of 0,19 of 22,3746e21bb508391a
6ba9f6a7a9361354,win,Nate Maness,Johnny Munoz,0,0,21,49,1,2,0,1,Featherweight,U-DEC,3,5:00,3746e21bb508391a,L,W,3 Rnd (5-5-5),Mark Smith,Mike Bell27 - 29.Dave Hagen27 - 29.Chris Lee27 - 29.,0,0,49 of 78,21 of 50,62%,42%,129 of 168,158 of 194,2 of 16,1 of 1,12%,100%,1,0,0,0,9:42,1:29,18 of 34,9 of 37,25 of 36,12 of 13,6 of 8,0 of 0,16 of 40,7 of 34,20 of 21,14 of 16,13 of 17,0 of 0,3746e21bb508391a
76b9a338597fc604,win,Jamall Emmers,Vince Cachero,0,0,103,76,5,0,0,0,Featherweight,U-DEC,3,5:00,3746e21bb508391a,W,L,3 Rnd (5-5-5),Jason Herzog,Tony Weeks27 - 30.Eric Colon27 - 30.Ron McCarthy27 - 30.,0,0,103 of 196,76 of 152,52%,50%,113 of 209,121 of 201,5 of 7,0 of 2,71%,0%,0,0,0,0,5:47,0:28,58 of 143,58 of 127,37 of 44,10 of 15,8 of 9,8 of 10,78 of 164,62 of 132,23 of 30,11 of 17,2 of 2,3 of 3,3746e21bb508391a
dcf161082c849205,drawdraw,Chris Gutierrez,Cody Durden,0,0,66,36,1,2,1,1,Bantamweight,U-DEC,3,5:00,3746e21bb508391a,D,D,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary28 - 28.Sal D'amato28 - 28.Dave Hagen28 - 28.,0,0,66 of 109,36 of 85,60%,42%,73 of 116,95 of 189,1 of 1,2 of 13,100%,15%,1,1,1,0,1:04,6:09,28 of 59,20 of 61,9 of 15,6 of 13,29 of 35,10 of 11,59 of 98,34 of 80,3 of 4,0 of 1,4 of 7,2 of 4,3746e21bb508391a
11f715fa5e825e51,win,Robert Whittaker,Darren Till,1,0,69,41,2,0,0,0,Middleweight,U-DEC,5,5:00,dde70a112e053a6c,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Ben Cartlidge47 - 48.Anders Ohlsson47 - 48.Clemens Werner47 - 48.,1,0,69 of 157,41 of 99,43%,41%,100 of 188,50 of 108,2 of 13,0 of 0,15%,---,0,0,0,0,2:29,0:35,32 of 116,29 of 86,7 of 10,7 of 8,30 of 31,5 of 5,57 of 139,31 of 87,7 of 11,7 of 9,5 of 7,3 of 3,dde70a112e053a6c
a3820f1eb82f2ba6,win,Mauricio Rua,Rogerio Nogueira,0,0,54,46,2,0,0,0,Light Heavyweight,S-DEC,3,5:00,dde70a112e053a6c,W,L,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge28 - 29.Mark Collett29 - 28.David Lethaby28 - 29.,0,0,54 of 103,46 of 100,52%,46%,78 of 129,75 of 129,2 of 4,0 of 0,50%,---,0,0,0,0,2:57,1:21,27 of 72,39 of 91,11 of 14,7 of 9,16 of 17,0 of 0,45 of 91,41 of 95,6 of 6,1 of 1,3 of 6,4 of 4,dde70a112e053a6c
f786136e55007e17,win,Fabricio Werdum,Alexander Gustafsson,0,0,4,11,1,0,1,0,Heavyweight,SUB Armbar,1,2:30,dde70a112e053a6c,W,L,3 Rnd (5-5-5),Herb Dean,Armbar On Ground,0,0,4 of 5,11 of 19,80%,57%,4 of 5,14 of 22,1 of 2,0 of 0,50%,---,1,0,0,0,1:06,0:12,1 of 2,9 of 15,0 of 0,2 of 4,3 of 3,0 of 0,3 of 4,4 of 12,0 of 0,0 of 0,1 of 1,7 of 7,dde70a112e053a6c
5632f2364016e879,win,Carla Esparza,Marina Rodriguez,0,0,33,40,5,0,1,0,Women's Strawweight,S-DEC,3,5:00,dde70a112e053a6c,W,L,3 Rnd (5-5-5),Rich Mitchell,Ben Cartlidge28 - 29.Anders Ohlsson29 - 28.Clemens Werner27 - 30.,0,0,33 of 60,40 of 76,55%,52%,118 of 152,91 of 129,5 of 9,0 of 0,55%,---,1,0,0,0,8:54,1:04,29 of 56,34 of 70,3 of 3,0 of 0,1 of 1,6 of 6,4 of 16,15 of 38,1 of 1,0 of 1,28 of 43,25 of 37,dde70a112e053a6c
74dae3d87a99cf5d,win,Paul Craig,Gadzhimurad Antigulov,0,0,2,11,0,1,1,0,Light Heavyweight,SUB Triangle Choke,1,2:06,dde70a112e053a6c,W,L,3 Rnd (5-5-5),Marc Goddard,Triangle Choke From Bottom Guard,0,0,2 of 5,11 of 16,40%,68%,4 of 7,16 of 22,0 of 0,1 of 2,---,50%,1,0,0,0,0:00,1:41,2 of 5,9 of 14,0 of 0,2 of 2,0 of 0,0 of 0,2 of 5,1 of 2,0 of 0,0 of 0,0 of 0,10 of 14,dde70a112e053a6c
58e07add007685f8,win,Alex Oliveira,Peter Sobotta,1,0,45,29,0,0,0,0,Welterweight,U-DEC,3,5:00,dde70a112e053a6c,W,L,3 Rnd (5-5-5),Daniel Movahedi,Ben Cartlidge27 - 30.Anders Ohlsson27 - 30.Vito Paolillo27 - 30.,1,0,45 of 93,29 of 67,48%,43%,48 of 96,30 of 68,0 of 0,0 of 3,---,0%,0,0,0,0,0:26,0:47,19 of 51,13 of 46,16 of 29,7 of 11,10 of 13,9 of 10,37 of 85,29 of 67,7 of 7,0 of 0,1 of 1,0 of 0,dde70a112e053a6c
573d3a6984cbcd29,win,Khamzat Chimaev,Rhys McKee,0,0,40,0,1,0,1,0,Welterweight,KO/TKO Punches,1,3:09,dde70a112e053a6c,W,L,3 Rnd (5-5-5),Rich Mitchell,Punches to Head From Mount,0,0,40 of 62,0 of 0,64%,---,68 of 98,0 of 0,1 of 2,0 of 0,50%,---,1,0,0,0,2:59,0:00,40 of 62,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,0 of 0,40 of 61,0 of 0,dde70a112e053a6c
3b209a2aee014ac2,win,Francisco Trinaldo,Jai Herbert,1,1,30,21,2,0,2,0,Lightweight,KO/TKO Punch,3,1:30,dde70a112e053a6c,W,L,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,1,1,30 of 58,21 of 70,51%,30%,37 of 66,37 of 90,2 of 3,0 of 0,66%,---,2,0,1,0,3:18,3:20,15 of 35,15 of 63,7 of 14,4 of 5,8 of 9,2 of 2,19 of 45,16 of 61,3 of 4,5 of 6,8 of 9,0 of 3,dde70a112e053a6c
407e1c6850e7022c,ncnc,Nicolas Dalby,Jesse Ronson,0,1,20,30,0,0,0,1,Welterweight,Overturned Rear Naked Choke,1,2:48,dde70a112e053a6c,NC,NC,3 Rnd (5-5-5),Marc Goddard,"Rear Naked Choke
      Failed Drug Test by Ronson",0,1,20 of 50,30 of 45,40%,66%,20 of 53,31 of 46,0 of 0,0 of 0,---,---,0,1,0,0,0:26,0:21,10 of 38,22 of 34,8 of 10,1 of 4,2 of 2,7 of 7,17 of 44,21 of 32,3 of 6,2 of 5,0 of 0,7 of 8,dde70a112e053a6c
6cfab1da57d260f4,win,Tom Aspinall,Jake Collier,1,0,10,3,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:45,dde70a112e053a6c,W,L,3 Rnd (5-5-5),Daniel Movahedi,Punches to Head At Distance,1,0,10 of 10,3 of 9,100%,33%,10 of 10,3 of 9,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,7 of 7,1 of 7,1 of 1,0 of 0,2 of 2,2 of 2,9 of 9,3 of 9,0 of 0,0 of 0,1 of 1,0 of 0,dde70a112e053a6c
32b0e450b11b32fe,win,Movsar Evloev,Mike Grundy,0,0,79,20,0,6,0,1,Featherweight,U-DEC,3,5:00,dde70a112e053a6c,W,L,3 Rnd (5-5-5),Marc Goddard,Lukasz Bosacki27 - 30.Vito Paolillo27 - 30.David Lethaby28 - 29.,0,0,79 of 150,20 of 66,52%,30%,96 of 173,25 of 80,0 of 0,6 of 15,---,40%,0,1,0,0,0:48,2:35,53 of 120,11 of 53,13 of 14,9 of 12,13 of 16,0 of 1,72 of 142,18 of 64,7 of 8,1 of 1,0 of 0,1 of 1,dde70a112e053a6c
88d3b6b833e31712,win,Tanner Boser,Raphael Pessoa,0,0,43,12,0,0,0,0,Heavyweight,KO/TKO Punch,2,2:36,dde70a112e053a6c,W,L,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,0,0,43 of 60,12 of 36,71%,33%,43 of 60,13 of 37,0 of 0,0 of 1,---,0%,0,0,0,0,0:06,0:00,15 of 31,6 of 28,7 of 7,2 of 2,21 of 22,4 of 6,34 of 48,12 of 35,0 of 0,0 of 1,9 of 12,0 of 0,dde70a112e053a6c
54bbc7974df586a1,win,Pannie Kianzad,Bethe Correia,0,0,103,56,0,1,0,0,Women's Bantamweight,U-DEC,3,5:00,dde70a112e053a6c,L,W,3 Rnd (5-5-5),Rich Mitchell,Lukasz Bosacki27 - 30.Clemens Werner27 - 30.David Lethaby28 - 29.,0,0,56 of 143,103 of 199,39%,51%,83 of 178,106 of 205,1 of 5,0 of 0,20%,---,0,0,0,0,2:01,0:05,40 of 117,76 of 168,14 of 20,10 of 14,2 of 6,17 of 17,46 of 126,97 of 191,9 of 15,6 of 8,1 of 2,0 of 0,dde70a112e053a6c
87daaa6db4f6940c,win,Ramazan Emeev,Niklas Stolze,0,0,29,30,4,1,2,0,Welterweight,U-DEC,3,5:00,dde70a112e053a6c,W,L,3 Rnd (5-5-5),Daniel Movahedi,Ben Cartlidge27 - 30.Anders Ohlsson27 - 30.Vito Paolillo28 - 29.,0,0,29 of 67,30 of 72,43%,41%,67 of 114,41 of 85,4 of 12,1 of 1,33%,100%,2,0,0,0,6:50,0:21,22 of 59,13 of 42,5 of 5,3 of 7,2 of 3,14 of 23,19 of 54,27 of 66,7 of 9,1 of 3,3 of 4,2 of 3,dde70a112e053a6c
67db05bac9165722,win,Nathaniel Wood,John Castaneda,0,0,131,55,1,0,0,0,Bantamweight,U-DEC,3,5:00,dde70a112e053a6c,W,L,3 Rnd (5-5-5),Marc Goddard,Lukasz Bosacki27 - 30.Mark Collett27 - 30.David Lethaby27 - 30.,0,0,131 of 232,55 of 130,56%,42%,136 of 240,66 of 141,1 of 3,0 of 1,33%,0%,0,0,0,0,0:49,0:11,59 of 143,35 of 108,14 of 22,6 of 7,58 of 67,14 of 15,123 of 221,53 of 128,8 of 11,2 of 2,0 of 0,0 of 0,dde70a112e053a6c
4dc5039b21013b3a,win,Deiveson Figueiredo,Joseph Benavidez,2,0,35,18,0,0,4,0,Flyweight,SUB Rear Naked Choke,1,4:48,ddbd0d6259ce57cc,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,Rear Naked Choke,2,0,35 of 40,18 of 28,87%,64%,40 of 45,22 of 33,0 of 0,0 of 0,---,---,4,0,0,0,2:23,0:00,31 of 36,8 of 15,4 of 4,5 of 7,0 of 0,5 of 6,12 of 16,18 of 28,0 of 0,0 of 0,23 of 24,0 of 0,ddbd0d6259ce57cc
fcfd2e6eed519cb9,win,Jack Hermansson,Kelvin Gastelum,0,0,2,0,0,1,1,0,Middleweight,SUB Heel Hook,1,1:18,ddbd0d6259ce57cc,W,L,3 Rnd (5-5-5),Herb Dean,Heel Hook From Bottom Guard,0,0,2 of 4,0 of 3,50%,0%,2 of 4,1 of 5,0 of 1,1 of 1,0%,100%,1,0,0,0,0:00,0:33,0 of 1,0 of 1,0 of 1,0 of 2,2 of 2,0 of 0,2 of 4,0 of 3,0 of 0,0 of 0,0 of 0,0 of 0,ddbd0d6259ce57cc
e5872dfa5b93fcbb,win,Rafael Fiziev,Marc Diakiese,0,0,78,68,1,0,0,0,Lightweight,U-DEC,3,5:00,ddbd0d6259ce57cc,L,W,3 Rnd (5-5-5),Rich Mitchell,David Lethaby27 - 30.Lukasz Bosacki28 - 29.Anders Ohlsson28 - 29.,0,0,68 of 148,78 of 124,45%,62%,73 of 153,82 of 128,0 of 4,1 of 2,0%,50%,0,0,0,0,0:22,2:49,31 of 105,28 of 65,19 of 21,33 of 41,18 of 22,17 of 18,66 of 146,67 of 110,2 of 2,9 of 12,0 of 0,2 of 2,ddbd0d6259ce57cc
