Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Condition
25,1,1,60,2.057,0.935,38,Baseline
25,1,1,80,1.092,0.916,35,Baseline
25,1,1,70,1.373,0.936,35,Baseline
25,1,2,50,1.895,0.615,32,Baseline
25,2,1,20,0.324,0.557,35,Baseline
25,2,2,40,1.286,0.615,38,Baseline
25,2,2,10,3.257,0.535,38,Baseline
25,2,1,20,2.243,1.101,35,Baseline
25,1,1,50,1.347,0.911,38,Baseline
25,1,1,40,1.362,0.677,38,Baseline
25,1,1,50,1.422,1.48,35,Baseline
25,1,1,50,1.987,0.686,35,Baseline
25,1,1,30,1.866,0.446,32,Baseline
25,2,2,30,1.732,0.921,32,Baseline
25,2,1,50,3.242,0.895,29,Baseline
25,1,1,70,1.367,0.681,32,Baseline
25,2,1,70,1.572,0.875,32,Baseline
25,1,1,40,1.218,0.72,35,Baseline
25,2,2,60,1.487,1.502,35,Baseline
25,1,1,70,0.867,0.53,32,Baseline
25,1,1,80,1.127,1.256,32,Baseline
25,2,2,50,1.427,0.806,29,Baseline
25,1,1,60,1.873,0.451,29,Baseline
25,2,1,60,1.912,1.479,26,Baseline
25,2,2,70,0.674,1.769,53,Slow
25,1,1,80,0.984,0.964,53,Slow
25,1,1,99,1.207,0.71,50,Slow
25,1,1,80,1.283,0.766,50,Slow
25,2,2,70,1.157,1.421,47,Slow
25,2,2,60,1.373,2.016,47,Slow
25,2,2,79,1.137,0.99,44,Slow
25,1,2,80,1.287,1.109,44,Slow
25,2,2,60,1.402,0.167,47,Slow
25,1,1,70,1.407,0.515,47,Slow
25,1,1,50,1.117,0.912,44,Slow
25,1,1,50,1.562,1.015,44,Slow
25,1,2,30,2.088,0.455,41,Slow
25,1,1,50,1.151,1.526,44,Slow
25,1,1,60,1.408,0.796,44,Slow
25,1,1,50,2.547,1.027,41,Slow
25,2,2,20,2.967,1.141,41,Slow
25,1,1,20,2.148,1.276,38,Slow
25,2,2,60,1.242,1.465,38,Slow
25,2,2,70,1.282,0.671,35,Slow
25,1,1,50,1.502,0.712,35,Slow
25,2,2,60,1.382,0.36,32,Slow
25,1,1,50,2.867,0.961,32,Slow
25,2,1,30,1.537,0.814,29,Slow
25,2,1,60,1.998,0.97,32,Slow
25,1,1,99,1.067,1.141,35,Slow
25,2,2,40,1.37,0.445,35,Slow
25,2,2,50,1.707,0.736,32,Slow
25,1,2,30,1.612,0.854,32,Slow
25,1,1,60,1.842,0.795,35,Slow
25,1,1,50,2.207,0.831,35,Slow
25,2,2,50,3.308,0.616,32,Slow
25,1,1,70,1.357,3.355,32,Slow
25,2,2,50,1.322,0.956,29,Slow
25,1,2,70,1.768,0.625,29,Slow
25,2,1,60,1.912,1.086,32,Slow
25,2,2,5,2.122,0.635,35,Slow
25,1,1,10,4.202,1.056,35,Slow
25,1,1,30,1.857,1.405,32,Slow
25,2,2,40,1.932,0.831,32,Slow
25,2,1,79,1.458,0.965,29,Slow
25,2,1,80,1.447,0.771,32,Slow
25,2,1,30,2.108,0.7,35,Slow
25,2,2,50,1.471,0.92,38,Slow
25,1,1,70,1.362,0.331,38,Slow
25,2,2,30,2.352,0.835,35,Slow
25,2,2,70,1.807,1.63,35,Slow
25,2,2,40,1.493,1.106,32,Slow
25,1,1,50,1.612,1.075,32,Slow
25,1,1,60,1.817,1.67,29,Slow
25,1,1,99,0.815,0.985,53,Fast
25,1,1,90,0.884,0.79,53,Fast
25,2,2,70,0.88,1.409,50,Fast
25,1,1,90,0.797,0.871,50,Fast
25,1,1,80,0.989,0.946,47,Fast
25,1,1,70,1.052,1.02,47,Fast
25,1,1,80,0.738,0.35,44,Fast
25,2,2,10,1.821,0.02,44,Fast
25,2,2,50,0.897,0.655,41,Fast
25,1,1,79,1.762,0.87,41,Fast
25,1,1,11,2.047,1.086,38,Fast
25,1,2,50,2.058,1.485,38,Fast
25,2,2,50,1.512,1.45,41,Fast
25,1,1,30,0.793,0.755,41,Fast
25,1,1,60,1.012,0.652,38,Fast
25,2,1,50,1.197,0.535,38,Fast
25,1,1,90,0.575,0.186,41,Fast
25,1,1,90,0.932,0.591,41,Fast
25,1,1,40,1.507,1.562,38,Fast
25,2,2,50,1.242,0.47,38,Fast
25,2,2,60,1.822,0.99,35,Fast
25,2,1,70,1.562,0.561,35,Fast
25,2,2,50,2.663,0.435,38,Fast
25,2,2,30,0.982,0.856,38,Fast
25,2,2,50,1.268,0.41,35,Fast
25,1,1,50,1.657,0.636,35,Fast
25,2,1,60,1.528,0.535,32,Fast
25,2,1,50,1.437,0.601,35,Fast
25,2,2,80,0.962,0.656,38,Fast
25,2,1,60,2.777,0.896,38,Fast
25,2,2,89,1.077,0.646,41,Fast
25,2,2,70,2.147,0.975,41,Fast
25,1,1,67,1.017,0.67,38,Fast
25,2,2,50,1.708,1.13,38,Fast
25,1,1,70,1.322,0.775,35,Fast
25,1,2,50,1.977,0.785,35,Fast
25,2,1,23,1.767,0.881,38,Fast
25,1,1,70,0.997,0.866,41,Fast
25,2,2,60,1.227,0.996,41,Fast
25,1,2,70,2.437,0.346,38,Fast
25,2,2,60,1.243,1.886,41,Fast
25,1,1,20,1.857,1.736,41,Fast
25,1,1,50,2.067,0.651,38,Fast
25,1,1,40,1.097,0.366,38,Fast
25,2,2,50,1.087,0.468,35,Fast
25,1,1,60,1.207,2.08,35,Fast
25,1,1,80,0.927,0.206,32,Fast
25,2,1,60,3.368,0.326,32,Fast
25,2,2,50,1.522,0.585,35,Fast
25,2,1,10,1.603,0.841,35,Fast
26,1,1,70,0.842,1.177,53,Baseline
26,2,2,80,0.814,1.605,53,Baseline
26,1,1,90,1.222,1.79,50,Baseline
26,2,2,40,1.297,0.904,50,Baseline
26,2,2,70,0.877,1.976,47,Baseline
26,1,1,60,0.809,1.441,47,Baseline
26,1,2,30,1.153,0.654,44,Baseline
26,2,2,70,0.672,1.061,47,Baseline
26,1,2,60,1.077,1.667,47,Baseline
26,2,2,40,0.867,0.981,50,Baseline
26,2,2,60,0.837,2.075,50,Baseline
26,2,2,80,0.733,0.781,47,Baseline
26,2,1,30,1.262,1.27,47,Baseline
26,2,2,60,1.183,1.016,50,Baseline
26,1,1,80,0.632,1.181,50,Baseline
26,1,1,90,0.657,1.591,47,Baseline
26,2,2,60,1.477,0.995,47,Baseline
26,2,2,80,0.898,1.29,44,Baseline
26,1,1,70,0.918,1.576,44,Baseline
26,2,2,80,0.872,1.135,41,Baseline
26,1,1,60,1.148,1.49,41,Baseline
26,1,1,80,0.847,1.91,38,Baseline
26,1,1,99,0.857,1.251,38,Baseline
26,1,1,80,0.847,1.001,35,Baseline
26,1,2,70,0.947,0.47,35,Baseline
26,1,1,70,0.723,1.091,38,Baseline
26,1,1,70,1.007,1.441,38,Baseline
26,2,2,60,1.272,1.257,35,Baseline
26,2,1,30,1.112,0.586,35,Baseline
26,1,1,20,1.122,0.701,38,Baseline
26,1,1,40,0.818,1.415,38,Baseline
26,1,1,40,1.027,1.591,35,Baseline
26,1,2,40,0.947,1.199,35,Baseline
26,1,1,30,1.102,1.151,38,Baseline
26,2,1,40,0.992,1.323,38,Baseline
26,1,1,60,0.713,0.99,41,Baseline
26,2,1,30,0.922,1.181,41,Baseline
26,2,2,20,1.193,1.245,44,Baseline
26,1,1,70,0.722,0.655,44,Baseline
26,2,2,40,1.042,2.031,41,Baseline
26,2,2,50,1.372,1.301,41,Baseline
26,2,2,60,0.867,0.826,38,Baseline
26,1,1,70,0.603,1.586,38,Baseline
26,2,2,80,0.892,0.871,35,Baseline
26,1,2,80,1.463,1.91,35,Baseline
26,1,2,69,0.947,1.474,38,Baseline
26,2,2,80,0.893,0.796,41,Baseline
26,1,2,30,1.292,0.466,41,Baseline
26,1,1,70,0.562,0.696,44,Baseline
26,2,2,80,0.748,1.3,44,Baseline
26,1,1,80,0.953,0.969,53,Baseline
26,1,1,80,0.961,1.12,53,Baseline
26,2,2,70,0.898,1.22,50,Baseline
26,1,1,80,0.722,0.926,50,Baseline
26,1,1,99,0.868,0.506,47,Baseline
26,2,2,99,0.823,0.691,47,Baseline
26,2,1,70,0.87,1.295,44,Baseline
26,1,1,80,0.662,1.331,47,Baseline
26,1,1,99,0.672,1.686,47,Baseline
26,1,1,70,0.8,2.056,44,Baseline
26,1,1,60,0.602,1.325,44,Baseline
26,2,2,80,0.762,1.036,41,Baseline
26,1,1,70,0.518,1.12,41,Baseline
26,1,1,70,0.464,0.895,38,Baseline
26,1,1,80,0.747,1.551,38,Baseline
26,1,1,70,0.893,1.345,35,Baseline
26,2,2,70,0.782,1.191,35,Baseline
26,2,1,80,1.137,0.896,32,Baseline
26,1,2,40,1.541,1.065,35,Baseline
26,2,2,60,1.227,1.092,38,Baseline
26,1,1,80,0.572,0.881,38,Baseline
26,2,2,70,0.892,2.125,35,Baseline
26,1,2,70,0.948,1.446,35,Baseline
26,1,1,70,1.117,1.766,38,Baseline
26,2,2,70,1.018,1.865,38,Baseline
26,1,1,70,0.497,1.015,35,Baseline
26,2,2,80,0.897,1.141,35,Baseline
26,1,1,70,1.037,1.415,32,Baseline
26,1,2,40,0.867,1.161,32,Baseline
26,1,2,60,1.488,1.06,35,Baseline
26,2,2,60,0.882,1.536,38,Baseline
26,1,1,70,0.868,1.04,38,Baseline
26,1,2,80,0.807,2.641,35,Baseline
26,1,1,60,1.683,1.635,38,Baseline
26,1,2,50,1.147,2.561,38,Baseline
26,2,2,70,1.182,1.325,41,Baseline
26,2,2,70,1.377,0.836,41,Baseline
26,1,1,99,0.487,0.62,38,Baseline
26,2,2,80,0.853,1.556,38,Baseline
26,1,1,90,0.967,1.165,35,Baseline
26,2,1,70,0.678,1.06,35,Baseline
26,1,1,60,0.527,1.451,38,Baseline
26,2,2,70,0.732,0.545,38,Baseline
26,2,1,80,1.268,0.686,35,Baseline
26,1,1,70,0.647,0.691,38,Baseline
26,1,2,20,1.447,0.326,38,Baseline
26,2,1,70,0.822,1.005,41,Baseline
26,2,2,70,0.902,0.441,44,Baseline
26,1,1,70,0.763,0.971,44,Baseline
26,2,2,70,1.587,0.935,41,Baseline
26,1,1,80,0.645,1.264,53,Slow
26,1,1,80,0.425,1.267,53,Slow
26,1,1,70,0.536,0.901,50,Slow
26,2,2,80,0.613,0.27,50,Slow
26,1,1,70,0.847,0.526,47,Slow
26,1,1,70,0.647,0.932,47,Slow
26,2,2,80,0.652,0.235,44,Slow
26,1,2,90,0.962,1.535,44,Slow
26,2,2,80,0.798,0.665,47,Slow
26,2,1,90,1.017,0.795,47,Slow
26,1,1,80,0.592,0.771,50,Slow
26,1,1,30,0.883,0.121,50,Slow
26,2,1,20,1.342,0.481,47,Slow
26,1,1,70,0.602,0.085,50,Slow
26,2,2,105,1.317,0.196,50,Slow
26,1,1,50,0.717,1.476,47,Slow
26,2,2,70,0.733,0.256,47,Slow
26,1,2,60,0.902,0.1,44,Slow
26,1,1,60,0.572,0.366,47,Slow
26,1,2,80,0.998,3,47,Slow
26,1,1,70,0.567,0.126,50,Slow
26,2,2,60,1.002,0.111,50,Slow
26,1,1,70,0.767,0.245,47,Slow
26,1,1,90,0.592,1.014,47,Slow
26,2,2,60,0.658,1.221,44,Slow
26,2,2,70,0.667,0.136,44,Slow
26,1,1,70,0.802,0.276,41,Slow
26,2,2,30,1.768,0.24,41,Slow
26,2,2,70,0.897,0.991,38,Slow
26,1,2,70,1.007,0.82,38,Slow
26,1,1,70,0.552,0.91,41,Slow
26,2,2,70,0.707,1.09,41,Slow
26,2,2,70,0.673,0.891,38,Slow
26,1,1,70,0.542,0.376,38,Slow
26,2,2,70,0.872,0.726,35,Slow
26,2,1,30,0.887,0.476,35,Slow
26,2,1,40,0.862,0.36,38,Slow
26,2,2,60,0.69,0.75,41,Slow
26,2,2,60,0.681,0.091,41,Slow
26,1,1,70,0.562,0.216,38,Slow
26,1,1,60,0.518,0.376,38,Slow
26,1,1,70,0.752,0.726,35,Slow
26,2,2,80,0.697,0.12,35,Slow
26,1,1,70,0.703,0.766,32,Slow
26,1,1,89,1.292,0.925,32,Slow
26,2,1,30,0.862,0.777,29,Slow
26,1,2,70,1.177,0.9,32,Slow
26,1,1,50,0.557,0.346,35,Slow
26,1,1,60,0.643,0.211,35,Slow
26,2,2,70,0.867,0.685,32,Slow
26,2,2,80,0.919,1.289,53,Fast
26,1,1,70,0.554,0.839,53,Fast
26,1,1,80,0.516,0.966,50,Fast
26,1,1,80,0.347,0.816,50,Fast
26,1,1,80,0.592,0.669,47,Fast
26,2,2,80,0.702,3.311,47,Fast
26,1,1,90,0.562,0.2,44,Fast
26,2,2,70,1.212,0.631,44,Fast
26,1,2,80,0.727,0.944,41,Fast
26,2,1,70,0.963,1.055,44,Fast
26,2,2,60,0.946,1.045,47,Fast
26,2,2,70,1.082,2.561,47,Fast
26,2,2,80,0.777,0.421,44,Fast
26,1,2,40,0.702,0.025,44,Fast
26,2,2,80,0.887,1.02,47,Fast
26,1,1,99,0.316,0.321,47,Fast
26,2,2,80,0.632,0.371,44,Fast
26,1,1,70,0.418,0.89,44,Fast
26,1,1,80,0.387,0.665,41,Fast
26,1,2,80,2.09,1.116,41,Fast
26,2,2,70,0.687,0.176,44,Fast
26,1,1,80,0.997,0.66,44,Fast
26,2,1,80,0.563,0.28,41,Fast
26,2,2,99,0.612,0.821,44,Fast
26,1,1,70,0.517,0.35,44,Fast
26,2,1,80,0.763,1.495,41,Fast
26,2,2,80,0.877,2.175,44,Fast
26,2,2,90,0.487,0.22,44,Fast
26,2,2,70,0.527,0.031,41,Fast
26,1,1,80,0.272,1.001,41,Fast
26,1,2,80,0.783,0.826,38,Fast
26,2,2,90,0.707,0.171,41,Fast
26,2,2,70,0.732,1.085,41,Fast
26,1,1,99,0.358,0.746,38,Fast
26,1,2,30,1.527,0.211,38,Fast
26,2,1,80,0.857,0.912,41,Fast
26,1,1,80,0.397,0.099,44,Fast
26,1,1,80,0.492,0.951,44,Fast
26,1,1,90,0.437,0.233,41,Fast
26,1,1,60,0.636,0.401,41,Fast
26,1,1,80,0.667,0.216,38,Fast
26,2,2,80,0.752,1.14,38,Fast
26,1,1,80,0.522,0.466,35,Fast
26,2,2,30,0.682,0.321,35,Fast
26,2,1,30,0.928,0.271,32,Fast
26,2,2,40,1.042,0.524,35,Fast
26,2,2,70,0.777,0.332,35,Fast
26,2,2,80,0.797,0.026,32,Fast
26,2,2,80,0.802,2.285,32,Fast
26,1,1,90,0.613,0.35,29,Fast
27,1,2,35,2.827,1.973,53,Baseline
27,2,1,37,3.394,3.101,56,Baseline
27,1,2,75,2.023,2.83,59,Baseline
27,1,2,75,2.032,1.912,62,Baseline
27,2,2,80,1.331,0.584,65,Baseline
27,1,2,45,2.522,1.866,65,Baseline
27,1,2,55,3.082,2.36,68,Baseline
27,1,1,75,2.228,0.349,71,Baseline
27,1,1,80,1.637,2.267,71,Baseline
27,2,2,85,1.401,0.371,68,Baseline
27,2,2,88,1.216,1.671,68,Baseline
27,1,1,85,1.242,2.296,65,Baseline
27,2,2,75,1.426,1.322,65,Baseline
27,1,1,90,1.167,1.171,62,Baseline
27,1,2,NaN,2.937,NaN,62,Baseline
27,2,2,80,1.342,0.55,65,Baseline
27,1,1,88,1.241,0.36,65,Baseline
27,2,2,90,1.152,0.506,62,Baseline
27,2,2,69,1.312,2.162,62,Baseline
27,1,1,77,1.707,1.976,59,Baseline
27,1,1,58,2.868,2.346,59,Baseline
27,1,1,75,1.202,1.506,56,Baseline
27,1,2,77,1.752,2.215,56,Baseline
27,2,2,95,1.232,0.694,59,Baseline
27,2,2,85,1.132,0.337,59,Baseline
27,1,1,85,1.311,0.43,56,Baseline
27,2,2,90,1.106,0.354,56,Baseline
27,2,2,90,1.098,0.736,53,Baseline
27,1,1,88,1.106,1.612,53,Baseline
27,1,1,86,1.067,0.67,50,Baseline
27,2,1,33,1.992,0.911,50,Baseline
27,1,2,45,1.761,1.201,53,Baseline
27,1,1,57,2.893,0.441,56,Baseline
27,2,2,88,1.217,1.016,56,Baseline
27,1,1,68,1.157,1.276,53,Baseline
27,1,1,56,1.482,0.866,53,Baseline
27,1,2,65,1.517,0.871,50,Baseline
27,1,1,45,1.122,0.67,53,Baseline
27,1,1,57,2.311,1.106,53,Baseline
27,1,2,48,1.732,1.894,50,Baseline
27,1,1,68,1.258,0.776,53,Baseline
27,2,2,25,1.857,0.895,53,Baseline
27,2,2,67,1.463,0.374,50,Baseline
27,2,2,78,1.272,0.796,50,Baseline
27,1,1,36,2.243,1.42,47,Baseline
27,1,1,45,1.152,0.231,47,Baseline
27,1,2,48,1.415,1.545,44,Baseline
27,1,1,66,1.721,1.801,47,Baseline
27,1,2,74,1.543,1.12,47,Baseline
27,2,2,80,1.272,0.421,50,Baseline
27,1,2,45,1.359,1.496,53,Baseline
27,2,2,65,1.313,0.934,56,Baseline
27,1,2,55,1.388,0.881,56,Baseline
27,1,1,47,1.082,2.214,59,Baseline
27,2,2,24,1.463,0.328,59,Baseline
27,2,2,78,1.212,0.871,56,Baseline
27,2,2,85,1.083,0.646,56,Baseline
27,2,2,78,1.097,0.85,53,Baseline
27,2,1,65,1.307,0.584,53,Baseline
27,2,2,66,1.28,0.676,56,Baseline
27,1,1,57,1.132,1.336,56,Baseline
27,1,2,63,1.382,0.416,53,Baseline
27,2,2,85,1.107,0.31,56,Baseline
27,1,1,86,1.148,0.291,56,Baseline
27,1,2,79,1.037,0.349,53,Baseline
27,1,1,65,1.683,0.706,56,Baseline
27,2,2,88,1.059,0.96,56,Baseline
27,2,2,85,1.307,0.536,53,Baseline
27,2,2,90,1.022,0.415,53,Baseline
27,2,2,90,1.087,0.177,50,Baseline
27,1,1,75,1.027,0.19,50,Baseline
27,1,1,89,1.042,0.675,47,Baseline
27,1,1,75,1.188,1.105,47,Baseline
27,1,2,65,1.377,0.74,44,Baseline
27,1,1,43,1.233,0.681,47,Baseline
27,1,1,58,1.592,1.516,47,Baseline
27,1,1,74,1.398,0.329,44,Baseline
27,1,1,79,1.426,0.806,44,Baseline
27,2,2,32,1.893,0.206,41,Baseline
27,1,2,44,1.462,0.065,41,Baseline
27,2,2,77,1.817,0.221,44,Baseline
27,2,2,67,1.437,1.341,44,Baseline
27,1,1,24,1.456,1.442,41,Baseline
27,1,2,31,1.836,1.44,41,Baseline
27,1,1,66,1.557,0.206,44,Baseline
27,2,2,78,1.367,2.07,44,Baseline
27,1,1,57,1.606,0.991,41,Baseline
27,2,2,68,1.397,0.915,41,Baseline
27,1,1,34,1.358,0.48,38,Baseline
27,1,1,45,1.405,1.296,38,Baseline
27,1,2,55,1.612,0.755,35,Baseline
27,2,2,68,1.422,1.02,38,Baseline
27,1,2,24,2.007,1.475,38,Baseline
27,1,2,18,1.862,1.671,41,Baseline
27,2,2,85,1.203,1.049,44,Baseline
27,2,2,85,1.102,0.87,44,Baseline
27,2,1,25,1.667,0.806,41,Baseline
27,2,2,2,2.747,0.531,44,Baseline
27,2,1,31,2.172,1.29,44,Baseline
27,2,2,75,1.197,1.085,47,Baseline
27,1,2,33,1.013,1.568,53,Slow
27,2,2,68,0.809,2.574,56,Slow
27,1,1,35,1.148,1.96,56,Slow
27,2,2,70,0.982,1.531,53,Slow
27,2,2,80,1.012,1.23,53,Slow
27,2,2,65,1.557,1.342,50,Slow
27,1,1,35,1.462,1.66,50,Slow
27,2,1,65,1.606,1.82,47,Slow
27,2,2,70,1.292,1.361,50,Slow
27,1,1,80,1.09,0.821,50,Slow
27,1,1,35,1.412,0.734,47,Slow
27,2,2,65,1.137,1.826,47,Slow
27,2,1,35,1.502,1.066,44,Slow
27,1,2,75,1.202,1.071,47,Slow
27,2,2,55,1.312,0.096,50,Slow
27,1,1,68,0.937,2.131,50,Slow
27,1,1,73,0.922,1.09,47,Slow
27,1,1,66,1.302,0.823,47,Slow
27,2,2,35,2.533,0.74,44,Slow
27,1,1,42,1.197,1.346,44,Slow
27,1,1,35,1.258,0.805,41,Slow
27,1,2,41,1.172,1.362,41,Slow
27,2,2,80,1.127,1.891,44,Slow
27,1,1,65,0.922,2.27,44,Slow
27,1,2,45,1.257,1.636,41,Slow
27,2,1,31,1.473,2.117,44,Slow
27,1,1,25,1.719,0.97,47,Slow
27,2,2,40,1.152,1.546,47,Slow
27,2,2,77,1.412,0.63,44,Slow
27,1,1,55,1.007,0.761,44,Slow
27,1,1,70,1.273,1.776,41,Slow
27,2,2,70,1.461,1.531,41,Slow
27,2,1,57,1.328,1.976,38,Slow
27,1,2,68,1.092,1.616,41,Slow
27,2,2,33,1.312,1.015,44,Slow
27,2,2,85,1.363,0.471,44,Slow
27,2,2,75,1.377,1.196,41,Slow
27,1,1,55,1.488,1.581,41,Slow
27,2,2,70,1.352,1.417,38,Slow
27,1,1,45,1.602,1.536,38,Slow
27,1,2,25,2.042,2.26,35,Slow
27,2,2,45,1.702,1.587,38,Slow
27,1,1,65,1.172,1.265,38,Slow
27,1,1,55,1.417,1.231,35,Slow
27,2,2,40,1.412,2.556,35,Slow
27,2,2,65,1.407,1.976,32,Slow
27,1,1,22,1.611,1.285,32,Slow
27,2,1,35,2.028,1.6,29,Slow
27,2,2,15,2.572,1.286,32,Slow
27,1,2,17,1.927,1.296,32,Slow
27,1,2,44,0.884,1.719,53,Fast
27,1,1,25,0.634,0.635,56,Fast
27,2,2,80,0.675,0.19,56,Fast
27,2,2,85,0.567,0.416,53,Fast
27,1,1,66,0.622,0.401,53,Fast
27,1,2,45,0.857,0.861,50,Fast
27,2,2,66,0.517,0.58,53,Fast
27,1,1,75,0.878,0.38,53,Fast
27,2,2,80,0.512,1.191,50,Fast
27,2,1,69,0.917,0.92,50,Fast
27,2,2,55,0.807,0.315,53,Fast
27,1,2,60,0.597,0.396,53,Fast
27,2,2,85,0.693,0.07,56,Fast
27,1,1,45,0.942,0.391,56,Fast
27,1,1,65,0.582,0.771,53,Fast
27,1,2,65,0.602,0.92,53,Fast
27,1,2,78,0.987,0.25,56,Fast
27,1,1,44,1.928,0.195,59,Fast
27,2,2,67,0.816,0.42,59,Fast
27,1,1,87,1.083,0.451,56,Fast
27,2,2,90,0.707,0.294,56,Fast
27,2,2,70,0.807,0.415,53,Fast
27,2,1,76,1.058,0.286,53,Fast
27,2,2,80,0.742,0.265,56,Fast
27,1,1,88,0.727,0.126,56,Fast
27,1,1,55,0.942,0.366,53,Fast
27,1,1,70,0.897,0.268,53,Fast
27,2,2,85,0.678,0.066,50,Fast
27,2,2,80,0.662,0.85,50,Fast
27,2,2,78,0.602,0.912,47,Fast
27,1,1,70,0.627,0.5,47,Fast
27,1,1,65,0.842,1.356,44,Fast
27,2,2,68,0.642,0.491,44,Fast
27,2,1,70,1.072,0.485,41,Fast
27,1,2,78,1.122,0.416,44,Fast
27,2,2,85,0.892,0.066,47,Fast
27,2,2,90,0.717,0.156,47,Fast
27,1,1,87,0.824,0.52,44,Fast
27,2,2,79,0.872,0.676,44,Fast
27,2,1,55,1.727,0.221,41,Fast
27,2,2,57,1.407,0.936,44,Fast
27,2,2,58,1.162,1.142,44,Fast
27,2,1,60,1.407,1.696,41,Fast
27,2,1,68,1.327,0.592,44,Fast
27,2,2,80,0.832,0.351,47,Fast
27,1,2,78,1.152,0.451,47,Fast
27,1,2,80,0.993,0.206,50,Fast
27,2,2,87,0.967,0.61,53,Fast
27,1,1,66,0.642,0.406,53,Fast
27,1,1,65,1.112,1.241,50,Fast
28,1,1,60,1.773,2.548,53,Baseline
28,2,2,99,1.88,1.655,53,Baseline
28,1,1,99,1.281,1.619,50,Baseline
28,1,1,99,0.21,1.345,50,Baseline
28,1,1,75,2.587,1.281,47,Baseline
28,1,2,50,2.958,2.179,47,Baseline
28,1,2,60,3.331,2.51,50,Baseline
28,2,2,80,2.158,1.676,53,Baseline
28,2,2,99,1.903,2.166,53,Baseline
28,2,NaN,NaN,NaN,NaN,50,Baseline
28,1,1,99,1.35,1.66,53,Baseline
28,2,2,99,1.922,1.735,53,Baseline
28,2,2,80,1.868,1.614,50,Baseline
28,1,1,99,1.107,2.38,50,Baseline
28,1,1,99,0.993,2.375,47,Baseline
28,1,2,50,3.477,1.551,47,Baseline
28,2,2,99,1.917,1.505,50,Baseline
28,2,2,99,1.457,1.262,50,Baseline
28,2,2,99,1.352,1.305,47,Baseline
28,1,1,85,1.672,2.127,47,Baseline
28,2,2,99,1.412,2.295,44,Baseline
28,1,1,99,0.797,1.707,44,Baseline
28,1,1,80,1.957,1.896,41,Baseline
28,1,1,6,2.032,1.915,41,Baseline
28,1,2,50,2.556,1.555,38,Baseline
28,2,2,99,1.503,1.74,41,Baseline
28,2,2,99,1.846,2.597,41,Baseline
28,1,1,50,3.467,1.536,38,Baseline
28,2,2,60,3.463,2.356,38,Baseline
28,2,2,99,1.526,1.185,35,Baseline
28,2,2,55,2.858,0.846,35,Baseline
28,1,1,80,1.752,3.451,32,Baseline
28,1,1,50,2.138,2.454,32,Baseline
28,1,1,75,1.882,1.572,29,Baseline
28,1,1,50,4.192,1.625,29,Baseline
28,1,1,60,2.173,1.395,26,Baseline
28,1,1,60,1.692,1.876,26,Baseline
28,2,1,6,2.168,1.139,23,Baseline
28,1,1,50,3.612,1.436,26,Baseline
28,1,1,50,4.047,1.705,26,Baseline
28,1,2,50,3.628,1.396,23,Baseline
28,1,2,70,1.962,1.379,26,Baseline
28,1,1,60,2.263,1.866,29,Baseline
28,2,1,50,1.665,2.256,29,Baseline
28,1,1,60,2.197,2.014,32,Baseline
28,2,2,60,2.328,1.606,32,Baseline
28,1,1,75,1.787,1.525,29,Baseline
28,2,1,50,2.273,1.6,29,Baseline
28,2,2,60,2.962,1.771,32,Baseline
28,1,2,50,1.898,1.86,32,Baseline
28,1,1,99,1.978,1.492,53,Baseline
28,1,1,99,1.339,1.235,53,Baseline
28,2,2,99,1.568,1.5,50,Baseline
28,1,1,99,0.927,1.306,50,Baseline
28,1,1,85,1.458,2.101,47,Baseline
28,2,2,99,1.447,1.485,47,Baseline
28,1,1,99,1.432,0.836,44,Baseline
28,1,1,75,1.532,1.347,44,Baseline
28,1,1,60,1.613,1.605,41,Baseline
28,1,1,60,1.462,0.946,41,Baseline
28,2,2,99,1.163,1.45,38,Baseline
28,1,1,99,1.222,1.696,38,Baseline
28,1,2,70,2.133,1.59,35,Baseline
28,2,2,90,1.577,1.655,38,Baseline
28,2,1,50,1.953,1.655,38,Baseline
28,2,2,75,1.927,1.51,41,Baseline
28,1,1,70,1.674,2.451,41,Baseline
28,2,2,99,1.447,1.466,38,Baseline
28,1,1,60,1.66,1.47,38,Baseline
28,1,1,80,2.497,1.601,35,Baseline
28,1,1,70,1.612,1.305,35,Baseline
28,1,1,50,2.688,0.751,32,Baseline
28,2,2,60,1.872,1.071,32,Baseline
28,2,2,50,2.033,1.381,29,Baseline
28,2,2,75,2.261,0.886,29,Baseline
28,2,2,50,2.098,0.725,26,Baseline
28,1,1,60,1.862,1.161,26,Baseline
28,1,1,70,1.638,1.246,23,Baseline
28,1,1,60,2.045,1.381,23,Baseline
28,2,2,50,2.468,1.011,23,Baseline
28,2,1,50,2.352,1.4,23,Baseline
28,2,1,50,2.472,2.051,26,Baseline
28,2,1,50,2.982,1.411,29,Baseline
28,1,1,60,1.942,1.33,32,Baseline
28,2,1,60,1.698,1.356,32,Baseline
28,2,2,90,1.967,1.776,35,Baseline
28,2,1,70,1.723,1.096,35,Baseline
28,2,2,90,1.727,1.215,38,Baseline
28,2,1,55,2.238,1.505,38,Baseline
28,2,2,50,1.947,1.581,41,Baseline
28,1,1,80,1.613,1.436,41,Baseline
28,2,1,55,1.922,1.726,38,Baseline
28,2,2,90,1.923,2.82,41,Baseline
28,1,1,95,1.607,1.601,41,Baseline
28,1,1,80,1.604,1.631,38,Baseline
