Schweizer Nährwertdatenbank – Generische Lebensmittel V6.5 (27.06.2023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korrigierte Version vom 17.08.2023 (Korrektur: Nährstoff ""Zink"", Lebensmittel 13420 ""Bier, alkoholfrei"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID V 4.0,ID SwissFIR,Name,Synonyme,Kategorie,Dichte,Bezugseinheit,"Energie, Kilojoule (kJ)",Herleitung des Wertes,Quelle,"Energie, Kalorien (kcal)",Herleitung des Wertes,Quelle,"Fett, total (g)",Herleitung des Wertes,Quelle,"Fettsäuren, gesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, einfach ungesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, mehrfach ungesättigt (g)",Herleitung des Wertes,Quelle,Cholesterin (mg),Herleitung des Wertes,Quelle,"Kohlenhydrate, verfügbar (g)",Herleitung des Wertes,Quelle,Zucker (g),Herleitung des Wertes,Quelle,Stärke (g),Herleitung des Wertes,Quelle,Nahrungsfasern (g),Herleitung des Wertes,Quelle,Protein (g),Herleitung des Wertes,Quelle,Salz (NaCl) (g),Herleitung des Wertes,Quelle,Alkohol (g),Herleitung des Wertes,Quelle,Wasser (g),Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RE (µg-RE)",Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RAE (µg-RE)",Herleitung des Wertes,Quelle,Retinol (µg),Herleitung des Wertes,Quelle,Betacarotin-Aktivität (µg-BCE),Herleitung des Wertes,Quelle,Betacarotin (µg),Herleitung des Wertes,Quelle,Vitamin B1 (Thiamin) (mg),Herleitung des Wertes,Quelle,Vitamin B2 (Riboflavin) (mg),Herleitung des Wertes,Quelle,Vitamin B6 (Pyridoxin) (mg),Herleitung des Wertes,Quelle,Vitamin B12 (Cobalamin) (µg),Herleitung des Wertes,Quelle,Niacin (mg),Herleitung des Wertes,Quelle,Folat (µg),Herleitung des Wertes,Quelle,Pantothensäure (mg),Herleitung des Wertes,Quelle,Vitamin C (Ascorbinsäure) (mg),Herleitung des Wertes,Quelle,Vitamin D (Calciferol) (µg),Herleitung des Wertes,Quelle,Vitamin E (α-Tocopherol) (mg),Herleitung des Wertes,Quelle,Kalium (K) (mg),Herleitung des Wertes,Quelle,Natrium (Na) (mg),Herleitung des Wertes,Quelle,Chlorid (Cl) (mg),Herleitung des Wertes,Quelle,Calcium (Ca) (mg),Herleitung des Wertes,Quelle,Magnesium (Mg) (mg),Herleitung des Wertes,Quelle,Phosphor (P) (mg),Herleitung des Wertes,Quelle,Eisen (Fe) (mg),Herleitung des Wertes,Quelle,Jod (I) (µg),Herleitung des Wertes,Quelle,Zink (Zn)  (mg),Herleitung des Wertes,Quelle,Selen (Se) (µg),Herleitung des Wertes,Quelle,Geänderter Eintrag
1135,3698,,Mehl (Durchschnitt),,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",,pro 100g essbarer Anteil,1450,Automatisierte Berechnung,,343,Automatisierte Berechnung,,1.4,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,67.8,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,66.8,Berechnung anhand von Zutaten,,4.7,Berechnung anhand von Zutaten,,12.4,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,14.8,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0.25,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0.19,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,19.8,Berechnung anhand von Zutaten,,0.56,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.52,Berechnung anhand von Zutaten,,200,Berechnung anhand von Zutaten,,3.6,Berechnung anhand von Zutaten,,44,Berechnung anhand von Zutaten,,14,Berechnung anhand von Zutaten,,45,Berechnung anhand von Zutaten,,150,Berechnung anhand von Zutaten,,1.9,Berechnung anhand von Zutaten,,1.1,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,3.9,Berechnung anhand von Zutaten,,Ja
1136,4103,,"Mehl, hell (Durchschnitt)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",,pro 100g essbarer Anteil,1460,Automatisierte Berechnung,,344,Automatisierte Berechnung,,1.3,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,68.9,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,67.9,Berechnung anhand von Zutaten,,3.8,Berechnung anhand von Zutaten,,12.2,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,14.9,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0.21,Berechnung anhand von Zutaten,,0.04,Berechnung anhand von Zutaten,,0.16,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.51,Berechnung anhand von Zutaten,,16,Berechnung anhand von Zutaten,,0.48,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.49,Berechnung anhand von Zutaten,,180,Berechnung anhand von Zutaten,,2.1,Berechnung anhand von Zutaten,,45,Berechnung anhand von Zutaten,,11,Berechnung anhand von Zutaten,,33,Berechnung anhand von Zutaten,,120,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,1.1,Berechnung anhand von Zutaten,,3.5,Berechnung anhand von Zutaten,,Ja
1524,,,"Mehlomeletten mit Champignonfüllung, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,,pro 100g essbarer Anteil,522,Automatisierte Berechnung,,125,Automatisierte Berechnung,,6.2,Berechnung anhand von Zutaten,,3.1,Berechnung anhand von Zutaten,,1.6,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,63,Berechnung anhand von Zutaten,,10.8,Berechnung anhand von Zutaten,,1.2,Berechnung anhand von Zutaten,,9.2,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,5.7,Berechnung anhand von Zutaten,,0.6,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,76.5,Automatisierte Berechnung,,59,Automatisierte Berechnung,,56,Automatisierte Berechnung,,53,Berechnung anhand von Zutaten,,36,Automatisierte Berechnung,,36,Berechnung anhand von Zutaten,,0.08,Berechnung anhand von Zutaten,,0.22,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.21,Berechnung anhand von Zutaten,,1.85,Berechnung anhand von Zutaten,,17.1,Berechnung anhand von Zutaten,,1.29,Berechnung anhand von Zutaten,,1.8,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,0.32,Berechnung anhand von Zutaten,,270,Berechnung anhand von Zutaten,,230,Berechnung anhand von Zutaten,,380,Berechnung anhand von Zutaten,,34,Berechnung anhand von Zutaten,,12,Berechnung anhand von Zutaten,,110,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,17,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,k.A.,,,Ja
1525,,,"Mehlomeletten mit Gemüsefüllung, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,,pro 100g essbarer Anteil,574,Automatisierte Berechnung,,137,Automatisierte Berechnung,,5.1,Berechnung anhand von Zutaten,,1.8,Berechnung anhand von Zutaten,,1.9,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,79,Berechnung anhand von Zutaten,,16.3,Berechnung anhand von Zutaten,,2.6,Berechnung anhand von Zutaten,,13.5,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,5.8,Berechnung anhand von Zutaten,,0.6,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,71.6,Automatisierte Berechnung,,133,Automatisierte Berechnung,,84,Automatisierte Berechnung,,34,Berechnung anhand von Zutaten,,593,Automatisierte Berechnung,,593,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.11,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.29,Berechnung anhand von Zutaten,,0.28,Berechnung anhand von Zutaten,,25.5,Berechnung anhand von Zutaten,,0.59,Berechnung anhand von Zutaten,,19.8,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,0.84,Berechnung anhand von Zutaten,,160,Berechnung anhand von Zutaten,,230,Berechnung anhand von Zutaten,,360,Berechnung anhand von Zutaten,,42,Berechnung anhand von Zutaten,,11,Berechnung anhand von Zutaten,,78,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,12,Berechnung anhand von Zutaten,,0.5,Berechnung anhand von Zutaten,,k.A.,,,Ja
1523,,,"Mehlomeletten mit Käse, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,,pro 100g essbarer Anteil,814,Automatisierte Berechnung,,194,Automatisierte Berechnung,,8.9,Berechnung anhand von Zutaten,,4.4,Berechnung anhand von Zutaten,,2.4,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,111,Berechnung anhand von Zutaten,,18.2,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,16.8,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,10,Berechnung anhand von Zutaten,,0.9,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,62.3,Automatisierte Berechnung,,81,Automatisierte Berechnung,,80,Automatisierte Berechnung,,78,Berechnung anhand von Zutaten,,20,Automatisierte Berechnung,,20,Berechnung anhand von Zutaten,,0.06,Berechnung anhand von Zutaten,,0.17,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0.54,Berechnung anhand von Zutaten,,0.13,Berechnung anhand von Zutaten,,16.3,Berechnung anhand von Zutaten,,0.72,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,0.52,Berechnung anhand von Zutaten,,130,Berechnung anhand von Zutaten,,360,Berechnung anhand von Zutaten,,550,Berechnung anhand von Zutaten,,150,Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,160,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,14,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,k.A.,,,Ja
1695,,,"Mehlomeletten mit Nutella, zubereitet",,Gerichte/Sonstige süsse Gerichte,,pro 100g essbarer Anteil,1080,Automatisierte Berechnung,,259,Automatisierte Berechnung,,12.3,Berechnung anhand von Zutaten,,4.9,Berechnung anhand von Zutaten,,5,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,84,Berechnung anhand von Zutaten,,29.1,Berechnung anhand von Zutaten,,14.4,Berechnung anhand von Zutaten,,14.4,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,7.2,Berechnung anhand von Zutaten,,0.6,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,50.3,Automatisierte Berechnung,,38,Automatisierte Berechnung,,37,Automatisierte Berechnung,,37,Berechnung anhand von Zutaten,,6,Automatisierte Berechnung,,6,Berechnung anhand von Zutaten,,0.08,Berechnung anhand von Zutaten,,0.15,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0.35,Berechnung anhand von Zutaten,,0.19,Berechnung anhand von Zutaten,,16.1,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,1.33,Berechnung anhand von Zutaten,,180,Berechnung anhand von Zutaten,,260,Berechnung anhand von Zutaten,,400,Berechnung anhand von Zutaten,,70,Berechnung anhand von Zutaten,,20,Berechnung anhand von Zutaten,,110,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,12,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,k.A.,,,Ja
1526,,,"Mehlomeletten mit Schinken, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,,pro 100g essbarer Anteil,653,Automatisierte Berechnung,,155,Automatisierte Berechnung,,5.1,Berechnung anhand von Zutaten,,2.1,Berechnung anhand von Zutaten,,1.6,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,101,Berechnung anhand von Zutaten,,17.3,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,15.8,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,9.7,Berechnung anhand von Zutaten,,1,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,67.4,Automatisierte Berechnung,,51,Automatisierte Berechnung,,46,Automatisierte Berechnung,,41,Berechnung anhand von Zutaten,,60,Automatisierte Berechnung,,60,Berechnung anhand von Zutaten,,0.16,Berechnung anhand von Zutaten,,0.15,Berechnung anhand von Zutaten,,0.08,Berechnung anhand von Zutaten,,0.36,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,15.8,Berechnung anhand von Zutaten,,0.72,Berechnung anhand von Zutaten,,10.6,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,0.5,Berechnung anhand von Zutaten,,180,Berechnung anhand von Zutaten,,410,Berechnung anhand von Zutaten,,620,Berechnung anhand von Zutaten,,47,Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,130,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,k.A.,,,Ja
1527,,,"Mehlomeletten mit Speck, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,,pro 100g essbarer Anteil,787,Automatisierte Berechnung,,188,Automatisierte Berechnung,,8.9,Berechnung anhand von Zutaten,,3.5,Berechnung anhand von Zutaten,,3.4,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,102,Berechnung anhand von Zutaten,,17.3,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,15.8,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,9.3,Berechnung anhand von Zutaten,,1.1,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,64,Automatisierte Berechnung,,51,Automatisierte Berechnung,,46,Automatisierte Berechnung,,41,Berechnung anhand von Zutaten,,60,Automatisierte Berechnung,,60,Berechnung anhand von Zutaten,,0.13,Berechnung anhand von Zutaten,,0.14,Berechnung anhand von Zutaten,,0.06,Berechnung anhand von Zutaten,,0.39,Berechnung anhand von Zutaten,,0.68,Berechnung anhand von Zutaten,,16,Berechnung anhand von Zutaten,,0.71,Berechnung anhand von Zutaten,,5.1,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,0.52,Berechnung anhand von Zutaten,,150,Berechnung anhand von Zutaten,,440,Berechnung anhand von Zutaten,,700,Berechnung anhand von Zutaten,,46,Berechnung anhand von Zutaten,,11,Berechnung anhand von Zutaten,,110,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,12,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,k.A.,,,Ja
1694,,,"Mehlomeletten mit Zimt und Zucker, zubereitet",,Gerichte/Sonstige süsse Gerichte,,pro 100g essbarer Anteil,744,Automatisierte Berechnung,,177,Automatisierte Berechnung,,5.3,Berechnung anhand von Zutaten,,2.2,Berechnung anhand von Zutaten,,1.6,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,106,Berechnung anhand von Zutaten,,24.5,Berechnung anhand von Zutaten,,6.5,Berechnung anhand von Zutaten,,17.9,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,7.2,Berechnung anhand von Zutaten,,0.8,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,62.3,Automatisierte Berechnung,,47,Automatisierte Berechnung,,46,Automatisierte Berechnung,,46,Berechnung anhand von Zutaten,,6,Automatisierte Berechnung,,6,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.13,Berechnung anhand von Zutaten,,0.04,Berechnung anhand von Zutaten,,0.39,Berechnung anhand von Zutaten,,0.12,Berechnung anhand von Zutaten,,16.1,Berechnung anhand von Zutaten,,0.71,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,0.5,Berechnung anhand von Zutaten,,130,Berechnung anhand von Zutaten,,310,Berechnung anhand von Zutaten,,470,Berechnung anhand von Zutaten,,48,Berechnung anhand von Zutaten,,9.8,Berechnung anhand von Zutaten,,94,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,14,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,7.3,Berechnung anhand von Zutaten,,Ja
1522,,,"Mehlomeletten, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,,pro 100g essbarer Anteil,692,Automatisierte Berechnung,,165,Automatisierte Berechnung,,5.6,Berechnung anhand von Zutaten,,2.3,Berechnung anhand von Zutaten,,1.7,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,112,Berechnung anhand von Zutaten,,20.4,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,18.8,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,7.6,Berechnung anhand von Zutaten,,0.8,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,65.7,Automatisierte Berechnung,,49,Automatisierte Berechnung,,49,Automatisierte Berechnung,,48,Berechnung anhand von Zutaten,,7,Automatisierte Berechnung,,7,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.14,Berechnung anhand von Zutaten,,0.04,Berechnung anhand von Zutaten,,0.41,Berechnung anhand von Zutaten,,0.12,Berechnung anhand von Zutaten,,16.9,Berechnung anhand von Zutaten,,0.74,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,0.53,Berechnung anhand von Zutaten,,130,Berechnung anhand von Zutaten,,330,Berechnung anhand von Zutaten,,500,Berechnung anhand von Zutaten,,50,Berechnung anhand von Zutaten,,10,Berechnung anhand von Zutaten,,99,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,14,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,7.7,Berechnung anhand von Zutaten,,Ja
732,3819,1001327,"Melasse, Melassesirup",,Süssigkeiten/Konfitüren und süsse Brotaufstriche,1.4,pro 100g essbarer Anteil,1160,Automatisierte Berechnung,,274,Automatisierte Berechnung,,0,-,9,0,-,9,0,-,9,0,-,9,0,Schätzung,51,67.2,-,9,67.2,-,9,0,-,9,0,-,9,1.2,-,9,0.2,Automatisierte Berechnung,,0,-,9,25.4,-,9,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Schätzung,1698,0,Automatisierte Berechnung,,0,Schätzung,51,0.08,-,9,0.1,-,9,0,-,9,0,-,9,0,-,9,0,-,9,0,-,9,0,-,9,0,-,9,0,-,9,1470,-,9,96,-,9,820,-,9,500,-,9,140,-,9,31,-,9,9.2,-,9,0,-,9,0.9,-,9,k.A.,,,Nein
854,4031,1001524,Meringue,,Süssigkeiten/Sonstige Süssigkeiten,,pro 100g essbarer Anteil,1700,Automatisierte Berechnung,,401,Automatisierte Berechnung,,<0.5,-,12,0,-,43,0,-,43,0,-,43,0,-,43,94,-,31,94,-,22,0,-,22,0,-,43,5,-,12,0.3,Automatisierte Berechnung,,0,-,43,1,-,22,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,-,61,0,Automatisierte Berechnung,,0,-,61,0,-,43,0.25,-,43,0,-,43,0,-,43,0.1,-,43,0,-,43,0.2,-,43,0,-,43,0,-,43,0,-,43,90,-,43,100,-,43,Sp.,-,43,4,-,43,5,-,43,22,-,43,0.2,-,43,Sp.,-,43,Sp.,-,43,k.A.,,,Nein
761,4397,1001405,"Miesmuschel, roh",,"Fisch/Meeresfrüchte, Krusten- und Schalentiere",,pro 100g essbarer Anteil,357,Automatisierte Berechnung,,85,Automatisierte Berechnung,,2.7,-,5,0.5,-,5,0.6,-,5,0.6,-,5,108,-,5,3.4,-,5,Sp.,-,5,0,Schätzung,51,0,-,5,11.7,-,5,0.7,Automatisierte Berechnung,,0,-,5,82.1,-,5,84,Automatisierte Berechnung,,84,Automatisierte Berechnung,,84,-,145,0,Automatisierte Berechnung,,0,Schätzung,51,0.12,-,5,0.16,-,5,0.08,-,5,8,-,9,1.6,-,5,37,-,5,0.29,-,9,Sp.,-,5,Sp.,-,5,1.11,-,5,320,-,5,290,-,5,460,-,9,88,-,5,36,-,9,240,-,5,5.8,-,5,130,-,9,1.6,-,5,k.A.,,,Nein
1194,3922,,Milch (Durchschnitt),,Milch und Milchprodukte/Milch,1,pro 100 ml,245,Automatisierte Berechnung,,59,Automatisierte Berechnung,,2.9,Berechnung anhand von Zutaten,,1.7,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,11,Berechnung anhand von Zutaten,,4.8,Berechnung anhand von Zutaten,,4.8,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,3.2,Berechnung anhand von Zutaten,,0.1,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,89,Automatisierte Berechnung,,31,Automatisierte Berechnung,,29,Automatisierte Berechnung,,28,Berechnung anhand von Zutaten,,14,Automatisierte Berechnung,,14,Berechnung anhand von Zutaten,,0.02,Berechnung anhand von Zutaten,,0.16,Berechnung anhand von Zutaten,,0.03,Berechnung anhand von Zutaten,,0.22,Berechnung anhand von Zutaten,,0.11,Berechnung anhand von Zutaten,,5.1,Berechnung anhand von Zutaten,,0.34,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.09,Berechnung anhand von Zutaten,,160,Berechnung anhand von Zutaten,,39,Berechnung anhand von Zutaten,,98,Berechnung anhand von Zutaten,,120,Berechnung anhand von Zutaten,,11,Berechnung anhand von Zutaten,,92,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,10,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,Ja
1185,4682,,"Milchkaffee dunkel, ungezuckert",Schale,Milch und Milchprodukte/Milch- und Joghurtgetränke;Alkoholfreie Getränke/Kaffee,1,pro 100 ml,65,Automatisierte Berechnung,,16,Automatisierte Berechnung,,0.9,Berechnung anhand von Zutaten,,0.5,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,3,Berechnung anhand von Zutaten,,1.2,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,97.1,Automatisierte Berechnung,,10,Automatisierte Berechnung,,10,Automatisierte Berechnung,,9,Berechnung anhand von Zutaten,,4,Automatisierte Berechnung,,4,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0.01,Berechnung anhand von Zutaten,,0.03,Berechnung anhand von Zutaten,,0.13,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,0.08,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.03,Berechnung anhand von Zutaten,,54,Berechnung anhand von Zutaten,,9.2,Berechnung anhand von Zutaten,,21,Berechnung anhand von Zutaten,,32,Berechnung anhand von Zutaten,,4.8,Berechnung anhand von Zutaten,,21,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,2.1,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,k.A.,,,Nein
1186,4681,,"Milchkaffee hell, ungezuckert",Schale,Milch und Milchprodukte/Milch- und Joghurtgetränke;Alkoholfreie Getränke/Kaffee,1,pro 100 ml,90,Automatisierte Berechnung,,22,Automatisierte Berechnung,,1.2,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,5,Berechnung anhand von Zutaten,,1.6,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,96.1,Automatisierte Berechnung,,14,Automatisierte Berechnung,,14,Automatisierte Berechnung,,13,Berechnung anhand von Zutaten,,6,Automatisierte Berechnung,,6,Berechnung anhand von Zutaten,,0.01,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.01,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0.13,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,0.11,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.04,Berechnung anhand von Zutaten,,65,Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,30,Berechnung anhand von Zutaten,,42,Berechnung anhand von Zutaten,,5.4,Berechnung anhand von Zutaten,,29,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,3,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,k.A.,,,Nein
