Schweizer Nährwertdatenbank – Generische Lebensmittel V6.5 (27.06.2023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korrigierte Version vom 17.08.2023 (Korrektur: Nährstoff ""Zink"", Lebensmittel 13420 ""Bier, alkoholfrei"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID V 4.0,ID SwissFIR,Name,Synonyme,Kategorie,Dichte,Bezugseinheit,"Energie, Kilojoule (kJ)",Herleitung des Wertes,Quelle,"Energie, Kalorien (kcal)",Herleitung des Wertes,Quelle,"Fett, total (g)",Herleitung des Wertes,Quelle,"Fettsäuren, gesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, einfach ungesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, mehrfach ungesättigt (g)",Herleitung des Wertes,Quelle,Cholesterin (mg),Herleitung des Wertes,Quelle,"Kohlenhydrate, verfügbar (g)",Herleitung des Wertes,Quelle,Zucker (g),Herleitung des Wertes,Quelle,Stärke (g),Herleitung des Wertes,Quelle,Nahrungsfasern (g),Herleitung des Wertes,Quelle,Protein (g),Herleitung des Wertes,Quelle,Salz (NaCl) (g),Herleitung des Wertes,Quelle,Alkohol (g),Herleitung des Wertes,Quelle,Wasser (g),Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RE (µg-RE)",Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RAE (µg-RE)",Herleitung des Wertes,Quelle,Retinol (µg),Herleitung des Wertes,Quelle,Betacarotin-Aktivität (µg-BCE),Herleitung des Wertes,Quelle,Betacarotin (µg),Herleitung des Wertes,Quelle,Vitamin B1 (Thiamin) (mg),Herleitung des Wertes,Quelle,Vitamin B2 (Riboflavin) (mg),Herleitung des Wertes,Quelle,Vitamin B6 (Pyridoxin) (mg),Herleitung des Wertes,Quelle,Vitamin B12 (Cobalamin) (µg),Herleitung des Wertes,Quelle,Niacin (mg),Herleitung des Wertes,Quelle,Folat (µg),Herleitung des Wertes,Quelle,Pantothensäure (mg),Herleitung des Wertes,Quelle,Vitamin C (Ascorbinsäure) (mg),Herleitung des Wertes,Quelle,Vitamin D (Calciferol) (µg),Herleitung des Wertes,Quelle,Vitamin E (α-Tocopherol) (mg),Herleitung des Wertes,Quelle,Kalium (K) (mg),Herleitung des Wertes,Quelle,Natrium (Na) (mg),Herleitung des Wertes,Quelle,Chlorid (Cl) (mg),Herleitung des Wertes,Quelle,Calcium (Ca) (mg),Herleitung des Wertes,Quelle,Magnesium (Mg) (mg),Herleitung des Wertes,Quelle,Phosphor (P) (mg),Herleitung des Wertes,Quelle,Eisen (Fe) (mg),Herleitung des Wertes,Quelle,Jod (I) (µg),Herleitung des Wertes,Quelle,Zink (Zn)  (mg),Herleitung des Wertes,Quelle,Selen (Se) (µg),Herleitung des Wertes,Quelle,Geänderter Eintrag
1187,4680,,"Milchkaffee, ungezuckert",Schale,Milch und Milchprodukte/Milch- und Joghurtgetränke;Alkoholfreie Getränke/Kaffee,1,pro 100 ml,81,Automatisierte Berechnung,,19,Automatisierte Berechnung,,1.1,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,4,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,96.5,Automatisierte Berechnung,,13,Automatisierte Berechnung,,12,Automatisierte Berechnung,,12,Berechnung anhand von Zutaten,,5,Automatisierte Berechnung,,5,Berechnung anhand von Zutaten,,0.01,Berechnung anhand von Zutaten,,0.06,Berechnung anhand von Zutaten,,0.01,Berechnung anhand von Zutaten,,0.04,Berechnung anhand von Zutaten,,0.13,Berechnung anhand von Zutaten,,1.2,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.04,Berechnung anhand von Zutaten,,61,Berechnung anhand von Zutaten,,11,Berechnung anhand von Zutaten,,26,Berechnung anhand von Zutaten,,38,Berechnung anhand von Zutaten,,5.1,Berechnung anhand von Zutaten,,26,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,2.6,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,k.A.,,,Nein
1513,,,"Milchreis, zubereitet (mit teilentrahmter Milch, ohne Zugabe von Zucker)",,Süssigkeiten/Cremen und Pudding;Gerichte/Müesli und Brei,,pro 100g essbarer Anteil,544,Automatisierte Berechnung,,129,Automatisierte Berechnung,,3.5,Berechnung anhand von Zutaten,,2.1,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,14,Berechnung anhand von Zutaten,,19,Berechnung anhand von Zutaten,,5.6,Berechnung anhand von Zutaten,,13.4,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,5.3,Berechnung anhand von Zutaten,,0.2,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,72,Automatisierte Berechnung,,41,Automatisierte Berechnung,,40,Automatisierte Berechnung,,39,Berechnung anhand von Zutaten,,17,Automatisierte Berechnung,,17,Berechnung anhand von Zutaten,,0.03,Berechnung anhand von Zutaten,,0.22,Berechnung anhand von Zutaten,,0.04,Berechnung anhand von Zutaten,,0.17,Berechnung anhand von Zutaten,,0.43,Berechnung anhand von Zutaten,,6,Berechnung anhand von Zutaten,,0.45,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.11,Berechnung anhand von Zutaten,,200,Berechnung anhand von Zutaten,,85,Berechnung anhand von Zutaten,,180,Berechnung anhand von Zutaten,,150,Berechnung anhand von Zutaten,,17,Berechnung anhand von Zutaten,,130,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,3.8,Berechnung anhand von Zutaten,,Ja
1514,,,"Milchreis, zubereitet (mit Vollmilch, ohne Zugabe von Zucker)",,Süssigkeiten/Cremen und Pudding;Gerichte/Müesli und Brei,,pro 100g essbarer Anteil,600,Automatisierte Berechnung,,143,Automatisierte Berechnung,,5.1,Berechnung anhand von Zutaten,,3.1,Berechnung anhand von Zutaten,,1.2,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,19,Berechnung anhand von Zutaten,,19,Berechnung anhand von Zutaten,,5.6,Berechnung anhand von Zutaten,,13.4,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,5.1,Berechnung anhand von Zutaten,,0.2,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,70.6,Automatisierte Berechnung,,57,Automatisierte Berechnung,,55,Automatisierte Berechnung,,53,Berechnung anhand von Zutaten,,23,Automatisierte Berechnung,,23,Berechnung anhand von Zutaten,,0.03,Berechnung anhand von Zutaten,,0.26,Berechnung anhand von Zutaten,,0.04,Berechnung anhand von Zutaten,,0.18,Berechnung anhand von Zutaten,,0.43,Berechnung anhand von Zutaten,,6,Berechnung anhand von Zutaten,,0.44,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.17,Berechnung anhand von Zutaten,,200,Berechnung anhand von Zutaten,,85,Berechnung anhand von Zutaten,,180,Berechnung anhand von Zutaten,,150,Berechnung anhand von Zutaten,,17,Berechnung anhand von Zutaten,,130,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,12,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,3.6,Berechnung anhand von Zutaten,,Ja
195,4510,831009,Milchschokolade,,Süssigkeiten/Schokolade und Kakaoerzeugnisse,,pro 100g essbarer Anteil,2240,Automatisierte Berechnung,,537,Automatisierte Berechnung,,31.1,-,46,19.3,-,46,10.4,-,46,1.2,-,46,12,-,46,56.9,-,46,55.2,Schätzung,51,0.6,-,46,1.9,-,46,6.5,-,46,0.5,Automatisierte Berechnung,,0,Schätzung,51,1.3,-,145,65,Automatisierte Berechnung,,62,Automatisierte Berechnung,,59,-,156,36,Automatisierte Berechnung,,36,-,8,0.09,-,145,0.4,-,145,0.04,-,145,0,-,145,0.4,-,145,7,-,145,0.19,-,145,2.8,-,46,0,-,145,0.25,-,145,640,-,46,190,-,46,130,-,1528,250,-,46,55,-,145,240,-,145,2.1,-,46,17,-,145,1.6,-,145,k.A.,,,Nein
654,4067,,Milchschokolade mit Alkoholfüllung,,Süssigkeiten/Schokolade und Kakaoerzeugnisse,,pro 100g essbarer Anteil,2040,Automatisierte Berechnung,,488,Automatisierte Berechnung,,23.1,Berechnung anhand von Zutaten,,13.3,Berechnung anhand von Zutaten,,7.2,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,9,Berechnung anhand von Zutaten,,59,Berechnung anhand von Zutaten,,58.3,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,2.9,Berechnung anhand von Zutaten,,5.6,Berechnung anhand von Zutaten,,0.1,Automatisierte Berechnung,,2.2,Berechnung anhand von Zutaten,,7.6,Automatisierte Berechnung,,33,Automatisierte Berechnung,,32,Automatisierte Berechnung,,30,Berechnung anhand von Zutaten,,19,Automatisierte Berechnung,,19,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0.24,Berechnung anhand von Zutaten,,0.04,Berechnung anhand von Zutaten,,0.22,Berechnung anhand von Zutaten,,0.35,Berechnung anhand von Zutaten,,8.8,Berechnung anhand von Zutaten,,0.49,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0.21,Berechnung anhand von Zutaten,,340,Berechnung anhand von Zutaten,,56,Berechnung anhand von Zutaten,,120,Berechnung anhand von Zutaten,,160,Berechnung anhand von Zutaten,,50,Berechnung anhand von Zutaten,,160,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,4.1,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,k.A.,,,Ja
655,3605,,"Milchschokolade mit Crèmefüllung (Gianduja, Nougat)",,Süssigkeiten/Schokolade und Kakaoerzeugnisse,,pro 100g essbarer Anteil,2390,Automatisierte Berechnung,,573,Automatisierte Berechnung,,38.3,Berechnung anhand von Zutaten,,18.2,Berechnung anhand von Zutaten,,14.8,Berechnung anhand von Zutaten,,2.9,Berechnung anhand von Zutaten,,10,Berechnung anhand von Zutaten,,47.6,Berechnung anhand von Zutaten,,46.4,Berechnung anhand von Zutaten,,0.5,Berechnung anhand von Zutaten,,3.4,Berechnung anhand von Zutaten,,7.9,Berechnung anhand von Zutaten,,0.1,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,3.7,Automatisierte Berechnung,,33,Automatisierte Berechnung,,32,Automatisierte Berechnung,,31,Berechnung anhand von Zutaten,,16,Automatisierte Berechnung,,16,Berechnung anhand von Zutaten,,0.09,Berechnung anhand von Zutaten,,0.29,Berechnung anhand von Zutaten,,0.09,Berechnung anhand von Zutaten,,0.19,Berechnung anhand von Zutaten,,0.5,Berechnung anhand von Zutaten,,17.6,Berechnung anhand von Zutaten,,0.57,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,3.72,Berechnung anhand von Zutaten,,370,Berechnung anhand von Zutaten,,49,Berechnung anhand von Zutaten,,110,Berechnung anhand von Zutaten,,170,Berechnung anhand von Zutaten,,71,Berechnung anhand von Zutaten,,190,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,4.1,Berechnung anhand von Zutaten,,1.2,Berechnung anhand von Zutaten,,k.A.,,,Ja
643,4069,,Milchschokolade mit Mandel-Honig-Nougat,,Süssigkeiten/Schokolade und Kakaoerzeugnisse,,pro 100g essbarer Anteil,2240,Automatisierte Berechnung,,536,Automatisierte Berechnung,,31.5,Berechnung anhand von Zutaten,,17.8,Berechnung anhand von Zutaten,,10,Berechnung anhand von Zutaten,,1.8,Berechnung anhand von Zutaten,,14,Berechnung anhand von Zutaten,,54.8,Berechnung anhand von Zutaten,,54.3,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,1.8,Berechnung anhand von Zutaten,,7.3,Berechnung anhand von Zutaten,,0.2,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,4.8,Automatisierte Berechnung,,50,Automatisierte Berechnung,,48,Automatisierte Berechnung,,46,Berechnung anhand von Zutaten,,26,Automatisierte Berechnung,,26,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.36,Berechnung anhand von Zutaten,,0.07,Berechnung anhand von Zutaten,,0.34,Berechnung anhand von Zutaten,,0.34,Berechnung anhand von Zutaten,,11.7,Berechnung anhand von Zutaten,,0.68,Berechnung anhand von Zutaten,,2.3,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0.76,Berechnung anhand von Zutaten,,380,Berechnung anhand von Zutaten,,86,Berechnung anhand von Zutaten,,190,Berechnung anhand von Zutaten,,250,Berechnung anhand von Zutaten,,45,Berechnung anhand von Zutaten,,210,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,6.3,Berechnung anhand von Zutaten,,1.1,Berechnung anhand von Zutaten,,k.A.,,,Ja
612,4145,,Milchschokolade mit Nüssen,,Süssigkeiten/Schokolade und Kakaoerzeugnisse,,pro 100g essbarer Anteil,2370,Automatisierte Berechnung,,570,Automatisierte Berechnung,,38.2,Berechnung anhand von Zutaten,,16.4,Berechnung anhand von Zutaten,,17.2,Berechnung anhand von Zutaten,,2.6,Berechnung anhand von Zutaten,,11,Berechnung anhand von Zutaten,,46.1,Berechnung anhand von Zutaten,,44.4,Berechnung anhand von Zutaten,,0.4,Berechnung anhand von Zutaten,,3.2,Berechnung anhand von Zutaten,,8.8,Berechnung anhand von Zutaten,,0.2,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,4.3,Automatisierte Berechnung,,38,Automatisierte Berechnung,,36,Automatisierte Berechnung,,35,Berechnung anhand von Zutaten,,20,Automatisierte Berechnung,,20,Berechnung anhand von Zutaten,,0.14,Berechnung anhand von Zutaten,,0.3,Berechnung anhand von Zutaten,,0.14,Berechnung anhand von Zutaten,,0.29,Berechnung anhand von Zutaten,,0.5,Berechnung anhand von Zutaten,,22.7,Berechnung anhand von Zutaten,,0.86,Berechnung anhand von Zutaten,,2.1,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,3.23,Berechnung anhand von Zutaten,,440,Berechnung anhand von Zutaten,,73,Berechnung anhand von Zutaten,,160,Berechnung anhand von Zutaten,,230,Berechnung anhand von Zutaten,,63,Berechnung anhand von Zutaten,,220,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,6.5,Berechnung anhand von Zutaten,,1.4,Berechnung anhand von Zutaten,,k.A.,,,Ja
641,4070,,"Milchschokolade mit Weinbeeren, Nüssen und Mandeln",,Süssigkeiten/Schokolade und Kakaoerzeugnisse,,pro 100g essbarer Anteil,2140,Automatisierte Berechnung,,513,Automatisierte Berechnung,,28.9,Berechnung anhand von Zutaten,,14.2,Berechnung anhand von Zutaten,,11.3,Berechnung anhand von Zutaten,,1.7,Berechnung anhand von Zutaten,,10,Berechnung anhand von Zutaten,,52.6,Berechnung anhand von Zutaten,,51,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,4.5,Berechnung anhand von Zutaten,,8.4,Berechnung anhand von Zutaten,,0.2,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,6.4,Automatisierte Berechnung,,36,Automatisierte Berechnung,,34,Automatisierte Berechnung,,33,Berechnung anhand von Zutaten,,21,Automatisierte Berechnung,,21,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0.31,Berechnung anhand von Zutaten,,0.09,Berechnung anhand von Zutaten,,0.23,Berechnung anhand von Zutaten,,0.59,Berechnung anhand von Zutaten,,16.5,Berechnung anhand von Zutaten,,0.64,Berechnung anhand von Zutaten,,1.7,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,2.36,Berechnung anhand von Zutaten,,520,Berechnung anhand von Zutaten,,62,Berechnung anhand von Zutaten,,130,Berechnung anhand von Zutaten,,210,Berechnung anhand von Zutaten,,76,Berechnung anhand von Zutaten,,230,Berechnung anhand von Zutaten,,1.9,Berechnung anhand von Zutaten,,5,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,k.A.,,,Ja
671,4201,1001230,Minestrone,,Gerichte/Eintöpfe und Suppen,1.1,pro 100g essbarer Anteil,221,Automatisierte Berechnung,,53,Automatisierte Berechnung,,1.8,-,22,0.7,-,22,0.7,-,22,0.2,-,22,1,-,43,7,-,22,2.6,-,22,4.3,-,22,0.4,-,43,2,-,22,1,Automatisierte Berechnung,,0,-,43,87.6,-,22,143,Automatisierte Berechnung,,72,Automatisierte Berechnung,,1,-,8,850,Automatisierte Berechnung,,850,-,8,0.02,-,43,0.02,-,43,0.04,-,43,0,-,43,0.79,-,43,7,-,43,0.1,-,43,1,-,43,0,-,43,Sp.,-,22,110,-,43,390,-,43,300,-,9,14,-,43,5,-,43,20,-,43,0.3,-,43,k.A.,-,9,k.A.,-,9,k.A.,,,Nein
1087,4308,,Minipic Würstchen,,Fleisch- und Wurstwaren/Rohwurstware,,pro 100g essbarer Anteil,1900,Automatisierte Berechnung,,460,Automatisierte Berechnung,,39.1,-,1032,15.4,-,1032,18.7,-,1032,3.8,-,1032,97,-,1032,0.8,-,1032,0.8,-,1032,0,Schätzung,1003,0,Schätzung,1003,26.1,-,1032,4.5,Automatisierte Berechnung,,0,Schätzung,1003,26.4,-,1032,1,Automatisierte Berechnung,,1,Automatisierte Berechnung,,Sp.,-,1003,7,Automatisierte Berechnung,,7,Schätzung,,0.28,-,1032,0.16,-,1032,0.22,-,1032,1.8,-,1032,7.2,-,1032,2.6,Schätzung,,0.9,-,1032,3.9,-,1032,1.6,-,1032,Sp.,-,1032,390,-,1032,1780,-,1032,2540,-,1032,Sp.,-,1032,28,-,1032,330,-,1032,3,-,1032,0.8,Schätzung,,3.9,-,1032,13,-,1032,Nein
1053,4246,,"Mirabelle, gedünstet, abgetropft (ohne Zugabe von Zucker)",,Früchte/Früchte gekocht (inkl. Konserven),,pro 100g essbarer Anteil,296,Automatisierte Berechnung,,70,Automatisierte Berechnung,,0.2,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,16.6,Berechnung anhand von Zutaten,,12.2,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,2,Berechnung anhand von Zutaten,,0.7,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,80.5,Automatisierte Berechnung,,42,Automatisierte Berechnung,,21,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,252,Automatisierte Berechnung,,227,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0.01,Berechnung anhand von Zutaten,,0.04,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.14,Berechnung anhand von Zutaten,,4.5,Berechnung anhand von Zutaten,,0.16,Berechnung anhand von Zutaten,,2.5,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.31,Berechnung anhand von Zutaten,,170,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,12,Berechnung anhand von Zutaten,,7.5,Berechnung anhand von Zutaten,,19,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,1.1,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,Ja
403,4566,1000867,"Mirabelle, roh",,Früchte/Früchte frisch,,pro 100g essbarer Anteil,323,Automatisierte Berechnung,,76,Automatisierte Berechnung,,0.2,-,1640,Sp.,-,2277,Sp.,-,2277,Sp.,-,2277,0,Schätzung,2580,18,-,2277,13.3,-,2277,Sp.,-,2277,2.2,-,2277,0.6,-,2277,0,Automatisierte Berechnung,,0,Schätzung,2580,78.1,-,2277,49,Automatisierte Berechnung,,24,Automatisierte Berechnung,,0,Schätzung,1698,292,Automatisierte Berechnung,,263,-,121;2277,0.07,-,1640;2581,0.02,-,2277;2581,0.05,-,2277;2581,0,Schätzung,2580,0.16,-,2277;2581,7.8,-,2277;2581,0.17,-,2277;2581,5.5,-,2277;2581,0,Schätzung,2580,0.27,Schätzung,,240,-,2277,Sp.,-,2277,Sp.,-,2277,11,-,2277,8.2,-,2277,21,-,2277,0.1,-,2277,1,-,9,0.1,-,2277,1.3,-,1640,Ja
602,3840,1001141,"Molke, süss",Süssmolke,Milch und Milchprodukte/Milch- und Joghurtgetränke,1,pro 100 ml,102,Automatisierte Berechnung,,24,Automatisierte Berechnung,,0.2,-,9,0.1,Schätzung,1662,0.1,Schätzung,1662,0,Schätzung,1662,1,-,3,4.7,-,9,4.7,-,9,0,Schätzung,1662,0,Schätzung,1662,0.8,-,1640,0.1,Automatisierte Berechnung,,0,Schätzung,1662,93.6,-,9,3,Automatisierte Berechnung,,3,Automatisierte Berechnung,,3,-,8,0,Automatisierte Berechnung,,0,-,1528,0.04,-,9,0.14,-,9,0.04,-,9,0.2,-,9,0.2,-,9,1,-,9,0.4,-,9,1,-,9,0,-,9,0,-,9,130,-,9,45,-,9,67,-,1528,68,-,1528,8,-,9,40,-,9,0.1,-,9,8,-,9,0.1,-,9,k.A.,,,Nein
1039,4281,,"Morchel, gedünstet (ohne Zugabe von Fett und Salz)",,Gemüse/Pilze,,pro 100g essbarer Anteil,139,Automatisierte Berechnung,,34,Automatisierte Berechnung,,0.4,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.6,Berechnung anhand von Zutaten,,0.1,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,8.5,Berechnung anhand von Zutaten,,2.8,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,88.5,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0.12,Berechnung anhand von Zutaten,,0.06,Berechnung anhand von Zutaten,,0.05,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,4.88,Berechnung anhand von Zutaten,,18.3,Berechnung anhand von Zutaten,,2.5,Berechnung anhand von Zutaten,,4.5,Berechnung anhand von Zutaten,,3.8,Berechnung anhand von Zutaten,,0.22,Berechnung anhand von Zutaten,,370,Berechnung anhand von Zutaten,,2.1,Berechnung anhand von Zutaten,,9.3,Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,16,Berechnung anhand von Zutaten,,190,Berechnung anhand von Zutaten,,1.2,Berechnung anhand von Zutaten,,12,Berechnung anhand von Zutaten,,0.5,Berechnung anhand von Zutaten,,k.A.,,,Nein
457,4418,1000938,"Morchel, roh",,Gemüse/Pilze,,pro 100g essbarer Anteil,119,Automatisierte Berechnung,,29,Automatisierte Berechnung,,0.3,-,36,0.1,-,9,0,-,9,0.2,-,9,0,-,9,0.5,-,9,0.1,-,9,0,-,9,7,-,36,2.5,-,1640,0,Automatisierte Berechnung,,0,-,36,90,-,36,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Schätzung,1698,0,Automatisierte Berechnung,,0,Schätzung,51,0.13,-,36,0.06,-,36,0.05,-,9,0,-,9,5,-,9,25,-,36,2.5,-,9,5,-,9,3.1,-,36,0.19,-,36,390,-,36,2,-,36,8,-,36,11,-,36,16,-,36,160,-,36,1.2,-,36,10,-,9,0.5,-,9,k.A.,,,Nein
819,4090,1001488,Mortadella,,Fleisch- und Wurstwaren/Brühwurstware,,pro 100g essbarer Anteil,1300,Automatisierte Berechnung,,314,Automatisierte Berechnung,,27.3,Berechnung anhand von Zutaten,,10.2,Berechnung anhand von Zutaten,,12.4,Berechnung anhand von Zutaten,,2.8,Berechnung anhand von Zutaten,,75,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,0.8,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,16.1,Berechnung anhand von Zutaten,,2.1,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,55.7,Automatisierte Berechnung,,5,Automatisierte Berechnung,,5,Automatisierte Berechnung,,5,Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,0.37,Berechnung anhand von Zutaten,,0.12,Berechnung anhand von Zutaten,,0.2,Berechnung anhand von Zutaten,,1.08,Berechnung anhand von Zutaten,,3.05,Berechnung anhand von Zutaten,,3.1,Berechnung anhand von Zutaten,,0.49,Berechnung anhand von Zutaten,,25.5,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0.42,Berechnung anhand von Zutaten,,100,Berechnung anhand von Zutaten,,840,Berechnung anhand von Zutaten,,1240,Berechnung anhand von Zutaten,,3.9,Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,170,Berechnung anhand von Zutaten,,0.9,Berechnung anhand von Zutaten,,1.5,Berechnung anhand von Zutaten,,1.3,Berechnung anhand von Zutaten,,k.A.,,,Nein
717,4667,1001305,Mostbröckli,,Fleisch- und Wurstwaren/Rohwurstware,,pro 100g essbarer Anteil,633,Automatisierte Berechnung,,150,Automatisierte Berechnung,,1.9,-,1010,0.9,-,1032,0.9,-,1032,0.2,-,1032,69,-,1032,0.5,-,1032,0.5,-,1010,0,Schätzung,22,0,-,22,32.6,-,1010,4.7,Automatisierte Berechnung,,0,-,22,58.4,-,1010,2,Automatisierte Berechnung,,2,Automatisierte Berechnung,,2,-,8,0,Automatisierte Berechnung,,0,Schätzung,51,0.1,-,1032,0.17,-,1032,0.37,-,1032,1.4,-,1032,7.1,-,1032,Sp.,-,22,0.9,-,1032,11.6,-,1032,Sp.,-,22,Sp.,-,22,580,-,1032,1860,-,1032,2870,-,1032,Sp.,-,22,33,-,1032,300,-,1032,3.3,-,1032,Sp.,-,22,5.9,-,1032,14,-,1032,Nein
