Obj;Field;POS;Context;Number;Phase;HollowGlass;FlatGlass;Splitter;GlassChunk;Droplet;Slag;Tessera;Rod_yellow;Rod_orange;Rod_red;Rod_blue;Rod_white;Rod_greeen;Rod_Molten;Rod_Plychrome;Rod_Length;Rod_Dm;Pontil_yellow;Pontil_orange;Pontil_red;Pontil_bluee;Pontil_white;Pontil_green;OGW_yellow;OGW_orange;OGW_red;OGW_black;OGW_blue;OGW_green;OGW_white;Bead;RV;OvenPiece;Miscellaneous
1052;95;3796;3159;215;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
1052;95;3796;3159;216;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;95;3796;3159;217;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;95;3796;3159;218;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
1052;95;3796;3159;219;Pink - R;;;;;;;;1;;;;;;y;;9;7;;;;;;;;;;;;;;;;;
1052;95;3796;3159;220;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;95;3796;3159;221;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
1052;95;3796;3159;222;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
1052;95;3796;3159;223;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
1052;95;3796;3159;224;Pink - R;;;;;;;;;1;;;;;;;;4;;;;;;;;;;;;;;;;;
1052;95;3796;3159;225;Pink - R;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;
1052;95;3796;3159;226;Pink - R;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;3796;3159;227;Pink - R;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;3796;3159;228;Pink - R;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;3796;3159;229;Pink - R;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;3796;3159;230;Pink - R;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;3796;3159;231;Pink - R;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;95;3796;3159;232;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;233;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;234;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;235;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;236;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;237;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;238;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;239;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;240;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;241;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;242;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;243;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;244;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;245;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;246;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;247;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;248;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;249;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;250;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;251;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;252;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;253;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;254;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;255;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;256;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;257;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;258;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;259;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;260;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;261;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;263;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;264;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
1052;95;3796;3159;265;Pink - R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
